model,fold,protein,tp0,tp1,tp2,tp3,fn0,fn1,fn2,fn3,fp0,fp1,fp2,fp3
adapter256_seqonly,2,P0C0P5,0,0,0,0,2,2,2,2,3,3,3,3
adapter256_seqonly,2,P0C0P6,0,0,0,0,2,2,2,2,3,3,3,3
adapter256_seqonly,2,P0C0P7,0,0,0,0,2,2,2,2,3,3,3,3
adapter256_seqonly,2,P0C0P8,0,0,0,0,2,2,2,2,2,2,2,2
adapter256_seqonly,2,P0C1V9,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0C1W0,1,1,1,1,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P0C1X1,0,1,1,1,3,2,2,2,3,2,2,2
adapter256_seqonly,2,P0C1Y2,1,1,1,2,1,1,1,0,1,1,1,0
adapter256_seqonly,2,P0C252,0,0,0,0,1,1,1,1,2,2,2,2
adapter256_seqonly,2,P0C254,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,2,P0C255,0,0,0,0,1,1,1,1,2,2,2,2
adapter256_seqonly,2,P0C2B0,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0C2B1,1,1,1,2,1,1,1,0,1,1,1,0
adapter256_seqonly,2,P0C2F3,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P0C2S9,0,1,1,1,1,0,0,0,2,1,1,1
adapter256_seqonly,2,P0C408,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0C409,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0C410,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0C636,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0C637,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0C638,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0C639,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0C640,1,2,2,2,1,0,0,0,1,0,0,0
adapter256_seqonly,2,P0C666,0,0,0,0,2,2,2,2,2,2,2,2
adapter256_seqonly,2,P0C667,0,2,2,2,2,0,0,0,2,0,0,0
adapter256_seqonly,2,P0C668,1,1,2,2,1,1,0,0,1,1,0,0
adapter256_seqonly,2,P0C670,0,1,1,1,2,1,1,1,2,1,1,1
adapter256_seqonly,2,P0C6E4,0,0,0,0,1,1,1,1,2,2,2,2
adapter256_seqonly,2,P0C6E8,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P0C7S9,0,1,1,1,1,0,0,0,2,1,1,1
adapter256_seqonly,2,P0C828,0,0,0,0,2,2,2,2,2,2,2,2
adapter256_seqonly,2,P0C829,1,2,2,3,2,1,1,0,2,1,1,0
adapter256_seqonly,2,P0C8P8,0,0,1,1,1,1,0,0,2,2,1,1
adapter256_seqonly,2,P0C8P9,1,2,2,2,1,0,0,0,1,0,0,0
adapter256_seqonly,2,P0C8R2,0,0,0,1,1,1,1,0,2,2,2,1
adapter256_seqonly,2,P0C8U4,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0C8U6,1,2,2,2,1,0,0,0,1,0,0,0
adapter256_seqonly,2,P0C8U7,1,2,2,2,1,0,0,0,1,0,0,0
adapter256_seqonly,2,P0C8U8,1,1,1,1,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P0C8U9,1,1,1,1,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P0C8V0,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0C8W1,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0C8W2,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0C901,0,0,0,0,2,2,2,2,2,2,2,2
adapter256_seqonly,2,P0C940,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0C954,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0C955,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P0C956,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P0CAQ2,0,0,0,0,2,2,2,2,2,2,2,2
adapter256_seqonly,2,P0CAQ3,0,0,0,0,2,2,2,2,2,2,2,2
adapter256_seqonly,2,P0CAQ5,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0CAQ6,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0CAQ7,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P0CAQ8,0,1,1,1,1,0,0,0,1,0,0,0
adapter256_seqonly,2,P0CAQ9,0,1,1,1,1,0,0,0,2,1,1,1
adapter256_seqonly,2,P0CAZ2,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0CAZ3,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0CAZ4,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0CAZ5,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0CAZ6,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0CAZ7,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0CAZ8,0,0,0,1,1,1,1,0,2,2,2,1
adapter256_seqonly,2,P0CAZ9,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,2,P0CB07,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0CB08,0,2,2,2,2,0,0,0,2,0,0,0
adapter256_seqonly,2,P0CB12,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0CB14,0,0,0,0,1,1,1,1,2,2,2,2
adapter256_seqonly,2,P0CE73,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0CE75,0,0,0,1,3,3,3,2,3,3,3,2
adapter256_seqonly,2,P0CE76,0,0,0,1,3,3,3,2,3,3,3,2
adapter256_seqonly,2,P0CE79,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0CE80,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0CE81,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0CE82,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0CE83,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0CH50,0,1,1,1,1,0,0,0,1,0,0,0
adapter256_seqonly,2,P0CI13,0,0,1,1,1,1,0,0,2,2,1,1
adapter256_seqonly,2,P0CI49,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,P0CY75,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0CY76,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P0CY77,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,2,P0CY78,0,0,0,0,2,2,2,2,2,2,2,2
adapter256_seqonly,2,P0CY80,1,1,1,1,1,1,1,1,0,0,0,0
adapter256_seqonly,2,P0CY81,0,0,2,2,2,2,0,0,2,2,0,0
adapter256_seqonly,2,P0CY82,0,0,0,0,2,2,2,2,2,2,2,2
adapter256_seqonly,2,P0CY86,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0DJ02,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0DJ03,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0DJO3,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0DJO4,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0DKM1,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,2,P0DKN0,0,0,0,1,1,1,1,0,1,1,1,0
adapter256_seqonly,2,P0DKP4,1,1,1,1,3,3,3,3,1,1,1,1
adapter256_seqonly,2,P0DKP6,0,0,1,2,2,2,1,0,2,2,1,0
adapter256_seqonly,2,P0DKP8,0,0,1,2,2,2,1,0,2,2,1,0
adapter256_seqonly,2,P0DM21,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0DM23,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0DM26,0,0,0,0,3,3,3,3,2,2,2,2
adapter256_seqonly,2,P0DME6,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0DME7,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0DME8,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0DME9,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0DMF1,1,1,1,1,0,0,0,0,3,3,3,3
adapter256_seqonly,2,P0DMF4,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0DMF5,1,1,1,1,1,1,1,1,2,2,2,2
adapter256_seqonly,2,P0DMF6,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0DMF7,0,1,1,2,2,1,1,0,2,1,1,0
adapter256_seqonly,2,P0DMF9,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0DMZ2,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0DMZ8,2,2,5,5,3,3,0,0,6,6,3,3
adapter256_seqonly,2,P0DMZ9,4,4,5,5,1,1,0,0,2,2,1,1
adapter256_seqonly,2,P0DN46,0,0,2,2,2,2,0,0,2,2,0,0
adapter256_seqonly,2,P0DN47,0,2,2,2,2,0,0,0,2,0,0,0
adapter256_seqonly,2,P0DOZ7,2,2,3,3,1,1,0,0,1,1,0,0
adapter256_seqonly,2,P0DPE6,0,0,0,0,1,1,1,1,2,2,2,2
adapter256_seqonly,2,P0DPL8,0,0,1,1,2,2,1,1,2,2,1,1
adapter256_seqonly,2,P0DPL9,0,1,1,1,2,1,1,1,2,1,1,1
adapter256_seqonly,2,P0DPM0,0,1,2,2,2,1,0,0,2,1,0,0
adapter256_seqonly,2,P0DPM1,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0DPT2,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,2,P0DQJ4,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,2,P0DQP3,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P0DQP4,0,1,1,1,1,0,0,0,1,0,0,0
adapter256_seqonly,2,P0DQR6,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,2,P0DRD0,1,2,2,2,1,0,0,0,1,0,0,0
adapter256_seqonly,2,P0DRD1,1,2,2,2,1,0,0,0,1,0,0,0
adapter256_seqonly,2,P0DRD2,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0DRD4,0,2,2,2,2,0,0,0,2,0,0,0
adapter256_seqonly,2,P0DRD5,1,1,2,2,1,1,0,0,1,1,0,0
adapter256_seqonly,2,P0DRH5,1,1,1,2,1,1,1,0,1,1,1,0
adapter256_seqonly,2,P0DRH6,1,1,1,2,1,1,1,0,1,1,1,0
adapter256_seqonly,2,P0DRH7,1,1,2,2,1,1,0,0,1,1,0,0
adapter256_seqonly,2,P0DRH9,1,1,1,1,1,1,1,1,2,2,2,2
adapter256_seqonly,2,P0DRI0,0,0,0,1,2,2,2,1,3,3,3,2
adapter256_seqonly,2,P0DRI1,0,0,0,1,2,2,2,1,3,3,3,2
adapter256_seqonly,2,P0DRI3,0,0,1,1,1,1,0,0,1,1,0,0
adapter256_seqonly,2,P0DSI4,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0DSI5,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0DSI6,0,0,0,0,2,2,2,2,1,1,1,1
adapter256_seqonly,2,P0DSJ4,0,1,1,1,1,0,0,0,2,1,1,1
adapter256_seqonly,2,P0DSJ5,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,2,P0DSJ8,0,0,1,1,2,2,1,1,2,2,1,1
adapter256_seqonly,2,P0DSJ9,0,0,1,1,2,2,1,1,2,2,1,1
adapter256_seqonly,2,P0DSK1,0,0,1,1,2,2,1,1,2,2,1,1
adapter256_seqonly,2,P0DSK4,0,0,0,0,1,1,1,1,2,2,2,2
adapter256_seqonly,2,P0DUG2,0,0,1,1,1,1,0,0,1,1,0,0
adapter256_seqonly,2,P0DUJ5,1,1,2,2,1,1,0,0,1,1,0,0
adapter256_seqonly,2,P0DUQ4,2,3,3,3,1,0,0,0,1,0,0,0
adapter256_seqonly,2,P0DUQ8,0,1,1,1,1,0,0,0,2,1,1,1
adapter256_seqonly,2,P0DV71,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0DW72,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,2,P0DX20,0,0,0,0,1,1,1,1,2,2,2,2
adapter256_seqonly,2,P0DX61,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0DX64,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0DXT1,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0DXT2,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0DXT3,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,2,P0DXT4,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0DXT5,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0DXT7,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0DXT8,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P0DXT9,1,2,2,2,1,0,0,0,1,0,0,0
adapter256_seqonly,2,P0DXU0,1,2,2,2,1,0,0,0,1,0,0,0
adapter256_seqonly,2,P0DXU1,1,1,2,2,1,1,0,0,1,1,0,0
adapter256_seqonly,2,P0DXZ8,1,1,1,2,1,1,1,0,1,1,1,0
adapter256_seqonly,2,P0DY01,1,1,1,2,1,1,1,0,1,1,1,0
adapter256_seqonly,2,P0DY02,1,1,1,2,1,1,1,0,1,1,1,0
adapter256_seqonly,2,P0DY17,1,1,1,2,1,1,1,0,1,1,1,0
adapter256_seqonly,2,P0DY19,0,0,0,0,1,1,1,1,3,3,3,3
adapter256_seqonly,2,P0DY25,0,0,0,0,2,2,2,2,1,1,1,1
adapter256_seqonly,2,P0DY99,0,0,0,0,2,2,2,2,1,1,1,1
adapter256_seqonly,2,P10347,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P10348,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P10673,2,2,2,2,0,0,0,0,1,1,1,1
adapter256_seqonly,2,P10743,0,0,1,1,1,1,0,0,1,1,0,0
adapter256_seqonly,2,P10763,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P10764,0,0,0,0,1,1,1,1,2,2,2,2
adapter256_seqonly,2,P10863,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P10968,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P10969,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P11006,7,7,7,7,12,12,12,12,6,6,6,6
adapter256_seqonly,2,P11214,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P11863,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P12163,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,P12164,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,P12729,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P12960,0,0,0,0,1,1,1,1,2,2,2,2
adapter256_seqonly,2,P13208,0,2,2,2,25,23,23,23,23,21,21,21
adapter256_seqonly,2,P13684,0,1,1,1,2,1,1,1,3,2,2,2
adapter256_seqonly,2,P14089,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P14530,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P14749,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P14781,0,1,1,1,1,0,0,0,1,0,0,0
adapter256_seqonly,2,P15167,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P15471,0,0,2,2,2,2,0,0,2,2,0,0
adapter256_seqonly,2,P15490,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,P15566,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,P15819,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P16014,0,0,0,0,1,1,1,1,4,4,4,4
adapter256_seqonly,2,P16094,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P16231,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P16291,1,1,1,1,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P16292,1,1,1,1,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P16293,0,0,0,1,1,1,1,0,1,1,1,0
adapter256_seqonly,2,P16294,1,1,1,1,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P16296,1,1,1,1,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P16501,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P16545,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P17349,0,0,0,0,1,1,1,1,2,2,2,2
adapter256_seqonly,2,P17647,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P17896,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,P18254,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P18263,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P18619,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P19259,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P19540,1,1,1,1,1,1,1,1,0,0,0,0
adapter256_seqonly,2,P19578,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P19637,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P20068,2,2,2,2,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P20076,0,1,1,1,1,0,0,0,1,0,0,0
adapter256_seqonly,2,P20164,0,0,0,0,1,1,1,1,2,2,2,2
adapter256_seqonly,2,P20465,0,0,0,0,5,5,5,5,0,0,0,0
adapter256_seqonly,2,P20466,0,1,1,1,3,2,2,2,1,0,0,0
adapter256_seqonly,2,P21786,1,2,2,2,1,0,0,0,5,4,4,4
adapter256_seqonly,2,P21840,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P22063,0,1,1,1,1,0,0,0,1,0,0,0
adapter256_seqonly,2,P22146,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P22282,0,0,1,1,1,1,0,0,1,1,0,0
adapter256_seqonly,2,P22321,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,P22322,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,P22334,0,0,0,0,3,3,3,3,1,1,1,1
adapter256_seqonly,2,P22457,0,1,1,1,1,0,0,0,1,0,0,0
adapter256_seqonly,2,P22522,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P22891,0,1,1,1,1,0,0,0,1,0,0,0
adapter256_seqonly,2,P23079,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P23317,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P23318,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,P23389,1,1,1,1,2,2,2,2,3,3,3,3
adapter256_seqonly,2,P23695,0,0,0,0,1,1,1,1,2,2,2,2
adapter256_seqonly,2,P23699,0,0,0,0,1,1,1,1,2,2,2,2
adapter256_seqonly,2,P24478,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P25380,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P25955,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P26350,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P27058,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,P27654,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P28319,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P28642,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,P28879,1,1,1,2,1,1,1,0,1,1,1,0
adapter256_seqonly,2,P29827,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,2,P30403,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P30990,2,3,3,3,1,0,0,0,1,0,0,0
adapter256_seqonly,2,P31358,0,0,0,0,2,2,2,2,1,1,1,1
adapter256_seqonly,2,P31394,0,0,0,1,2,2,2,1,2,2,2,1
adapter256_seqonly,2,P31481,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P31736,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P31944,1,1,1,2,1,1,1,0,1,1,1,0
adapter256_seqonly,2,P31956,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,P31997,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P32763,1,1,1,1,1,1,1,1,0,0,0,0
adapter256_seqonly,2,P33185,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P33186,0,0,0,0,2,2,2,2,1,1,1,1
adapter256_seqonly,2,P33376,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P33378,0,0,1,1,1,1,0,0,1,1,0,0
adapter256_seqonly,2,P33587,1,1,1,1,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P33712,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P33890,0,1,1,1,1,0,0,0,1,0,0,0
adapter256_seqonly,2,P34068,0,0,0,0,2,2,2,2,0,0,0,0
adapter256_seqonly,2,P34069,0,0,0,0,2,2,2,2,0,0,0,0
adapter256_seqonly,2,P34182,0,0,0,0,1,1,1,1,2,2,2,2
adapter256_seqonly,2,P35853,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P36217,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P36218,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P37302,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,P38248,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P40199,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P40552,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P40849,0,0,0,0,2,2,2,2,0,0,0,0
adapter256_seqonly,2,P41598,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,P41694,0,0,0,0,1,1,1,1,2,2,2,2
adapter256_seqonly,2,P42574,0,0,0,0,2,2,2,2,1,1,1,1
adapter256_seqonly,2,P42575,0,0,0,0,1,1,1,1,2,2,2,2
adapter256_seqonly,2,P43076,0,1,1,1,1,0,0,0,1,0,0,0
adapter256_seqonly,2,P47178,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P48188,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,2,P48678,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,P48679,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,P49513,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P50982,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P50985,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P51317,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P51457,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,P51459,1,1,1,1,0,0,0,0,2,2,2,2
adapter256_seqonly,2,P51462,0,0,0,0,1,1,1,1,2,2,2,2
adapter256_seqonly,2,P54097,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,P55210,0,1,1,1,2,1,1,1,2,1,1,1
adapter256_seqonly,2,P55212,1,1,1,2,1,1,1,0,1,1,1,0
adapter256_seqonly,2,P55213,0,0,0,0,2,2,2,2,1,1,1,1
adapter256_seqonly,2,P55214,0,0,0,0,2,2,2,2,2,2,2,2
adapter256_seqonly,2,P55215,0,0,0,0,1,1,1,1,2,2,2,2
adapter256_seqonly,2,P55330,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P55790,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,P55939,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,P55963,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P56348,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P56626,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,P56636,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P56638,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P56639,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P56640,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P56782,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P56973,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P58273,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,2,P58560,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P58583,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P58808,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P58809,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P58811,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P59261,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P59262,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P59406,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,P59906,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P59914,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P60274,0,0,2,2,2,2,0,0,2,2,0,0
adapter256_seqonly,2,P68407,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P68408,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P68409,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P68500,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,2,P68577,1,1,1,1,1,1,1,1,0,0,0,0
adapter256_seqonly,2,P69498,0,0,0,0,1,1,1,1,2,2,2,2
adapter256_seqonly,2,P69499,0,0,0,1,1,1,1,0,2,2,2,1
adapter256_seqonly,2,P69500,0,0,0,0,1,1,1,1,2,2,2,2
adapter256_seqonly,2,P69501,0,0,0,0,1,1,1,1,2,2,2,2
adapter256_seqonly,2,P69657,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,P69658,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,2,P69693,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,2,P69694,1,1,1,1,0,0,0,0,1,1,1,1
