model,fold,protein,tp0,tp1,tp2,tp3,tp4,tp5,fn0,fn1,fn2,fn3,fn4,fn5,fp0,fp1,fp2,fp3,fp4,fp5
baseline_esm2,5,Q9XSE2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,5,Q9XSW6,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,5,Q9Y4W6,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
baseline_esm2,5,Q9Z172,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,5,Q9ZQG9,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,5,Q9ZWA8,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,5,W4VRV4,0,0,0,0,0,1,1,1,1,1,1,0,2,2,2,2,2,1
baseline_esm2,5,W4VS49,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0
baseline_esm2,5,W4VSC0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0
baseline_esm2,5,W4VSG7,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1
baseline_esm2,5,W4VSI9,0,0,0,0,0,1,1,1,1,1,1,0,2,2,2,2,2,1
esmc_6b,2,A0A059UI30,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,A0A068B0Z6,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,A0A068B409,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,A0A068B6Q6,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,A0A077DF94,0,0,0,0,0,0,3,3,3,3,3,3,2,2,2,2,2,2
esmc_6b,2,A0A0C4G4L1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A0A0D4WTV1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,A0A0P0UTI6,0,0,0,1,5,5,9,9,9,8,4,4,6,6,6,5,1,1
esmc_6b,2,A0A0P0UTQ7,2,2,2,3,3,3,1,1,1,0,0,0,1,1,1,0,0,0
esmc_6b,2,A0A0R4IKU3,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,A0A125S9E1,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
esmc_6b,2,A0A125S9G2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
esmc_6b,2,A0A139GI49,1,2,2,2,2,2,6,5,5,5,5,5,2,1,1,1,1,1
esmc_6b,2,A0A144LVM3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A0A1D5PPP7,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
esmc_6b,2,A0A1D5PUP4,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,A0A1S6EK91,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0
esmc_6b,2,A0A2I8B352,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,A0A318,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A0A348G5V8,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,A0A348G5V9,1,1,1,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0
esmc_6b,2,A0A348G5W0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A0A348G5W2,1,1,1,1,2,2,1,1,1,1,0,0,1,1,1,1,0,0
esmc_6b,2,A0A348G6I7,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A0A348G6I9,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A0A348G6J1,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
esmc_6b,2,A0A3G3C7R5,0,0,1,2,2,2,2,2,1,0,0,0,2,2,1,0,0,0
esmc_6b,2,A0A3G3C7S0,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,A0A3G3C7S2,0,1,2,2,2,2,2,1,0,0,0,0,2,1,0,0,0,0
esmc_6b,2,A0A3G3C7S9,0,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
esmc_6b,2,A0A3G3C7U4,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,A0A3G3C7V0,0,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
esmc_6b,2,A0A3G6IHA6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A0A6G9KHD1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A0A6G9KHD6,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A0A6G9KHE4,1,1,1,1,1,1,0,0,0,0,0,0,2,2,2,2,2,2
esmc_6b,2,A0A6G9KIR5,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
esmc_6b,2,A0A6G9KJK9,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
esmc_6b,2,A0A6G9KJV6,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A0A6M3Z4D9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,A0A6M3Z4R1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A0A6M3Z4R4,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0
esmc_6b,2,A0A8U0LTF0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A0A8U0LTY4,1,1,1,1,2,2,1,1,1,1,0,0,1,1,1,1,0,0
esmc_6b,2,A0A976XKR0,0,1,1,1,1,1,1,0,0,0,0,0,2,1,1,1,1,1
esmc_6b,2,A0SE59,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,A0SE60,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,A0T099,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A0T0S8,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A0ZZ18,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A1E9Q7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A1E9Z1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,A1R6Q7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,A1SK13,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,A1X8B8,0,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
esmc_6b,2,A1X8B9,1,1,2,2,2,2,1,1,0,0,0,0,1,1,0,0,0,0
esmc_6b,2,A1X8C2,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,A1X8C3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A1X8C6,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,A1X8D0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0
esmc_6b,2,A1X8D8,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,A1X8D9,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,A2BP71,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A2BUQ3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A2C0A5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A2CCL2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A3DT44,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0
esmc_6b,2,A3PAZ3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A4USB4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A4X3P0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,A5GIE8,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A5GWF4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A5LHX3,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,A6LHQ9,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0
esmc_6b,2,A6M934,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,A6M938,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,A6MFK7,0,0,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1
esmc_6b,2,A6MFK8,0,0,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1
esmc_6b,2,A6P331,0,0,0,0,0,0,1,1,1,1,1,1,4,4,4,4,4,4
esmc_6b,2,A6YRN9,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
esmc_6b,2,A6ZL22,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A6ZY20,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A7GT16,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,A7SRR3,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
esmc_6b,2,A7Z6W8,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,A8FFD9,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,A8G2T2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A9VHU8,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,A9XDG0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A9XDG1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A9XDG2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,A9XDG3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,B0BK71,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,B0BK72,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,B0JSW8,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,B0XT09,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
esmc_6b,2,B0XT72,0,1,1,1,1,1,1,0,0,0,0,0,2,1,1,1,1,1
esmc_6b,2,B0XVI5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,B0Y8H9,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,B1P1H5,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,B1WUL2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,B1XMN4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,B2CJ57,1,1,1,1,1,1,7,7,7,7,7,7,3,3,3,3,3,3
esmc_6b,2,B2J4T9,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,B2KKV6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,B2KKV7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,B2KKV8,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,B2KKW0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,B2RH54,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,B2RH58,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,B2Y1W5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,B3EWS9,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0
esmc_6b,2,B3H5A9,1,1,1,1,1,1,4,4,4,4,4,4,2,2,2,2,2,2
esmc_6b,2,B5G6G5,0,0,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1
esmc_6b,2,B5VE42,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,B6D434,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,B6DT16,0,2,2,3,3,3,5,3,3,2,2,2,4,2,2,1,1,1
esmc_6b,2,B6K9M7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,B6KAM0,0,0,1,1,1,1,1,1,0,0,0,0,2,2,1,1,1,1
esmc_6b,2,B6S2X0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,B6S2X2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,B7HCU7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,B7HPM0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,B7IYH4,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,B7JNV3,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,B7JVQ3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,B7K989,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,B8H8L6,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3
esmc_6b,2,B8HTR1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,B8JLQ9,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,B8XH40,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,B8XH50,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,B9IY88,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,C0HJV6,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
esmc_6b,2,C0HJV7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,C0HJV8,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,C0HKF6,1,1,2,2,2,2,1,1,0,0,0,0,1,1,0,0,0,0
esmc_6b,2,C0HKS1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,C0HKT2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,C0HKT3,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0
esmc_6b,2,C0HKY1,0,0,0,0,0,0,7,7,7,7,7,7,4,4,4,4,4,4
esmc_6b,2,C0KYC3,1,1,1,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0
esmc_6b,2,C0KYC4,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,C0KYC5,1,1,1,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0
esmc_6b,2,C0KYC6,1,1,1,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0
esmc_6b,2,C0L2T8,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0
esmc_6b,2,C1ESL5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,C3L5S4,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,C3P8M7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,C5BVA2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,C5D4U8,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,C5J886,1,1,2,2,2,2,1,1,0,0,0,0,1,1,0,0,0,0
esmc_6b,2,C5J887,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,C6FX52,0,0,0,0,1,1,1,1,1,1,0,0,2,2,2,2,1,1
esmc_6b,2,C6KSX0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,C6ZJQ2,0,0,0,0,2,2,2,2,2,2,0,0,2,2,2,2,0,0
esmc_6b,2,C7DQB9,0,0,0,0,1,1,2,2,2,2,1,1,3,3,3,3,2,2
esmc_6b,2,C7DQC0,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,C7DQC1,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
esmc_6b,2,C7DQC2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,C7DQX6,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,C7DQX8,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,C7DQX9,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,C7DQY0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
esmc_6b,2,C7GQJ1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,C7LYP7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,C7R403,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,C9E1R9,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,C9E1S1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,D1BHT9,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,D2DGD3,0,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
esmc_6b,2,D2DGD8,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
esmc_6b,2,D2DGD9,0,0,2,2,2,2,2,2,0,0,0,0,2,2,0,0,0,0
esmc_6b,2,D2Y2C5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,D2Y2C6,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,D2Y2C7,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,D2Y2C8,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,D2Y498,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
esmc_6b,2,D2Y4A0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
esmc_6b,2,D2Y4A1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
esmc_6b,2,D2Y4A2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,D3JWK3,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,D3JWK4,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,D3JWK5,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,D3JWK6,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,D4ATC3,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,D4HRK4,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,D4HRK7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,D5KXG5,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3
esmc_6b,2,D5LGE0,0,0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0,0
esmc_6b,2,D6C4H5,0,0,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,1
esmc_6b,2,D6C4J4,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0
esmc_6b,2,D6C4J8,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,D6C4K5,0,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0
esmc_6b,2,D9IWN6,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,D9IWN7,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,D9U2A7,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,E1ZVK3,0,1,1,1,1,2,5,4,4,4,4,3,3,2,2,2,2,1
esmc_6b,2,E2A6P1,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
esmc_6b,2,E2AJ76,0,0,0,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1
esmc_6b,2,E2ARW3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,E2AX35,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,E2AZE8,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,E2DIH5,0,1,2,2,2,2,2,1,0,0,0,0,2,1,0,0,0,0
esmc_6b,2,E2DIH6,0,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
esmc_6b,2,E4VP07,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,E5D3Z8,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
esmc_6b,2,E9NW26,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,E9NW27,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,F1CJ89,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
esmc_6b,2,F1DFM9,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,F1NV61,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,F4I082,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,F4JIG1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,F8S122,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,G0R947,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,G0RUP7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,H2CYR5,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,H7C8I3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,I0DEB3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,I0DEB4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,I0DEB5,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,I0DEB6,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,I2DBY1,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
esmc_6b,2,I2DBY2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,I2DBY3,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,I6R1R5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,J9VS02,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3
esmc_6b,2,K1XVG1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,K8DWB5,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,K9USW8,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,L0GAZ8,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,L0GCV8,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,O01382,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0
esmc_6b,2,O02002,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
esmc_6b,2,O08524,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,O08738,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,O13318,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,O13547,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,O13692,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,O15130,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1
esmc_6b,2,O18494,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,O18495,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,O18496,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,O24565,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,O24567,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,O24572,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,O24602,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,O24618,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,O31840,0,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1
esmc_6b,2,O32025,0,0,0,0,0,0,3,3,3,3,3,3,2,2,2,2,2,2
esmc_6b,2,O32295,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,O32389,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,O35314,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,O35397,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
