tag,frac,n_train,fold,protein,tp3,fn3,fp3,tp0,fn0,fp0
baseline,85,4527,2,O32295,0,2,1,0,2,1
baseline,85,4527,2,O32389,1,0,0,0,1,1
baseline,85,4527,2,O35314,0,1,1,0,1,1
baseline,85,4527,2,O35397,0,2,1,0,2,1
baseline,85,4527,2,O44185,9,1,1,9,1,1
baseline,85,4527,2,O44516,1,0,0,0,1,1
baseline,85,4527,2,O48915,1,0,0,0,1,1
baseline,85,4527,2,O49644,1,0,0,1,0,0
baseline,85,4527,2,O49645,1,0,0,0,1,1
baseline,85,4527,2,O57413,0,1,0,0,1,0
baseline,85,4527,2,O60087,1,0,0,0,1,1
baseline,85,4527,2,O64864,1,0,0,0,1,1
baseline,85,4527,2,O64865,1,0,0,0,1,1
baseline,85,4527,2,O73795,0,1,1,0,1,1
baseline,85,4527,2,O75003,0,1,1,0,1,1
baseline,85,4527,2,O77256,0,2,1,0,2,1
baseline,85,4527,2,O78504,0,1,0,0,1,0
baseline,85,4527,2,O82081,1,0,0,0,1,1
baseline,85,4527,2,O82549,0,1,1,0,1,1
baseline,85,4527,2,O88947,1,1,0,0,2,1
baseline,85,4527,2,O89094,0,1,1,0,1,1
baseline,85,4527,2,O95831,0,1,0,0,1,0
baseline,85,4527,2,O95980,1,0,0,1,0,0
baseline,85,4527,2,O96447,0,1,1,0,1,1
baseline,85,4527,2,O96812,0,1,2,0,1,2
baseline,85,4527,2,P00740,1,1,2,1,1,2
baseline,85,4527,2,P00741,1,1,2,1,1,2
baseline,85,4527,2,P00742,0,1,1,0,1,1
baseline,85,4527,2,P00745,1,1,1,0,2,2
baseline,85,4527,2,P00750,1,0,0,0,1,1
baseline,85,4527,2,P01068,4,8,3,1,11,6
baseline,85,4527,2,P01156,3,0,0,1,2,2
baseline,85,4527,2,P01252,0,1,0,0,1,0
baseline,85,4527,2,P01344,0,1,2,0,1,2
baseline,85,4527,2,P01346,0,1,2,0,1,2
baseline,85,4527,2,P01357,5,1,10,1,5,14
baseline,85,4527,2,P01358,1,0,0,0,1,1
baseline,85,4527,2,P01501,0,2,2,0,2,2
baseline,85,4527,2,P01579,0,1,1,0,1,1
baseline,85,4527,2,P02545,0,1,0,0,1,0
baseline,85,4527,2,P02674,0,1,0,0,1,0
baseline,85,4527,2,P02681,0,1,0,0,1,0
baseline,85,4527,2,P02876,1,0,4,0,1,5
baseline,85,4527,2,P03997,0,1,0,0,1,0
baseline,85,4527,2,P03998,0,1,1,0,1,1
baseline,85,4527,2,P04002,0,1,0,0,1,0
baseline,85,4527,2,P04070,1,1,0,0,2,1
baseline,85,4527,2,P04124,0,1,1,0,1,1
baseline,85,4527,2,P05017,0,1,2,0,1,2
baseline,85,4527,2,P05019,0,1,2,0,1,2
baseline,85,4527,2,P05060,0,1,1,0,1,1
baseline,85,4527,2,P05118,0,1,0,0,1,0
baseline,85,4527,2,P05222,0,2,7,0,2,7
baseline,85,4527,2,P05224,4,1,7,1,4,10
baseline,85,4527,2,P05225,4,1,10,0,5,14
baseline,85,4527,2,P05226,5,1,10,1,5,14
baseline,85,4527,2,P06302,0,1,0,0,1,0
baseline,85,4527,2,P06454,0,1,0,0,1,0
baseline,85,4527,2,P06731,0,1,0,0,1,0
baseline,85,4527,2,P07095,0,1,0,0,1,0
baseline,85,4527,2,P07455,0,1,2,0,1,2
baseline,85,4527,2,P07456,0,1,2,0,1,2
baseline,85,4527,2,P07835,0,1,0,0,1,0
baseline,85,4527,2,P07907,0,4,2,0,4,2
baseline,85,4527,2,P08025,0,1,2,0,1,2
baseline,85,4527,2,P08454,0,1,0,0,1,0
baseline,85,4527,2,P08459,1,0,0,1,0,0
baseline,85,4527,2,P08709,1,0,0,1,0,0
baseline,85,4527,2,P09031,0,1,0,0,1,0
baseline,85,4527,2,P09166,0,1,0,0,1,0
baseline,85,4527,2,P09167,0,1,0,0,1,0
baseline,85,4527,2,P09535,0,1,2,0,1,2
baseline,85,4527,2,P09598,1,0,0,0,1,1
baseline,85,4527,2,P09989,0,1,0,0,1,0
baseline,85,4527,2,P0C0P5,1,1,1,1,1,1
baseline,85,4527,2,P0C0P6,0,2,2,0,2,2
baseline,85,4527,2,P0C0P7,0,2,1,0,2,1
baseline,85,4527,2,P0C0P8,0,2,0,0,2,0
baseline,85,4527,2,P0C1V9,2,0,0,2,0,0
baseline,85,4527,2,P0C1W0,1,1,1,1,1,1
baseline,85,4527,2,P0C1X1,0,3,3,0,3,3
baseline,85,4527,2,P0C1Y2,1,1,1,0,2,2
baseline,85,4527,2,P0C252,1,0,1,1,0,1
baseline,85,4527,2,P0C254,1,0,1,1,0,1
baseline,85,4527,2,P0C255,0,1,2,0,1,2
baseline,85,4527,2,P0C2B0,2,0,0,1,1,1
baseline,85,4527,2,P0C2B1,2,0,0,0,2,2
baseline,85,4527,2,P0C2F3,0,1,1,0,1,1
baseline,85,4527,2,P0C2S9,1,0,0,1,0,0
baseline,85,4527,2,P0C408,0,1,1,0,1,1
baseline,85,4527,2,P0C409,0,1,1,0,1,1
baseline,85,4527,2,P0C410,0,1,1,0,1,1
baseline,85,4527,2,P0C636,2,0,0,1,1,1
baseline,85,4527,2,P0C637,2,0,0,1,1,1
baseline,85,4527,2,P0C638,2,0,0,0,2,2
baseline,85,4527,2,P0C639,2,0,0,0,2,2
baseline,85,4527,2,P0C640,2,0,0,2,0,0
baseline,85,4527,2,P0C666,0,2,2,0,2,2
baseline,85,4527,2,P0C667,2,0,0,0,2,2
baseline,85,4527,2,P0C668,2,0,0,1,1,1
baseline,85,4527,2,P0C670,0,2,2,0,2,2
baseline,85,4527,2,P0C6E4,0,1,0,0,1,0
baseline,85,4527,2,P0C6E8,0,1,0,0,1,0
baseline,85,4527,2,P0C7S9,1,0,1,0,1,2
baseline,85,4527,2,P0C828,0,2,2,0,2,2
baseline,85,4527,2,P0C829,1,2,1,0,3,2
baseline,85,4527,2,P0C8P8,1,0,2,0,1,3
baseline,85,4527,2,P0C8P9,2,0,0,0,2,2
baseline,85,4527,2,P0C8R2,1,0,0,0,1,1
baseline,85,4527,2,P0C8U4,2,0,0,1,1,1
baseline,85,4527,2,P0C8U6,2,0,0,1,1,1
baseline,85,4527,2,P0C8U7,2,0,0,1,1,1
baseline,85,4527,2,P0C8U8,0,2,1,0,2,1
baseline,85,4527,2,P0C8U9,0,2,1,0,2,1
baseline,85,4527,2,P0C8V0,2,0,0,1,1,1
baseline,85,4527,2,P0C8W1,2,0,0,2,0,0
baseline,85,4527,2,P0C8W2,2,0,0,2,0,0
baseline,85,4527,2,P0C901,2,0,0,0,2,2
baseline,85,4527,2,P0C940,1,0,0,1,0,0
baseline,85,4527,2,P0C954,1,0,0,1,0,0
baseline,85,4527,2,P0C955,0,1,1,0,1,1
baseline,85,4527,2,P0C956,0,1,2,0,1,2
baseline,85,4527,2,P0CAQ2,0,2,1,0,2,1
baseline,85,4527,2,P0CAQ3,0,2,1,0,2,1
baseline,85,4527,2,P0CAQ5,2,0,0,0,2,2
baseline,85,4527,2,P0CAQ6,2,0,0,0,2,2
baseline,85,4527,2,P0CAQ7,1,0,1,1,0,1
baseline,85,4527,2,P0CAQ8,0,1,1,0,1,1
baseline,85,4527,2,P0CAQ9,0,1,1,0,1,1
baseline,85,4527,2,P0CAZ2,1,0,1,1,0,1
baseline,85,4527,2,P0CAZ3,1,0,0,1,0,0
baseline,85,4527,2,P0CAZ4,1,0,0,1,0,0
baseline,85,4527,2,P0CAZ5,1,0,0,1,0,0
baseline,85,4527,2,P0CAZ6,1,0,0,1,0,0
baseline,85,4527,2,P0CAZ7,1,0,0,1,0,0
baseline,85,4527,2,P0CAZ8,0,1,2,0,1,2
baseline,85,4527,2,P0CAZ9,1,0,0,1,0,0
baseline,85,4527,2,P0CB07,2,0,0,0,2,2
baseline,85,4527,2,P0CB08,1,1,1,0,2,2
baseline,85,4527,2,P0CB12,2,0,0,0,2,2
baseline,85,4527,2,P0CB14,0,1,0,0,1,0
baseline,85,4527,2,P0CE73,2,0,0,0,2,2
baseline,85,4527,2,P0CE75,3,0,0,3,0,0
baseline,85,4527,2,P0CE76,3,0,0,0,3,3
baseline,85,4527,2,P0CE79,1,0,0,1,0,0
baseline,85,4527,2,P0CE80,1,0,0,1,0,0
baseline,85,4527,2,P0CE81,1,0,0,1,0,0
baseline,85,4527,2,P0CE82,1,0,0,1,0,0
baseline,85,4527,2,P0CE83,1,0,0,1,0,0
baseline,85,4527,2,P0CH50,1,0,0,0,1,1
baseline,85,4527,2,P0CI13,0,1,2,0,1,2
baseline,85,4527,2,P0CI49,0,1,1,0,1,1
baseline,85,4527,2,P0CY75,2,0,0,2,0,0
baseline,85,4527,2,P0CY76,0,1,1,0,1,1
baseline,85,4527,2,P0CY77,0,1,1,0,1,1
baseline,85,4527,2,P0CY78,0,2,2,0,2,2
baseline,85,4527,2,P0CY80,2,0,0,1,1,1
baseline,85,4527,2,P0CY81,2,0,0,0,2,2
baseline,85,4527,2,P0CY82,0,2,2,0,2,2
baseline,85,4527,2,P0CY86,2,0,0,0,2,2
baseline,85,4527,2,P0DJ02,2,0,0,2,0,0
baseline,85,4527,2,P0DJ03,2,0,0,2,0,0
baseline,85,4527,2,P0DJO3,2,0,0,2,0,0
baseline,85,4527,2,P0DJO4,2,0,0,2,0,0
baseline,85,4527,2,P0DKM1,1,0,1,1,0,1
baseline,85,4527,2,P0DKN0,1,0,1,0,1,2
baseline,85,4527,2,P0DKP4,0,4,3,0,4,3
baseline,85,4527,2,P0DKP6,2,0,0,1,1,1
baseline,85,4527,2,P0DKP8,2,0,0,1,1,1
baseline,85,4527,2,P0DM21,1,1,1,0,2,2
baseline,85,4527,2,P0DM23,2,0,0,1,1,1
baseline,85,4527,2,P0DM26,0,3,1,0,3,1
baseline,85,4527,2,P0DME6,2,0,0,2,0,0
baseline,85,4527,2,P0DME7,2,0,0,2,0,0
baseline,85,4527,2,P0DME8,2,0,0,2,0,0
baseline,85,4527,2,P0DME9,2,0,0,2,0,0
baseline,85,4527,2,P0DMF1,1,0,4,1,0,4
baseline,85,4527,2,P0DMF4,2,0,0,2,0,0
baseline,85,4527,2,P0DMF5,2,0,0,1,1,1
baseline,85,4527,2,P0DMF6,2,0,0,2,0,0
baseline,85,4527,2,P0DMF7,2,0,0,0,2,2
baseline,85,4527,2,P0DMF9,2,0,0,2,0,0
baseline,85,4527,2,P0DMZ2,0,1,1,0,1,1
baseline,85,4527,2,P0DMZ8,5,0,0,0,5,5
baseline,85,4527,2,P0DMZ9,5,0,0,0,5,5
baseline,85,4527,2,P0DN46,2,0,0,0,2,2
baseline,85,4527,2,P0DN47,2,0,0,0,2,2
baseline,85,4527,2,P0DOZ7,2,1,0,1,2,1
baseline,85,4527,2,P0DPE6,1,0,1,0,1,2
baseline,85,4527,2,P0DPL8,2,0,0,0,2,2
baseline,85,4527,2,P0DPL9,1,1,1,0,2,2
baseline,85,4527,2,P0DPM0,2,0,0,0,2,2
baseline,85,4527,2,P0DPM1,2,0,0,2,0,0
baseline,85,4527,2,P0DPT2,1,0,0,0,1,1
baseline,85,4527,2,P0DQJ4,1,0,0,1,0,0
baseline,85,4527,2,P0DQP3,1,0,1,0,1,2
baseline,85,4527,2,P0DQP4,1,0,1,0,1,2
baseline,85,4527,2,P0DQR6,1,0,0,0,1,1
baseline,85,4527,2,P0DRD0,0,2,2,0,2,2
baseline,85,4527,2,P0DRD1,0,2,2,0,2,2
baseline,85,4527,2,P0DRD2,0,2,2,0,2,2
baseline,85,4527,2,P0DRD4,0,2,1,0,2,1
baseline,85,4527,2,P0DRD5,2,0,0,0,2,2
baseline,85,4527,2,P0DRH5,2,0,0,1,1,1
baseline,85,4527,2,P0DRH6,2,0,0,1,1,1
baseline,85,4527,2,P0DRH7,2,0,0,2,0,0
baseline,85,4527,2,P0DRH9,2,0,2,0,2,4
baseline,85,4527,2,P0DRI0,1,1,2,0,2,3
baseline,85,4527,2,P0DRI1,1,1,2,0,2,3
baseline,85,4527,2,P0DRI3,1,0,1,0,1,2
baseline,85,4527,2,P0DSI4,0,2,1,0,2,1
baseline,85,4527,2,P0DSI5,1,1,2,0,2,3
baseline,85,4527,2,P0DSI6,2,0,0,0,2,2
baseline,85,4527,2,P0DSJ4,0,1,2,0,1,2
baseline,85,4527,2,P0DSJ5,0,1,2,0,1,2
baseline,85,4527,2,P0DSJ8,1,1,1,0,2,2
baseline,85,4527,2,P0DSJ9,1,1,1,0,2,2
baseline,85,4527,2,P0DSK1,1,1,1,0,2,2
baseline,85,4527,2,P0DSK4,0,1,1,0,1,1
baseline,85,4527,2,P0DUG2,1,0,0,0,1,1
baseline,85,4527,2,P0DUJ5,0,2,2,0,2,2
baseline,85,4527,2,P0DUQ4,2,1,0,1,2,1
baseline,85,4527,2,P0DUQ8,0,1,1,0,1,1
baseline,85,4527,2,P0DV71,1,0,0,1,0,0
baseline,85,4527,2,P0DW72,1,0,1,1,0,1
baseline,85,4527,2,P0DX20,0,1,1,0,1,1
baseline,85,4527,2,P0DX61,0,2,2,0,2,2
baseline,85,4527,2,P0DX64,2,0,0,2,0,0
baseline,85,4527,2,P0DXT1,2,0,0,1,1,1
baseline,85,4527,2,P0DXT2,1,1,0,1,1,0
baseline,85,4527,2,P0DXT3,0,1,0,0,1,0
baseline,85,4527,2,P0DXT4,0,2,0,0,2,0
baseline,85,4527,2,P0DXT5,1,1,0,1,1,0
baseline,85,4527,2,P0DXT7,1,1,0,0,2,1
baseline,85,4527,2,P0DXT8,0,2,1,0,2,1
baseline,85,4527,2,P0DXT9,1,1,0,0,2,1
baseline,85,4527,2,P0DXU0,0,2,1,0,2,1
baseline,85,4527,2,P0DXU1,2,0,0,0,2,2
baseline,85,4527,2,P0DXZ8,2,0,0,1,1,1
baseline,85,4527,2,P0DY01,2,0,0,1,1,1
baseline,85,4527,2,P0DY02,2,0,0,1,1,1
baseline,85,4527,2,P0DY17,2,0,0,1,1,1
baseline,85,4527,2,P0DY19,1,0,2,0,1,3
baseline,85,4527,2,P0DY25,1,1,0,0,2,1
baseline,85,4527,2,P0DY99,1,1,0,0,2,1
baseline,85,4527,2,P10347,0,1,0,0,1,0
baseline,85,4527,2,P10348,0,1,1,0,1,1
baseline,85,4527,2,P10673,2,0,0,1,1,2
baseline,85,4527,2,P10743,0,1,1,0,1,1
baseline,85,4527,2,P10763,0,1,2,0,1,2
baseline,85,4527,2,P10764,0,1,2,0,1,2
baseline,85,4527,2,P10863,1,0,0,1,0,0
baseline,85,4527,2,P10968,1,0,4,0,1,5
baseline,85,4527,2,P10969,1,0,4,0,1,5
baseline,85,4527,2,P11006,7,12,6,7,12,6
baseline,85,4527,2,P11214,1,0,0,0,1,1
baseline,85,4527,2,P11863,1,0,2,1,0,2
baseline,85,4527,2,P12163,0,1,0,0,1,0
baseline,85,4527,2,P12164,0,1,1,0,1,1
baseline,85,4527,2,P12729,1,0,0,1,0,0
baseline,85,4527,2,P12960,0,1,1,0,1,1
baseline,85,4527,2,P13208,0,25,14,0,25,14
baseline,85,4527,2,P13684,0,2,2,0,2,2
baseline,85,4527,2,P14089,0,1,1,0,1,1
baseline,85,4527,2,P14530,0,1,0,0,1,0
baseline,85,4527,2,P14749,1,0,0,0,1,1
baseline,85,4527,2,P14781,1,0,0,0,1,1
baseline,85,4527,2,P15167,0,1,0,0,1,0
baseline,85,4527,2,P15471,2,0,0,0,2,2
baseline,85,4527,2,P15490,0,1,1,0,1,1
baseline,85,4527,2,P15566,0,1,0,0,1,0
baseline,85,4527,2,P15819,0,1,1,0,1,1
baseline,85,4527,2,P16014,0,1,4,0,1,4
baseline,85,4527,2,P16094,0,1,0,0,1,0
baseline,85,4527,2,P16231,0,1,0,0,1,0
baseline,85,4527,2,P16291,1,1,0,1,1,0
baseline,85,4527,2,P16292,1,1,1,1,1,1
baseline,85,4527,2,P16293,0,1,1,0,1,1
baseline,85,4527,2,P16294,1,1,1,1,1,1
baseline,85,4527,2,P16296,1,1,2,1,1,2
baseline,85,4527,2,P16501,0,1,2,0,1,2
baseline,85,4527,2,P16545,0,1,2,0,1,2
baseline,85,4527,2,P17349,0,1,0,0,1,0
baseline,85,4527,2,P17647,0,1,2,0,1,2
baseline,85,4527,2,P17896,0,1,0,0,1,0
baseline,85,4527,2,P18254,0,1,3,0,1,3
baseline,85,4527,2,P18263,0,1,1,0,1,1
baseline,85,4527,2,P18619,0,1,0,0,1,0
baseline,85,4527,2,P19259,1,0,0,1,0,0
baseline,85,4527,2,P19540,1,1,1,1,1,1
baseline,85,4527,2,P19578,2,0,0,0,2,2
baseline,85,4527,2,P19637,1,0,0,0,1,1
baseline,85,4527,2,P20068,3,0,0,1,2,2
baseline,85,4527,2,P20076,0,1,0,0,1,0
baseline,85,4527,2,P20164,0,1,0,0,1,0
baseline,85,4527,2,P20465,0,5,2,0,5,2
baseline,85,4527,2,P20466,0,3,1,0,3,1
baseline,85,4527,2,P21786,2,0,4,1,1,5
baseline,85,4527,2,P21840,1,0,0,1,0,0
baseline,85,4527,2,P22146,1,0,0,1,0,0
baseline,85,4527,2,P22282,0,1,0,0,1,0
baseline,85,4527,2,P22321,0,1,1,0,1,1
baseline,85,4527,2,P22322,0,1,1,0,1,1
baseline,85,4527,2,P22334,3,0,0,1,2,2
baseline,85,4527,2,P22457,1,0,0,0,1,1
baseline,85,4527,2,P22522,1,0,1,1,0,1
baseline,85,4527,2,P22891,1,0,0,0,1,1
baseline,85,4527,2,P23079,0,1,1,0,1,1
baseline,85,4527,2,P23317,1,0,0,0,1,1
baseline,85,4527,2,P23318,0,1,2,0,1,2
baseline,85,4527,2,P23389,1,2,0,1,2,0
baseline,85,4527,2,P23695,0,1,2,0,1,2
baseline,85,4527,2,P23699,0,1,0,0,1,0
baseline,85,4527,2,P24478,0,1,0,0,1,0
baseline,85,4527,2,P25380,1,0,1,1,0,1
baseline,85,4527,2,P25955,1,0,0,1,0,0
baseline,85,4527,2,P26350,0,1,0,0,1,0
baseline,85,4527,2,P27058,0,1,0,0,1,0
baseline,85,4527,2,P27654,1,0,0,1,0,0
baseline,85,4527,2,P28319,1,0,0,1,0,0
baseline,85,4527,2,P28642,0,1,1,0,1,1
baseline,85,4527,2,P28879,2,0,0,1,1,1
baseline,85,4527,2,P29827,1,0,2,0,1,3
baseline,85,4527,2,P30403,0,1,0,0,1,0
baseline,85,4527,2,P30990,3,0,0,1,2,2
baseline,85,4527,2,P31358,0,2,1,0,2,1
baseline,85,4527,2,P31394,1,1,1,0,2,2
baseline,85,4527,2,P31481,0,1,2,0,1,2
baseline,85,4527,2,P31736,0,1,0,0,1,0
baseline,85,4527,2,P31944,1,1,0,0,2,1
baseline,85,4527,2,P31956,0,1,3,0,1,3
baseline,85,4527,2,P31997,0,1,1,0,1,1
baseline,85,4527,2,P32763,0,2,1,0,2,1
baseline,85,4527,2,P33185,0,1,0,0,1,0
baseline,85,4527,2,P33186,0,2,1,0,2,1
baseline,85,4527,2,P33376,1,0,0,0,1,1
baseline,85,4527,2,P33378,1,0,1,0,1,2
baseline,85,4527,2,P33587,1,1,1,1,1,1
baseline,85,4527,2,P33712,0,1,2,0,1,2
baseline,85,4527,2,P33890,1,0,0,0,1,1
baseline,85,4527,2,P34068,0,2,1,0,2,1
baseline,85,4527,2,P34069,0,2,1,0,2,1
baseline,85,4527,2,P34182,0,1,0,0,1,0
baseline,85,4527,2,P35853,1,0,0,0,1,1
baseline,85,4527,2,P36217,1,0,0,1,0,0
baseline,85,4527,2,P36218,1,0,0,0,1,1
baseline,85,4527,2,P37302,0,1,2,0,1,2
baseline,85,4527,2,P38248,1,0,0,1,0,0
baseline,85,4527,2,P40199,0,1,1,0,1,1
baseline,85,4527,2,P40552,1,0,0,0,1,1
baseline,85,4527,2,P40849,0,2,1,0,2,1
baseline,85,4527,2,P41598,0,1,1,0,1,1
baseline,85,4527,2,P41694,0,1,1,0,1,1
baseline,85,4527,2,P42574,0,2,2,0,2,2
baseline,85,4527,2,P42575,0,1,1,0,1,1
baseline,85,4527,2,P43076,1,0,0,1,0,0
baseline,85,4527,2,P47178,1,0,0,1,0,0
baseline,85,4527,2,P48188,0,1,1,0,1,1
baseline,85,4527,2,P48678,0,1,0,0,1,0
baseline,85,4527,2,P48679,0,1,0,0,1,0
baseline,85,4527,2,P49513,0,1,1,0,1,1
baseline,85,4527,2,P50982,2,0,0,2,0,0
baseline,85,4527,2,P50985,2,0,0,1,1,1
baseline,85,4527,2,P51317,0,1,0,0,1,0
baseline,85,4527,2,P51457,0,1,2,0,1,2
baseline,85,4527,2,P51459,0,1,2,0,1,2
baseline,85,4527,2,P51462,0,1,3,0,1,3
baseline,85,4527,2,P54097,1,0,0,0,1,1
baseline,85,4527,2,P55210,1,1,0,0,2,1
baseline,85,4527,2,P55212,0,2,1,0,2,1
baseline,85,4527,2,P55213,0,2,0,0,2,0
baseline,85,4527,2,P55214,1,1,0,0,2,1
baseline,85,4527,2,P55215,0,1,1,0,1,1
baseline,85,4527,2,P55330,1,0,0,1,0,0
baseline,85,4527,2,P55790,0,1,0,0,1,0
baseline,85,4527,2,P55939,0,1,0,0,1,0
baseline,85,4527,2,P55963,2,0,0,2,0,0
baseline,85,4527,2,P56348,0,1,0,0,1,0
baseline,85,4527,2,P56626,0,1,0,0,1,0
baseline,85,4527,2,P56636,2,0,0,1,1,1
baseline,85,4527,2,P56638,2,0,0,0,2,2
baseline,85,4527,2,P56639,2,0,0,0,2,2
baseline,85,4527,2,P56640,2,0,0,1,1,1
baseline,85,4527,2,P56782,0,1,0,0,1,0
baseline,85,4527,2,P56973,2,0,0,1,1,1
baseline,85,4527,2,P58273,0,1,1,0,1,1
baseline,85,4527,2,P58560,0,1,0,0,1,0
baseline,85,4527,2,P58583,1,0,0,0,1,1
baseline,85,4527,2,P58808,2,0,0,0,2,2
baseline,85,4527,2,P58809,2,0,0,2,0,0
baseline,85,4527,2,P58811,2,0,0,1,1,1
baseline,85,4527,2,P59261,0,2,1,0,2,1
baseline,85,4527,2,P59262,0,2,2,0,2,2
baseline,85,4527,2,P59406,0,1,0,0,1,0
baseline,85,4527,2,P59906,1,1,1,0,2,2
baseline,85,4527,2,P59914,1,0,0,1,0,0
baseline,85,4527,2,P60274,1,1,1,0,2,2
baseline,85,4527,2,P68407,0,2,2,0,2,2
baseline,85,4527,2,P68408,0,2,2,0,2,2
baseline,85,4527,2,P68409,0,2,2,0,2,2
baseline,85,4527,2,P68577,1,1,0,1,1,0
baseline,85,4527,2,P69498,1,0,0,1,0,0
baseline,85,4527,2,P69499,1,0,0,1,0,0
baseline,85,4527,2,P69500,1,0,1,1,0,1
baseline,85,4527,2,P69501,1,0,1,1,0,1
baseline,85,4527,2,P69657,2,0,0,1,1,1
baseline,85,4527,2,P69658,1,0,0,0,1,1
baseline,85,4527,2,P69693,0,1,1,0,1,1
baseline,85,4527,2,P69694,0,1,1,0,1,1
baseline,85,4527,2,P69764,0,2,2,0,2,2
baseline,85,4527,2,P69765,2,0,0,0,2,2
baseline,85,4527,2,P69766,2,0,0,1,1,1
baseline,85,4527,2,P69768,2,0,0,1,1,1
baseline,85,4527,2,P69770,1,0,1,1,0,1
baseline,85,4527,2,P69929,4,3,6,0,7,10
baseline,85,4527,2,P69939,0,1,1,0,1,1
baseline,85,4527,2,P69940,0,2,2,0,2,2
baseline,85,4527,2,P70375,1,0,0,1,0,0
baseline,85,4527,2,P70677,0,2,2,0,2,2
baseline,85,4527,2,P81323,1,0,0,1,0,0
baseline,85,4527,2,P81428,1,1,1,0,2,2
baseline,85,4527,2,P81755,2,0,0,0,2,2
baseline,85,4527,2,P81791,1,0,0,1,0,0
baseline,85,4527,2,P81941,1,1,1,0,2,2
baseline,85,4527,2,P82701,1,0,0,0,1,1
baseline,85,4527,2,P82807,1,1,1,0,2,2
baseline,85,4527,2,P83370,1,1,1,0,2,2
baseline,85,4527,2,P83403,0,1,0,0,1,0
baseline,85,4527,2,P83512,0,1,0,0,1,0
baseline,85,4527,2,P84845,2,0,0,2,0,0
baseline,85,4527,2,P85013,2,0,0,1,1,1
baseline,85,4527,2,P85079,1,0,0,0,1,1
baseline,85,4527,2,P85247,1,0,0,1,0,0
baseline,85,4527,2,P85253,1,0,1,1,0,1
baseline,85,4527,2,P85254,1,0,1,1,0,1
baseline,85,4527,2,P85255,1,0,0,1,0,0
baseline,85,4527,2,P85256,1,0,1,1,0,1
baseline,85,4527,2,P85257,1,0,1,1,0,1
baseline,85,4527,2,P85258,1,0,0,1,0,0
baseline,85,4527,2,P85259,1,0,0,1,0,0
baseline,85,4527,2,P85829,0,1,1,0,1,1
baseline,85,4527,2,P85831,0,1,0,0,1,0
baseline,85,4527,2,P85832,1,2,3,0,3,4
baseline,85,4527,2,P85886,2,0,0,2,0,0
baseline,85,4527,2,P85966,0,2,2,0,2,2
baseline,85,4527,2,P86013,2,0,0,1,1,1
baseline,85,4527,2,P86047,2,0,0,0,2,2
baseline,85,4527,2,P86521,0,1,1,0,1,1
baseline,85,4527,2,P89116,0,2,1,0,2,1
baseline,85,4527,2,P91797,2,0,0,2,0,0
baseline,85,4527,2,P97766,0,1,2,0,1,2
baseline,85,4527,2,P97864,1,1,0,0,2,1
baseline,85,4527,2,P98139,1,0,0,1,0,0
baseline,85,4527,2,Q00783,0,1,0,0,1,0
baseline,85,4527,2,Q00829,0,2,1,0,2,1
baseline,85,4527,2,Q01MB6,1,0,4,0,1,5
baseline,85,4527,2,Q03029,1,0,0,1,0,0
baseline,85,4527,2,Q03198,0,1,0,0,1,0
baseline,85,4527,2,Q03199,0,1,0,0,1,0
baseline,85,4527,2,Q03561,0,1,0,0,1,0
baseline,85,4527,2,Q03655,1,0,0,1,0,0
baseline,85,4527,2,Q04469,1,0,0,0,1,1
baseline,85,4527,2,Q06135,1,0,0,1,0,0
baseline,85,4527,2,Q06303,0,1,0,0,1,0
baseline,85,4527,2,Q06304,0,1,0,0,1,0
baseline,85,4527,2,Q06305,0,1,0,0,1,0
baseline,85,4527,2,Q06306,0,1,1,0,1,1
baseline,85,4527,2,Q06FX8,0,1,1,0,1,1
baseline,85,4527,2,Q06GS7,0,1,0,0,1,0
baseline,85,4527,2,Q06H14,0,1,0,0,1,0
baseline,85,4527,2,Q06J16,0,1,0,0,1,0
baseline,85,4527,2,Q06RE8,0,1,0,0,1,0
baseline,85,4527,2,Q06SD3,0,1,1,0,1,1
baseline,85,4527,2,Q072L5,0,1,0,0,1,0
baseline,85,4527,2,Q07488,1,0,0,1,0,0
baseline,85,4527,2,Q07932,1,1,1,0,2,2
baseline,85,4527,2,Q08193,1,0,0,1,0,0
baseline,85,4527,2,Q08271,1,0,0,1,0,0
baseline,85,4527,2,Q08279,0,1,2,0,1,2
baseline,85,4527,2,Q08676,0,1,0,0,1,0
baseline,85,4527,2,Q08DY9,0,2,1,0,2,1
baseline,85,4527,2,Q09MJ5,0,1,0,0,1,0
baseline,85,4527,2,Q09X34,0,1,0,0,1,0
baseline,85,4527,2,Q0G9N6,0,1,0,0,1,0
baseline,85,4527,2,Q0G9X9,0,1,0,0,1,0
baseline,85,4527,2,Q0GY44,0,1,2,0,1,2
baseline,85,4527,2,Q0GY46,0,1,2,0,1,2
baseline,85,4527,2,Q0IDF4,0,1,1,0,1,1
baseline,85,4527,2,Q0II73,1,0,1,1,0,1
baseline,85,4527,2,Q0JF21,1,0,4,0,1,5
baseline,85,4527,2,Q0NZX5,0,1,0,0,1,0
baseline,85,4527,2,Q0P3J6,0,1,1,0,1,1
baseline,85,4527,2,Q0SRD5,1,0,0,0,1,1
baseline,85,4527,2,Q0TNR9,1,0,0,0,1,1
baseline,85,4527,2,Q0ZJ37,0,1,0,0,1,0
baseline,85,4527,2,Q10XU6,0,1,1,0,1,1
