model,fold,protein,task,length,genus,new,m0,m1,m2,m3
esmc_600m,5,P01284,pep,27,Sus,True,0,1,1,1
esmc_600m,5,P01284,pep,28,Sus,True,0,1,1,1
esmc_600m,5,P01298,pep,36,Homo,False,1,1,1,1
esmc_600m,5,P01298,pep,20,Homo,False,0,0,0,0
esmc_600m,5,P01298,propep,7,Homo,False,0,0,0,0
esmc_600m,5,P01299,pep,36,Canis,False,1,1,1,1
esmc_600m,5,P01299,pep,20,Canis,False,0,0,0,0
esmc_600m,5,P01299,propep,5,Canis,False,0,0,0,0
esmc_600m,5,P01300,pep,36,Sus,True,1,1,1,1
esmc_600m,5,P01300,pep,19,Sus,True,0,0,0,0
esmc_600m,5,P01301,pep,36,Ovis,True,1,1,1,1
esmc_600m,5,P01301,pep,20,Ovis,True,0,0,0,0
esmc_600m,5,P01302,pep,36,Bos,False,1,1,1,1
esmc_600m,5,P01302,pep,21,Bos,False,0,0,0,0
esmc_600m,5,P01302,pep,39,Bos,False,0,0,0,0
esmc_600m,5,P01303,pep,36,Homo,False,0,0,0,0
esmc_600m,5,P01303,pep,30,Homo,False,1,1,1,1
esmc_600m,5,P01304,pep,36,Sus,True,0,0,0,0
esmc_600m,5,P01307,pep,22,Sus,False,0,0,0,0
esmc_600m,5,P01347,pep,35,Rattus,False,0,0,0,0
esmc_600m,5,P01347,pep,24,Rattus,False,1,1,1,1
esmc_600m,5,P01348,pep,32,Sus,False,0,0,0,0
esmc_600m,5,P01348,pep,22,Sus,False,0,0,1,1
esmc_600m,5,P01349,pep,20,Carcharias,True,0,0,0,0
esmc_600m,5,P01349,pep,24,Carcharias,True,0,0,0,0
esmc_600m,5,P01364,pep,26,Aplysia,False,0,0,0,0
esmc_600m,5,P01364,pep,12,Aplysia,False,0,0,0,0
esmc_600m,5,P01364,pep,43,Aplysia,False,1,1,1,1
esmc_600m,5,P02814,pep,38,Homo,False,0,0,0,1
esmc_600m,5,P02866,propep,15,Canavalia,False,0,0,0,0
esmc_600m,5,P02866,propep,9,Canavalia,False,0,0,0,0
esmc_600m,5,P02870,propep,7,Lens,False,0,0,0,0
esmc_600m,5,P02870,propep,6,Lens,False,0,0,0,0
esmc_600m,5,P02873,propep,7,Phaseolus,False,0,0,0,0
esmc_600m,5,P02896,propep,23,Trypanosoma,False,1,1,1,1
esmc_600m,5,P04058,propep,22,Tetronarce,False,1,1,1,1
esmc_600m,5,P04090,pep,29,Homo,False,0,0,1,1
esmc_600m,5,P04090,pep,24,Homo,False,1,1,1,1
esmc_600m,5,P04279,pep,31,Homo,False,0,0,0,0
esmc_600m,5,P04566,pep,27,Cavia,True,1,1,1,1
esmc_600m,5,P04566,pep,28,Cavia,True,1,1,1,1
esmc_600m,5,P04808,pep,31,Homo,False,0,0,0,0
esmc_600m,5,P04808,pep,23,Homo,False,0,1,1,1
esmc_600m,5,P05140,propep,17,Hemitripterus,False,0,0,1,1
esmc_600m,5,P05161,propep,8,Homo,False,0,0,0,1
esmc_600m,5,P05186,propep,23,Homo,False,1,1,1,1
esmc_600m,5,P05187,propep,29,Homo,False,0,1,1,1
esmc_600m,5,P05408,pep,13,Homo,False,0,0,0,0
esmc_600m,5,P05657,propep,9,Bacillus,True,0,1,1,1
esmc_600m,5,P05834,propep,26,Escherichia,False,0,0,0,0
esmc_600m,5,P06303,pep,36,Rattus,False,1,1,1,1
esmc_600m,5,P06303,pep,30,Rattus,False,1,1,1,1
esmc_600m,5,P06884,pep,36,Felis,True,1,1,1,1
esmc_600m,5,P06884,pep,20,Felis,True,0,0,0,0
esmc_600m,5,P07140,propep,30,Drosophila,False,1,1,1,1
esmc_600m,5,P07224,propep,17,Bos,False,1,1,1,1
esmc_600m,5,P07225,propep,17,Homo,False,1,1,1,1
esmc_600m,5,P07602,propep,43,Homo,False,0,1,1,1
esmc_600m,5,P07602,propep,36,Homo,False,0,0,0,0
esmc_600m,5,P07602,propep,12,Homo,False,0,0,0,0
esmc_600m,5,P07602,propep,38,Homo,False,0,0,0,0
esmc_600m,5,P07662,propep,9,Pseudomonas,False,0,0,0,0
esmc_600m,5,P07692,propep,23,Torpedo,False,1,1,1,1
esmc_600m,5,P07808,pep,36,Rattus,False,0,0,0,0
esmc_600m,5,P07808,pep,30,Rattus,False,1,1,1,1
esmc_600m,5,P07987,propep,6,Hypocrea,False,0,1,1,1
esmc_600m,5,P08289,propep,23,Rattus,False,1,1,1,1
esmc_600m,5,P08697,propep,12,Homo,False,0,0,0,0
esmc_600m,5,P08947,pep,9,Phyllomedusa,False,0,0,0,0
esmc_600m,5,P08947,propep,18,Phyllomedusa,False,0,0,0,0
esmc_600m,5,P08947,propep,30,Phyllomedusa,False,1,1,1,1
esmc_600m,5,P08948,pep,9,Phyllomedusa,False,0,0,0,0
esmc_600m,5,P08948,propep,18,Phyllomedusa,False,0,0,0,0
esmc_600m,5,P08948,propep,30,Phyllomedusa,False,1,1,1,1
esmc_600m,5,P08950,pep,11,Lithobates,False,0,0,0,0
esmc_600m,5,P08950,propep,20,Lithobates,False,0,0,0,0
esmc_600m,5,P08950,propep,21,Lithobates,False,1,1,1,1
esmc_600m,5,P09040,pep,7,Drosophila,False,0,0,0,0
esmc_600m,5,P09040,pep,9,Drosophila,False,1,1,1,1
esmc_600m,5,P09040,pep,14,Drosophila,False,1,1,1,1
esmc_600m,5,P09040,propep,40,Drosophila,False,0,0,0,0
esmc_600m,5,P09040,propep,26,Drosophila,False,0,0,0,0
esmc_600m,5,P09242,propep,23,Mus,False,1,1,1,1
esmc_600m,5,P09475,pep,37,Lophius,True,0,0,0,0
esmc_600m,5,P09475,pep,30,Lophius,True,0,0,0,0
esmc_600m,5,P09487,propep,25,Bos,False,1,1,1,1
esmc_600m,5,P09681,pep,42,Homo,False,0,0,0,0
esmc_600m,5,P09681,propep,29,Homo,False,0,0,0,0
esmc_600m,5,P09805,propep,12,Kluyveromyces,False,0,0,1,1
esmc_600m,5,P09923,propep,25,Homo,False,1,1,1,1
esmc_600m,5,P09971,pep,24,Bombyx,False,1,1,1,1
esmc_600m,5,P09971,pep,7,Bombyx,False,0,0,0,0
esmc_600m,5,P09971,pep,17,Bombyx,False,0,0,0,0
esmc_600m,5,P09971,pep,34,Bombyx,False,1,1,1,1
esmc_600m,5,P09971,pep,8,Bombyx,False,0,0,1,1
esmc_600m,5,P09971,propep,44,Bombyx,False,0,0,0,0
esmc_600m,5,P09971,propep,22,Bombyx,False,1,1,1,1
esmc_600m,5,P0A312,propep,21,Lactococcus,False,1,1,1,1
esmc_600m,5,P0A313,propep,21,Lactococcus,False,1,1,1,1
esmc_600m,5,P0C1T5,pep,23,Arabidopsis,False,0,0,0,0
esmc_600m,5,P0C249,pep,7,Conus,False,0,1,1,1
esmc_600m,5,P0C2S8,propep,13,Phoneutria,False,0,1,1,1
esmc_600m,5,P0C2X7,pep,34,Chilobrachys,False,1,1,1,1
esmc_600m,5,P0C2X7,propep,8,Chilobrachys,False,1,1,1,1
esmc_600m,5,P0C5X7,pep,29,Chilobrachys,False,0,1,1,1
esmc_600m,5,P0C5X7,propep,32,Chilobrachys,False,1,1,1,1
esmc_600m,5,P0C8S6,pep,22,Conus,False,0,0,0,0
esmc_600m,5,P0C957,propep,24,Aspergillus,False,1,1,1,1
esmc_600m,5,P0C958,propep,24,Aspergillus,False,1,1,1,1
esmc_600m,5,P0CG54,propep,7,Cavia,False,0,1,1,1
esmc_600m,5,P0CH28,propep,6,Bos,False,0,1,1,1
esmc_600m,5,P0CH56,pep,34,Chilobrachys,False,1,1,1,1
esmc_600m,5,P0CH56,propep,29,Chilobrachys,False,1,1,1,1
esmc_600m,5,P0CH70,pep,34,Cyriopagopus,False,0,1,1,1
esmc_600m,5,P0CI88,propep,10,Lychas,True,0,0,0,0
esmc_600m,5,P0CS83,propep,38,Candida,False,0,1,1,1
esmc_600m,5,P0CS93,propep,17,Gibberella,False,0,0,0,0
esmc_600m,5,P0CW02,propep,22,Mus,False,0,0,0,0
esmc_600m,5,P0CW03,propep,22,Mus,False,0,0,0,0
esmc_600m,5,P0CY26,propep,32,Candida,False,0,1,1,1
esmc_600m,5,P0CY27,propep,32,Candida,False,0,1,1,1
esmc_600m,5,P0CY28,propep,40,Candida,False,0,1,1,1
esmc_600m,5,P0CY29,propep,40,Candida,False,0,1,1,1
esmc_600m,5,P0DE28,propep,9,Streptococcus,True,0,0,1,1
esmc_600m,5,P0DE29,propep,9,Streptococcus,True,0,0,1,1
esmc_600m,5,P0DJ06,propep,38,Candida,False,0,1,1,1
esmc_600m,5,P0DJ95,pep,27,Heloderma,True,0,0,0,0
esmc_600m,5,P0DJI8,propep,28,Homo,False,0,0,0,0
esmc_600m,5,P0DKL3,propep,9,Maackia,False,0,0,0,0
esmc_600m,5,P0DKM3,propep,25,Iotyrris,False,0,0,0,0
esmc_600m,5,P0DKN1,propep,17,Iotyrris,False,0,0,0,0
esmc_600m,5,P0DL57,propep,30,Phlogius,False,0,1,1,1
esmc_600m,5,P0DL58,propep,28,Phlogius,False,0,1,1,1
esmc_600m,5,P0DL58,propep,5,Phlogius,False,0,0,0,0
esmc_600m,5,P0DM55,propep,6,Scorpiops,False,0,0,0,0
esmc_600m,5,P0DM67,propep,8,Selenotypus,False,1,1,1,1
esmc_600m,5,P0DM68,pep,29,Selenotypus,False,0,0,0,0
esmc_600m,5,P0DM68,propep,29,Selenotypus,False,0,1,1,1
esmc_600m,5,P0DMD7,propep,6,Metridium,False,0,1,1,1
esmc_600m,5,P0DMD7,propep,14,Metridium,False,0,0,0,0
esmc_600m,5,P0DMG0,pep,11,Chaerilus,False,0,0,0,0
esmc_600m,5,P0DMG0,propep,34,Chaerilus,False,0,0,0,0
esmc_600m,5,P0DN01,propep,19,Anemonia,False,1,1,1,1
esmc_600m,5,P0DN03,propep,18,Anemonia,True,0,1,1,1
esmc_600m,5,P0DN04,propep,22,Anemonia,False,1,1,1,1
esmc_600m,5,P0DN98,pep,15,Arabidopsis,False,0,0,0,0
esmc_600m,5,P0DP14,pep,7,Conus,False,0,1,1,1
esmc_600m,5,P0DP55,pep,36,Meiacanthus,False,1,1,1,1
esmc_600m,5,P0DP55,pep,32,Meiacanthus,False,1,1,1,1
esmc_600m,5,P0DPU4,propep,11,Scolopendra,False,0,0,0,0
esmc_600m,5,P0DQA3,propep,9,Scolopendra,False,0,0,0,0
esmc_600m,5,P0DQA4,propep,9,Scolopendra,False,0,0,0,0
esmc_600m,5,P0DQA5,propep,16,Scolopendra,False,0,0,0,0
esmc_600m,5,P0DRB9,propep,21,Telmatactis,True,1,1,1,1
esmc_600m,5,P0DRC4,propep,5,Conus,True,0,0,0,0
esmc_600m,5,P0DRI2,propep,15,Exaiptasia,True,0,0,0,0
esmc_600m,5,P0DRI2,propep,21,Exaiptasia,True,0,0,0,0
esmc_600m,5,P0DRJ4,pep,18,Lycosa,True,0,0,0,0
esmc_600m,5,P0DRJ4,pep,25,Lycosa,True,0,0,0,0
esmc_600m,5,P0DRJ4,pep,18,Lycosa,True,0,0,0,0
esmc_600m,5,P0DRJ4,pep,18,Lycosa,True,0,0,0,0
esmc_600m,5,P0DRJ4,pep,18,Lycosa,True,0,0,0,0
esmc_600m,5,P0DRJ4,pep,18,Lycosa,True,0,0,0,0
esmc_600m,5,P0DRJ4,pep,18,Lycosa,True,0,0,0,0
esmc_600m,5,P0DRJ4,propep,37,Lycosa,True,1,1,1,1
esmc_600m,5,P0DRJ4,propep,15,Lycosa,True,0,0,1,1
esmc_600m,5,P0DRJ4,propep,15,Lycosa,True,0,0,0,0
esmc_600m,5,P0DRJ4,propep,15,Lycosa,True,0,0,0,0
esmc_600m,5,P0DRJ4,propep,15,Lycosa,True,0,0,0,0
esmc_600m,5,P0DRJ4,propep,15,Lycosa,True,0,0,0,0
esmc_600m,5,P0DRJ4,propep,15,Lycosa,True,0,0,0,0
esmc_600m,5,P0DTJ9,pep,17,Conus,False,0,0,0,0
esmc_600m,5,P0DTJ9,propep,39,Conus,False,0,0,0,0
esmc_600m,5,P0DUT2,pep,31,Doratifera,False,0,1,1,1
esmc_600m,5,P0DUT2,pep,31,Doratifera,False,0,1,1,1
esmc_600m,5,P0DUT2,pep,31,Doratifera,False,0,1,1,1
esmc_600m,5,P0DUT2,propep,8,Doratifera,False,0,0,0,1
esmc_600m,5,P0DUT2,propep,15,Doratifera,False,0,0,0,0
esmc_600m,5,P0DUT2,propep,15,Doratifera,False,0,0,0,0
esmc_600m,5,P0DUT6,pep,11,Doratifera,False,0,1,1,1
esmc_600m,5,P0DUT6,pep,10,Doratifera,False,0,1,1,1
esmc_600m,5,P0DUT6,pep,13,Doratifera,False,0,0,0,1
esmc_600m,5,P0DUT6,propep,5,Doratifera,False,0,0,0,0
esmc_600m,5,P0DUT6,propep,5,Doratifera,False,0,0,0,0
esmc_600m,5,P0DY21,propep,26,Actinia,True,1,1,1,1
esmc_600m,5,P10082,pep,36,Homo,False,1,1,1,1
esmc_600m,5,P10082,propep,30,Homo,False,0,0,0,0
esmc_600m,5,P10419,propep,8,Anthopleura,False,0,0,0,0
esmc_600m,5,P10419,propep,8,Anthopleura,False,0,0,0,0
esmc_600m,5,P10419,propep,8,Anthopleura,False,0,0,0,0
esmc_600m,5,P10552,pep,9,Drosophila,False,1,1,1,1
esmc_600m,5,P10552,pep,21,Drosophila,False,0,0,0,0
esmc_600m,5,P10552,pep,6,Drosophila,False,0,0,0,0
esmc_600m,5,P10552,pep,9,Drosophila,False,0,0,0,0
esmc_600m,5,P10552,pep,9,Drosophila,False,0,0,0,0
esmc_600m,5,P10552,pep,9,Drosophila,False,0,0,0,0
esmc_600m,5,P10552,pep,9,Drosophila,False,0,0,0,0
esmc_600m,5,P10552,pep,9,Drosophila,False,0,0,0,0
esmc_600m,5,P10552,pep,9,Drosophila,False,0,0,0,1
esmc_600m,5,P10552,pep,9,Drosophila,False,0,0,0,1
esmc_600m,5,P10552,pep,7,Drosophila,False,0,1,1,1
esmc_600m,5,P10552,pep,9,Drosophila,False,0,0,0,0
esmc_600m,5,P10552,pep,7,Drosophila,False,0,1,1,1
esmc_600m,5,P10552,pep,9,Drosophila,False,0,0,0,0
esmc_600m,5,P10552,pep,8,Drosophila,False,0,0,1,1
esmc_600m,5,P10552,propep,6,Drosophila,False,0,1,1,1
esmc_600m,5,P10601,pep,36,Mus,False,1,1,1,1
esmc_600m,5,P10601,pep,32,Mus,False,0,0,0,0
esmc_600m,5,P10631,pep,36,Rattus,False,1,1,1,1
esmc_600m,5,P10631,propep,31,Rattus,False,0,0,0,0
esmc_600m,5,P10674,propep,27,Drosophila,False,0,1,1,1
esmc_600m,5,P10675,propep,31,Schistocerca,False,0,0,0,0
esmc_600m,5,P10696,propep,29,Homo,False,0,1,1,1
esmc_600m,5,P10960,propep,43,Rattus,False,0,1,1,1
esmc_600m,5,P10960,propep,36,Rattus,False,0,0,0,0
esmc_600m,5,P10960,propep,38,Rattus,False,0,0,0,0
esmc_600m,5,P11159,pep,24,Helicoverpa,False,0,0,1,1
esmc_600m,5,P11159,pep,7,Helicoverpa,False,0,0,0,0
esmc_600m,5,P11159,pep,18,Helicoverpa,False,0,0,0,0
esmc_600m,5,P11159,pep,33,Helicoverpa,False,1,1,1,1
esmc_600m,5,P11159,pep,8,Helicoverpa,False,0,0,1,1
esmc_600m,5,P11159,propep,44,Helicoverpa,False,0,0,0,0
esmc_600m,5,P11159,propep,23,Helicoverpa,False,1,1,1,1
esmc_600m,5,P11184,pep,32,Balaenoptera,False,0,0,0,0
esmc_600m,5,P11184,pep,22,Balaenoptera,False,0,0,0,0
esmc_600m,5,P11185,pep,32,Balaenoptera,False,0,0,0,0
esmc_600m,5,P11185,pep,22,Balaenoptera,False,0,0,0,1
esmc_600m,5,P11952,pep,40,Leucoraja,False,0,0,0,0
esmc_600m,5,P11952,pep,24,Leucoraja,False,0,0,0,0
esmc_600m,5,P11953,pep,30,Squalus,False,0,0,0,0
esmc_600m,5,P11953,pep,24,Squalus,False,0,0,0,0
esmc_600m,5,P12661,propep,5,Bos,False,0,0,0,0
esmc_600m,5,P12872,pep,22,Homo,False,0,0,0,0
esmc_600m,5,P12961,pep,13,Mus,False,0,0,0,0
esmc_600m,5,P13083,pep,36,Cavia,False,1,1,1,1
esmc_600m,5,P13589,pep,48,Rattus,False,0,0,0,0
esmc_600m,5,P13589,pep,38,Rattus,False,0,0,0,0
esmc_600m,5,P14138,pep,21,Homo,False,1,1,1,1
esmc_600m,5,P14608,propep,20,Pseudomonas,False,0,0,0,0
esmc_600m,5,P14765,pep,36,Ovis,False,0,0,0,0
esmc_600m,5,P14765,pep,30,Ovis,False,1,1,1,1
esmc_600m,5,P14894,propep,15,Canavalia,False,0,0,0,0
esmc_600m,5,P14894,propep,9,Canavalia,False,0,0,0,0
esmc_600m,5,P14904,propep,45,Saccharomyces,False,0,0,0,0
esmc_600m,5,P15369,propep,34,Scytalidium,False,1,1,1,1
esmc_600m,5,P15411,pep,28,Bombyx,False,0,1,1,1
esmc_600m,5,P15411,pep,20,Bombyx,False,0,0,0,0
esmc_600m,5,P15411,propep,19,Bombyx,False,0,0,0,0
esmc_600m,5,P15513,pep,8,Aplysia,False,0,0,0,0
esmc_600m,5,P15513,pep,7,Aplysia,False,0,0,0,0
esmc_600m,5,P15513,pep,7,Aplysia,False,1,1,1,1
esmc_600m,5,P15513,pep,7,Aplysia,False,1,1,1,1
esmc_600m,5,P15513,pep,7,Aplysia,False,0,0,1,1
esmc_600m,5,P15513,pep,7,Aplysia,False,0,0,1,1
esmc_600m,5,P15513,pep,7,Aplysia,False,0,0,1,1
esmc_600m,5,P15513,pep,7,Aplysia,False,0,0,1,1
esmc_600m,5,P15513,pep,7,Aplysia,False,0,0,1,1
esmc_600m,5,P15513,pep,7,Aplysia,False,0,0,1,1
esmc_600m,5,P15513,pep,7,Aplysia,False,0,0,1,1
esmc_600m,5,P15513,pep,7,Aplysia,False,0,0,1,1
esmc_600m,5,P15513,pep,7,Aplysia,False,0,0,1,1
esmc_600m,5,P15513,pep,7,Aplysia,False,0,0,1,1
esmc_600m,5,P15513,pep,7,Aplysia,False,1,1,1,1
esmc_600m,5,P15513,pep,7,Aplysia,False,1,1,1,1
esmc_600m,5,P15513,propep,32,Aplysia,False,0,0,0,1
esmc_600m,5,P15513,propep,25,Aplysia,False,1,1,1,1
esmc_600m,5,P15513,propep,6,Aplysia,False,0,1,1,1
esmc_600m,5,P15693,propep,29,Rattus,False,0,1,1,1
esmc_600m,5,P15797,propep,22,Nicotiana,False,0,1,1,1
esmc_600m,5,P16404,propep,13,Erythrina,False,0,0,0,0
esmc_600m,5,P16613,pep,48,Ovis,False,0,0,0,0
esmc_600m,5,P16613,pep,38,Ovis,False,0,0,0,0
esmc_600m,5,P17118,propep,13,Sulfolobus,False,0,0,0,0
esmc_600m,5,P17681,pep,26,Aplysia,False,0,0,0,0
esmc_600m,5,P17681,pep,12,Aplysia,False,0,0,0,0
esmc_600m,5,P17681,pep,43,Aplysia,False,0,0,0,0
esmc_600m,5,P18509,pep,48,Homo,False,0,0,0,0
esmc_600m,5,P18509,pep,38,Homo,False,0,0,0,0
esmc_600m,5,P18844,pep,10,Xenopus,True,0,0,0,0
esmc_600m,5,P19111,propep,27,Bos,False,0,1,1,1
esmc_600m,5,P19260,propep,26,Plasmodium,False,1,1,1,1
esmc_600m,5,P19425,pep,10,Aedes,False,0,0,0,0
esmc_600m,5,P19599,propep,26,Plasmodium,False,1,1,1,1
esmc_600m,5,P19660,pep,43,Bos,False,0,0,0,0
esmc_600m,5,P19707,propep,18,Felis,False,0,0,0,0
esmc_600m,5,P19708,propep,18,Canis,False,0,0,0,0
esmc_600m,5,P19884,pep,29,Macaca,False,0,1,1,1
esmc_600m,5,P19884,pep,24,Macaca,False,1,1,1,1
esmc_600m,5,P19971,propep,10,Homo,False,0,0,0,0
esmc_600m,5,P19998,pep,21,Oryctolagus,True,0,0,0,0
esmc_600m,5,P20481,pep,12,Aplysia,False,0,0,0,0
esmc_600m,5,P20481,pep,11,Aplysia,False,1,1,1,1
esmc_600m,5,P20481,pep,10,Aplysia,False,1,1,1,1
esmc_600m,5,P20481,pep,11,Aplysia,False,0,0,0,0
esmc_600m,5,P20481,pep,10,Aplysia,False,1,1,1,1
esmc_600m,5,P20481,pep,11,Aplysia,False,0,0,0,0
esmc_600m,5,P20481,pep,11,Aplysia,False,0,0,0,0
esmc_600m,5,P20481,pep,11,Aplysia,False,0,0,0,0
esmc_600m,5,P20481,pep,11,Aplysia,False,0,0,0,0
esmc_600m,5,P20481,pep,11,Aplysia,False,0,0,0,0
esmc_600m,5,P20481,pep,11,Aplysia,False,0,0,0,0
esmc_600m,5,P20481,pep,11,Aplysia,False,0,0,0,0
esmc_600m,5,P20481,pep,11,Aplysia,False,0,0,0,0
esmc_600m,5,P20481,pep,10,Aplysia,False,1,1,1,1
esmc_600m,5,P20481,pep,10,Aplysia,False,1,1,1,1
esmc_600m,5,P20481,pep,11,Aplysia,False,0,0,0,0
esmc_600m,5,P20481,pep,10,Aplysia,False,1,1,1,1
esmc_600m,5,P20481,pep,10,Aplysia,False,1,1,1,1
esmc_600m,5,P20481,pep,11,Aplysia,False,1,1,1,1
esmc_600m,5,P20481,pep,11,Aplysia,False,0,1,1,1
esmc_600m,5,P20481,pep,11,Aplysia,False,0,0,0,0
esmc_600m,5,P20481,pep,11,Aplysia,False,0,1,1,1
esmc_600m,5,P20481,pep,11,Aplysia,False,0,1,1,1
esmc_600m,5,P20481,pep,11,Aplysia,False,0,0,0,0
esmc_600m,5,P20481,pep,10,Aplysia,False,1,1,1,1
esmc_600m,5,P20481,pep,11,Aplysia,False,0,0,0,0
esmc_600m,5,P20481,pep,10,Aplysia,False,0,0,0,0
esmc_600m,5,P20481,pep,11,Aplysia,False,0,0,0,0
esmc_600m,5,P20481,pep,11,Aplysia,False,0,1,1,1
esmc_600m,5,P20481,pep,11,Aplysia,False,0,1,1,1
esmc_600m,5,P20481,pep,14,Aplysia,False,0,0,0,0
esmc_600m,5,P20481,propep,37,Aplysia,False,0,0,0,0
esmc_600m,5,P20481,propep,11,Aplysia,False,0,0,0,0
esmc_600m,5,P20948,propep,19,Trypanosoma,False,0,0,1,1
esmc_600m,5,P21591,pep,14,Bombina,False,0,0,0,0
esmc_600m,5,P21591,propep,15,Bombina,False,0,0,0,0
esmc_600m,5,P22226,pep,12,Bos,False,0,0,0,0
esmc_600m,5,P22287,pep,28,Passalora,False,0,0,1,1
esmc_600m,5,P22287,propep,12,Passalora,False,0,0,1,1
esmc_600m,5,P22304,propep,8,Homo,False,0,0,0,0
esmc_600m,5,P22969,pep,28,Equus,False,0,0,0,0
esmc_600m,5,P22969,pep,20,Equus,False,0,0,1,1
esmc_600m,5,P23431,propep,17,Nicotiana,False,0,0,0,1
esmc_600m,5,P23535,propep,32,Phaseolus,False,0,0,0,0
esmc_600m,5,P23546,propep,22,Nicotiana,False,0,1,1,1
esmc_600m,5,P24665,propep,41,Aspergillus,False,0,0,1,1
esmc_600m,5,P24665,propep,11,Aspergillus,False,0,0,0,0
esmc_600m,5,P24822,propep,31,Mus,False,0,1,1,1
esmc_600m,5,P24823,propep,27,Mus,False,0,1,1,1
esmc_600m,5,P26329,propep,23,Trypanosoma,False,1,1,1,1
esmc_600m,5,P26334,propep,23,Trypanosoma,False,1,1,1,1
esmc_600m,5,P26335,propep,17,Trypanosoma,True,1,1,1,1
esmc_600m,5,P26727,pep,28,Bombyx,False,0,1,1,1
esmc_600m,5,P26727,pep,20,Bombyx,False,1,1,1,1
esmc_600m,5,P26727,propep,21,Bombyx,False,0,0,0,1
esmc_600m,5,P26731,pep,28,Bombyx,False,0,1,1,1
esmc_600m,5,P26731,pep,20,Bombyx,False,0,0,0,0
esmc_600m,5,P26731,propep,19,Bombyx,False,0,0,0,0
esmc_600m,5,P26733,pep,26,Bombyx,False,0,0,1,1
esmc_600m,5,P26733,pep,21,Bombyx,False,1,1,1,1
esmc_600m,5,P26733,propep,19,Bombyx,False,0,0,0,0
esmc_600m,5,P26734,pep,26,Bombyx,False,0,0,0,1
esmc_600m,5,P26734,pep,21,Bombyx,False,1,1,1,1
esmc_600m,5,P26734,propep,19,Bombyx,False,0,0,0,0
esmc_600m,5,P26735,pep,25,Bombyx,False,0,0,0,0
esmc_600m,5,P26735,pep,26,Bombyx,False,1,1,1,1
esmc_600m,5,P26735,propep,21,Bombyx,False,0,0,0,0
esmc_600m,5,P26736,pep,27,Bombyx,False,0,0,1,1
esmc_600m,5,P26736,pep,20,Bombyx,False,0,1,1,1
esmc_600m,5,P26736,propep,21,Bombyx,False,0,0,0,0
esmc_600m,5,P26737,pep,26,Bombyx,False,0,0,1,1
esmc_600m,5,P26737,pep,21,Bombyx,False,1,1,1,1
esmc_600m,5,P26737,propep,19,Bombyx,False,0,0,0,0
esmc_600m,5,P26738,pep,26,Bombyx,False,0,0,1,1
esmc_600m,5,P26738,pep,21,Bombyx,False,1,1,1,1
esmc_600m,5,P26738,propep,19,Bombyx,False,0,0,0,0
esmc_600m,5,P26739,pep,26,Bombyx,False,0,0,1,1
esmc_600m,5,P26739,pep,24,Bombyx,False,1,1,1,1
esmc_600m,5,P26739,propep,16,Bombyx,False,0,0,0,0
esmc_600m,5,P26740,pep,26,Bombyx,False,0,0,0,1
esmc_600m,5,P26740,pep,21,Bombyx,False,1,1,1,1
esmc_600m,5,P26740,propep,19,Bombyx,False,0,0,0,0
esmc_600m,5,P26741,pep,26,Bombyx,False,0,0,1,1
esmc_600m,5,P26741,pep,21,Bombyx,False,1,1,1,1
esmc_600m,5,P26741,propep,19,Bombyx,False,0,0,0,0
esmc_600m,5,P26742,pep,26,Bombyx,False,0,0,0,1
esmc_600m,5,P26742,pep,21,Bombyx,False,1,1,1,1
esmc_600m,5,P26742,propep,19,Bombyx,False,0,0,0,0
esmc_600m,5,P26743,pep,26,Bombyx,False,0,0,1,1
esmc_600m,5,P26743,pep,24,Bombyx,False,0,1,1,1
esmc_600m,5,P26743,propep,16,Bombyx,False,0,0,0,0
esmc_600m,5,P26779,propep,43,Bos,False,0,1,1,1
esmc_600m,5,P26779,propep,36,Bos,False,0,0,0,0
esmc_600m,5,P26779,propep,14,Bos,False,0,0,0,0
esmc_600m,5,P26779,propep,38,Bos,False,0,0,0,0
esmc_600m,5,P27114,pep,22,Oryctolagus,False,0,0,0,0
esmc_600m,5,P27666,propep,22,Nicotiana,False,0,1,1,1
esmc_600m,5,P27682,pep,13,Rattus,False,0,0,0,0
esmc_600m,5,P28672,pep,36,Carassius,False,1,1,1,1
esmc_600m,5,P28672,pep,29,Carassius,False,1,1,1,1
esmc_600m,5,P28673,pep,36,Gallus,False,0,0,0,0
esmc_600m,5,P28673,pep,30,Gallus,False,1,1,1,1
esmc_600m,5,P28674,pep,36,Torpedo,False,0,0,0,0
esmc_600m,5,P28674,pep,31,Torpedo,False,0,0,0,0
esmc_600m,5,P28800,propep,18,Bos,False,0,0,0,0
esmc_600m,5,P28825,propep,44,Mus,False,1,1,1,1
esmc_600m,5,P28826,propep,44,Rattus,False,0,0,1,1
esmc_600m,5,P29425,propep,17,Phoneutria,False,1,1,1,1
esmc_600m,5,P29519,pep,26,Bombyx,False,0,0,1,1
esmc_600m,5,P29519,pep,21,Bombyx,False,1,1,1,1
esmc_600m,5,P29519,propep,19,Bombyx,False,0,0,0,0
esmc_600m,5,P29523,propep,26,Bombyx,False,1,1,1,1
esmc_600m,5,P32089,propep,13,Rattus,True,0,0,0,0
esmc_600m,5,P32194,pep,18,Sus,False,0,0,0,0
esmc_600m,5,P32195,pep,16,Sus,False,0,0,0,0
esmc_600m,5,P32196,pep,18,Sus,False,0,0,0,0
