run,protein_id,organism,task,kind,length,matched,gate_ok
train_run_esm2,P18290,Brassica napus,propeptides,true,9,False,True
train_run_esm2,P18290,Brassica napus,propeptides,fp_pred,10,False,True
train_run_esm2,Q09X37,Morus indica,propeptides,true,9,False,True
train_run_esm2,Q09X37,Morus indica,propeptides,fp_pred,11,False,True
train_run_esm2,P69564,Gossypium hirsutum,propeptides,true,9,False,True
train_run_esm2,P69564,Gossypium hirsutum,propeptides,fp_pred,10,False,True
train_run_esm2,P69557,Lactuca sativa,propeptides,true,9,False,True
train_run_esm2,P69557,Lactuca sativa,propeptides,fp_pred,10,False,True
train_run_esm2,Q6VU70,Hyphantria cunea,propeptides,true,5,True,True
train_run_esm2,Q36918,Penicillium chrysogenum,propeptides,true,8,True,True
train_run_esm2,A4QJI0,Aethionema grandiflorum,propeptides,true,9,False,True
train_run_esm2,A4QJI0,Aethionema grandiflorum,propeptides,fp_pred,10,False,True
train_run_esm2,Q14790,Homo sapiens,propeptides,true,10,False,True
train_run_esm2,Q14790,Homo sapiens,propeptides,fp_pred,18,False,True
train_run_esm2,P26741,Bombyx mori,peptides,true,26,True,True
train_run_esm2,P26741,Bombyx mori,peptides,true,21,True,True
train_run_esm2,P26741,Bombyx mori,propeptides,true,19,True,True
train_run_esm2,Q29CA0,Drosophila pseudoobscura pseudoobscura,peptides,true,12,True,True
train_run_esm2,Q29CA0,Drosophila pseudoobscura pseudoobscura,peptides,true,9,True,True
train_run_esm2,Q29CA0,Drosophila pseudoobscura pseudoobscura,peptides,true,15,True,True
train_run_esm2,Q29CA0,Drosophila pseudoobscura pseudoobscura,propeptides,true,7,True,True
train_run_esm2,Q29CA0,Drosophila pseudoobscura pseudoobscura,propeptides,true,36,True,True
train_run_esm2,Q29CA0,Drosophila pseudoobscura pseudoobscura,propeptides,true,19,True,True
train_run_esm2,Q29CA0,Drosophila pseudoobscura pseudoobscura,propeptides,true,18,True,True
train_run_esm2,P32623,Saccharomyces cerevisiae,propeptides,true,22,True,True
train_run_esm2,C0HKU0,Agrotis ipsilon,peptides,true,12,True,True
train_run_esm2,C0HKU0,Agrotis ipsilon,peptides,fp_pred,33,False,True
train_run_esm2,C0HKU0,Agrotis ipsilon,propeptides,true,33,False,True
train_run_esm2,P01522,Conus geographus,peptides,true,28,True,True
train_run_esm2,P01522,Conus geographus,propeptides,true,23,True,True
train_run_esm2,P0C905,Conus leopardus,peptides,true,28,True,True
train_run_esm2,P0C905,Conus leopardus,propeptides,true,29,True,True
train_run_esm2,Q2I2R0,Conus litteratus,peptides,true,37,True,True
train_run_esm2,Q2I2R0,Conus litteratus,propeptides,true,28,True,True
train_run_esm2,Q9BPA2,Conus ventricosus,peptides,true,29,True,True
train_run_esm2,Q9BPA2,Conus ventricosus,propeptides,true,26,True,True
train_run_esm2,P0DJ03,Heterometrus petersii,peptides,true,13,True,True
train_run_esm2,P0DJ03,Heterometrus petersii,propeptides,true,31,True,True
train_run_esm2,P0C8V7,Conus achatinus,peptides,true,30,True,True
train_run_esm2,P0C8V7,Conus achatinus,propeptides,true,29,True,True
train_run_esm2,P58913,Conus purpurascens,peptides,true,29,True,True
train_run_esm2,P58913,Conus purpurascens,propeptides,true,27,True,True
train_run_esm2,Q5K0C5,Conus virgo,peptides,true,32,True,True
train_run_esm2,Q5K0C5,Conus virgo,propeptides,true,25,True,True
train_run_esm2,P41534,Gallus gallus,peptides,true,46,False,True
train_run_esm2,P41534,Gallus gallus,peptides,true,38,True,True
train_run_esm2,P41534,Gallus gallus,peptides,fp_pred,28,False,True
train_run_esm2,P41534,Gallus gallus,peptides,fp_pred,16,False,True
train_run_esm2,P41534,Gallus gallus,peptides,fp_pred,15,False,True
train_run_esm2,P48144,Clarias macrocephalus,peptides,true,45,False,True
train_run_esm2,P48144,Clarias macrocephalus,peptides,true,38,True,True
train_run_esm2,P48144,Clarias macrocephalus,peptides,fp_pred,19,False,True
train_run_esm2,P48144,Clarias macrocephalus,propeptides,true,25,False,True
train_run_esm2,Q6NPN4,Arabidopsis thaliana,propeptides,true,29,False,True
train_run_esm2,Q6NPN4,Arabidopsis thaliana,propeptides,fp_pred,25,False,True
train_run_esm2,A0A0B5AC95,Conus geographus,peptides,true,23,False,True
train_run_esm2,A0A0B5AC95,Conus geographus,peptides,true,20,True,True
train_run_esm2,A0A0B5AC95,Conus geographus,peptides,fp_pred,35,False,True
train_run_esm2,A0A0B5AC95,Conus geographus,propeptides,true,5,False,True
train_run_esm2,A0A0B5AC95,Conus geographus,propeptides,true,42,False,True
train_run_esm2,A0A0B5AC95,Conus geographus,propeptides,fp_pred,34,False,True
train_run_esm2,Q9AVB0,Phytolacca americana,propeptides,true,15,True,True
train_run_esm2,Q9AVB0,Phytolacca americana,propeptides,true,25,True,True
train_run_esm2,P81695,Eisenia fetida,propeptides,true,34,False,True
train_run_esm2,Q60935,Mus musculus,propeptides,true,35,True,True
train_run_esm2,P58920,Conus catus,peptides,true,27,True,True
train_run_esm2,P58920,Conus catus,propeptides,true,23,True,True
train_run_esm2,Q9U645,Conus textile,peptides,true,29,True,True
train_run_esm2,Q9U645,Conus textile,propeptides,true,30,True,True
train_run_esm2,P69751,Conus catus,peptides,true,27,True,True
train_run_esm2,P69751,Conus catus,propeptides,true,27,True,True
train_run_esm2,Q9U660,Conus pennaceus,peptides,true,29,True,True
train_run_esm2,Q9U660,Conus pennaceus,propeptides,true,27,True,True
train_run_esm2,Q9BP93,Conus ventricosus,peptides,true,34,False,True
train_run_esm2,Q9BP93,Conus ventricosus,propeptides,true,19,True,True
train_run_esm2,Q5K0C0,Conus imperialis,peptides,true,30,True,True
train_run_esm2,Q5K0C0,Conus imperialis,propeptides,true,29,True,True
train_run_esm2,Q8I1F6,Drosophila erecta,propeptides,true,48,False,True
train_run_esm2,G5EB30,Emericella nidulans,propeptides,true,25,True,True
train_run_esm2,P55806,Gallus gallus,propeptides,true,11,False,True
train_run_esm2,P55806,Gallus gallus,propeptides,true,46,False,True
train_run_esm2,P55806,Gallus gallus,propeptides,fp_pred,18,False,True
train_run_esm2,P52961,Homo sapiens,propeptides,true,32,True,True
train_run_esm2,Q41142,Ricinus communis,propeptides,true,30,False,True
train_run_esm2,Q27174,Paramecium tetraurelia,propeptides,true,29,True,True
train_run_esm2,Q27174,Paramecium tetraurelia,propeptides,fp_pred,48,False,True
train_run_esm2,Q27181,Paramecium tetraurelia,propeptides,true,29,True,True
train_run_esm2,Q27181,Paramecium tetraurelia,propeptides,fp_pred,50,False,True
train_run_esm2,Q27181,Paramecium tetraurelia,propeptides,fp_pred,5,False,True
train_run_esm2,B2RHG3,Porphyromonas gingivalis,propeptides,true,23,False,True
train_run_esm2,B2RHG3,Porphyromonas gingivalis,propeptides,fp_pred,32,False,True
train_run_esm2,Q5K0D3,Conus striatus,peptides,true,27,False,True
train_run_esm2,Q5K0D3,Conus striatus,peptides,fp_pred,34,False,True
train_run_esm2,Q5K0D3,Conus striatus,propeptides,true,28,False,True
train_run_esm2,Q5K0D3,Conus striatus,propeptides,fp_pred,21,False,True
train_run_esm2,A0A2I4QAG8,Conus generalis,peptides,fp_pred,28,False,True
train_run_esm2,A0A2I4QAG8,Conus generalis,propeptides,true,11,False,True
train_run_esm2,A0A2I4QAG8,Conus generalis,propeptides,fp_pred,24,False,True
train_run_esm2,Q9XZK8,Conus textile,peptides,true,25,False,True
train_run_esm2,Q9XZK8,Conus textile,propeptides,true,28,True,True
train_run_esm2,Q9BP99,Conus arenatus,peptides,true,33,True,True
train_run_esm2,Q9BP99,Conus arenatus,propeptides,true,29,True,True
train_run_esm2,P0DJC6,Conus quercinus,peptides,true,30,False,True
train_run_esm2,P0DJC6,Conus quercinus,propeptides,true,40,True,True
train_run_esm2,P69758,Conus victoriae,peptides,true,25,False,True
train_run_esm2,P69758,Conus victoriae,propeptides,true,27,True,True
train_run_esm2,P41585,Oncorhynchus nerka,peptides,true,45,False,True
train_run_esm2,P41585,Oncorhynchus nerka,peptides,true,38,False,True
train_run_esm2,P41585,Oncorhynchus nerka,peptides,fp_pred,28,False,True
train_run_esm2,P41585,Oncorhynchus nerka,peptides,fp_pred,27,False,True
train_run_esm2,P41585,Oncorhynchus nerka,peptides,fp_pred,15,False,True
train_run_esm2,P41585,Oncorhynchus nerka,propeptides,fp_pred,15,False,True
train_run_esm2,P41535,Sus scrofa,peptides,true,48,True,True
train_run_esm2,P41535,Sus scrofa,peptides,true,38,True,True
train_run_esm2,P41535,Sus scrofa,propeptides,fp_pred,15,False,True
train_run_esm2,P13589,Rattus norvegicus,peptides,true,48,True,True
train_run_esm2,P13589,Rattus norvegicus,peptides,true,38,True,True
train_run_esm2,P13589,Rattus norvegicus,peptides,fp_pred,8,False,True
train_run_esm2,P13589,Rattus norvegicus,propeptides,fp_pred,5,False,True
train_run_esm2,Q90ZX8,Pseudopleuronectes americanus,peptides,true,25,True,True
train_run_esm2,Q90ZX8,Pseudopleuronectes americanus,propeptides,true,21,True,True
train_run_esm2,Q8VXX5,Arabidopsis thaliana,propeptides,true,26,True,True
train_run_esm2,Q9FHN6,Arabidopsis thaliana,propeptides,true,28,True,True
train_run_esm2,Q9SU40,Arabidopsis thaliana,propeptides,true,25,True,True
train_run_esm2,C0HKV8,Agrotis ipsilon,peptides,true,12,True,True
train_run_esm2,C0HKV8,Agrotis ipsilon,peptides,fp_pred,33,False,True
train_run_esm2,C0HKV8,Agrotis ipsilon,propeptides,true,33,False,True
train_run_esm2,Q6IGX9,Drosophila melanogaster,peptides,true,12,True,True
train_run_esm2,Q6IGX9,Drosophila melanogaster,peptides,fp_pred,31,False,True
train_run_esm2,Q6IGX9,Drosophila melanogaster,propeptides,true,31,False,True
train_run_esm2,Q90VW7,Pseudopleuronectes americanus,peptides,true,25,True,True
train_run_esm2,Q90VW7,Pseudopleuronectes americanus,propeptides,true,14,True,True
train_run_esm2,P11184,Balaenoptera acutorostrata,peptides,true,32,False,True
train_run_esm2,P11184,Balaenoptera acutorostrata,peptides,true,22,False,True
train_run_esm2,P11184,Balaenoptera acutorostrata,peptides,fp_pred,49,False,True
train_run_esm2,P11184,Balaenoptera acutorostrata,propeptides,fp_pred,5,False,True
train_run_esm2,P86825,Tityus serrulatus,peptides,true,11,True,True
train_run_esm2,A0A0C4G489,Heterometrus spinifer,propeptides,true,18,False,True
train_run_esm2,A0A0C4G489,Heterometrus spinifer,propeptides,fp_pred,28,False,True
train_run_esm2,P0DME6,Heterometrus petersii,peptides,true,13,True,True
train_run_esm2,P0DME6,Heterometrus petersii,propeptides,true,28,True,True
train_run_esm2,I0DEB6,Mesomexovis subcristatus,peptides,true,13,True,True
train_run_esm2,I0DEB6,Mesomexovis subcristatus,propeptides,true,29,True,True
train_run_esm2,P0DME7,Heterometrus petersii,peptides,true,13,True,True
train_run_esm2,P0DME7,Heterometrus petersii,propeptides,true,28,True,True
train_run_esm2,Q9XZK5,Conus striatus,peptides,true,31,True,True
train_run_esm2,Q9XZK5,Conus striatus,propeptides,true,29,True,True
train_run_esm2,Q5K0C2,Conus imperialis,peptides,true,27,True,True
train_run_esm2,Q5K0C2,Conus imperialis,propeptides,true,29,True,True
train_run_esm2,D2Y495,Californiconus californicus,peptides,true,27,True,True
train_run_esm2,D2Y495,Californiconus californicus,propeptides,true,46,True,True
train_run_esm2,Q9BPA4,Conus ventricosus,peptides,true,29,True,True
train_run_esm2,Q9BPA4,Conus ventricosus,propeptides,true,26,True,True
train_run_esm2,P69759,Conus victoriae,peptides,true,29,False,True
train_run_esm2,P69759,Conus victoriae,propeptides,true,25,True,True
train_run_esm2,O88634,Mus musculus,propeptides,true,43,False,True
train_run_esm2,O88634,Mus musculus,propeptides,fp_pred,30,False,True
train_run_esm2,O88634,Mus musculus,propeptides,fp_pred,5,False,True
train_run_esm2,P16014,Mus musculus,peptides,true,11,False,True
train_run_esm2,P16014,Mus musculus,peptides,fp_pred,19,False,True
train_run_esm2,P16014,Mus musculus,peptides,fp_pred,20,False,True
train_run_esm2,P16014,Mus musculus,peptides,fp_pred,20,False,True
train_run_esm2,P16014,Mus musculus,peptides,fp_pred,28,False,True
train_run_esm2,P16014,Mus musculus,peptides,fp_pred,21,False,True
train_run_esm2,P16014,Mus musculus,peptides,fp_pred,10,False,True
train_run_esm2,P16014,Mus musculus,peptides,fp_pred,15,False,True
train_run_esm2,P16014,Mus musculus,peptides,fp_pred,34,False,True
train_run_esm2,Q68S26,Panax ginseng,propeptides,true,9,False,True
train_run_esm2,Q68S26,Panax ginseng,propeptides,fp_pred,10,False,True
train_run_esm2,Q3V554,Acorus calamus,propeptides,true,9,False,True
train_run_esm2,Q3V554,Acorus calamus,propeptides,fp_pred,10,False,True
train_run_esm2,P25043,Saccharomyces cerevisiae,propeptides,true,29,True,True
train_run_esm2,Q09MJ8,Citrus sinensis,propeptides,true,9,False,True
train_run_esm2,Q09MJ8,Citrus sinensis,propeptides,fp_pred,11,False,True
train_run_esm2,A4QL00,Draba nemorosa,propeptides,true,9,False,True
train_run_esm2,A4QL00,Draba nemorosa,propeptides,fp_pred,10,False,True
train_run_esm2,P43683,Bacillus sp.,peptides,true,20,False,True
train_run_esm2,P43683,Bacillus sp.,peptides,fp_pred,26,False,True
train_run_esm2,P43683,Bacillus sp.,propeptides,true,48,False,True
train_run_esm2,P43683,Bacillus sp.,propeptides,fp_pred,21,False,True
train_run_esm2,P06308,Lymnaea stagnalis,peptides,true,5,False,True
train_run_esm2,P06308,Lymnaea stagnalis,peptides,true,5,False,True
train_run_esm2,P06308,Lymnaea stagnalis,peptides,true,5,False,True
train_run_esm2,P06308,Lymnaea stagnalis,peptides,true,14,False,True
train_run_esm2,P06308,Lymnaea stagnalis,peptides,true,9,False,True
train_run_esm2,P06308,Lymnaea stagnalis,peptides,true,23,False,True
train_run_esm2,P06308,Lymnaea stagnalis,peptides,true,36,True,True
train_run_esm2,P06308,Lymnaea stagnalis,propeptides,true,15,False,True
train_run_esm2,P06308,Lymnaea stagnalis,propeptides,true,23,False,True
train_run_esm2,P47749,Xenopus laevis,propeptides,true,22,False,True
train_run_esm2,P47749,Xenopus laevis,propeptides,fp_pred,39,False,True
train_run_esm2,P55085,Homo sapiens,propeptides,true,11,False,True
train_run_esm2,P55085,Homo sapiens,propeptides,fp_pred,32,False,True
train_run_esm2,D6C4L6,Californiconus californicus,peptides,true,25,True,True
train_run_esm2,D6C4L6,Californiconus californicus,propeptides,true,17,True,True
train_run_esm2,P0CB11,Conus ammiralis,peptides,true,24,True,True
train_run_esm2,P0CB11,Conus ammiralis,propeptides,true,28,True,True
train_run_esm2,P69750,Conus consors,peptides,true,31,True,True
train_run_esm2,P69750,Conus consors,propeptides,true,27,True,True
train_run_esm2,Q26324,Carcinus maenas,peptides,true,8,True,True
train_run_esm2,Q26324,Carcinus maenas,peptides,fp_pred,26,False,True
train_run_esm2,O23710,Arabidopsis thaliana,propeptides,true,37,False,True
train_run_esm2,O23710,Arabidopsis thaliana,propeptides,fp_pred,11,False,True
train_run_esm2,O23710,Arabidopsis thaliana,propeptides,fp_pred,18,False,True
train_run_esm2,Q8VZU3,Arabidopsis thaliana,propeptides,true,26,False,True
train_run_esm2,Q9M099,Arabidopsis thaliana,propeptides,true,30,False,True
train_run_esm2,P82102,Mytilus galloprovincialis,peptides,true,40,False,True
train_run_esm2,P82102,Mytilus galloprovincialis,peptides,fp_pred,11,False,True
train_run_esm2,P82102,Mytilus galloprovincialis,propeptides,true,36,False,True
train_run_esm2,P82102,Mytilus galloprovincialis,propeptides,fp_pred,30,False,True
train_run_esm2,Q02297,Homo sapiens,propeptides,true,19,False,True
train_run_esm2,Q9U648,Conus textile,peptides,true,24,True,True
train_run_esm2,Q9U648,Conus textile,propeptides,true,30,True,True
train_run_esm2,Q9XZL0,Conus textile,peptides,true,24,True,True
train_run_esm2,Q9XZL0,Conus textile,propeptides,true,30,True,True
train_run_esm2,Q9BPA5,Conus ventricosus,peptides,true,28,True,True
train_run_esm2,Q9BPA5,Conus ventricosus,propeptides,true,26,True,True
train_run_esm2,Q9XYZ0,Conus pulicarius,peptides,true,30,True,True
train_run_esm2,Q9XYZ0,Conus pulicarius,propeptides,true,28,True,True
train_run_esm2,Q3YEG7,Conus betulinus,peptides,true,33,True,True
train_run_esm2,Q3YEG7,Conus betulinus,propeptides,true,23,True,True
train_run_esm2,Q9BP88,Conus arenatus,peptides,true,28,True,True
train_run_esm2,Q9BP88,Conus arenatus,propeptides,true,24,True,True
train_run_esm2,O70176,Mus musculus,peptides,true,48,True,True
train_run_esm2,O70176,Mus musculus,peptides,true,38,True,True
train_run_esm2,O70176,Mus musculus,peptides,fp_pred,8,False,True
train_run_esm2,O70176,Mus musculus,propeptides,fp_pred,5,False,True
train_run_esm2,A4QJZ9,Arabis hirsuta,propeptides,true,9,False,True
train_run_esm2,A4QJZ9,Arabis hirsuta,propeptides,fp_pred,10,False,True
train_run_esm2,Q90ZY0,Pseudopleuronectes americanus,peptides,true,25,True,True
train_run_esm2,Q90ZY0,Pseudopleuronectes americanus,propeptides,true,21,True,True
train_run_esm2,Q54LC1,Dictyostelium discoideum,propeptides,true,29,False,True
train_run_esm2,Q54LC1,Dictyostelium discoideum,propeptides,fp_pred,22,False,True
train_run_esm2,Q4KM35,Rattus norvegicus,propeptides,true,39,False,True
train_run_esm2,Q4KM35,Rattus norvegicus,propeptides,fp_pred,18,False,True
train_run_esm2,Q1KXX9,Helianthus annuus,propeptides,true,9,False,True
train_run_esm2,Q1KXX9,Helianthus annuus,propeptides,fp_pred,10,False,True
train_run_esm2,Q3T0T1,Bos taurus,propeptides,true,39,False,True
train_run_esm2,Q3T0T1,Bos taurus,propeptides,fp_pred,10,False,True
train_run_esm2,Q3T0T1,Bos taurus,propeptides,fp_pred,18,False,True
train_run_esm2,Q3T0T1,Bos taurus,propeptides,fp_pred,12,False,True
train_run_esm2,A6MM16,Buxus microphylla,propeptides,true,9,False,True
train_run_esm2,A6MM16,Buxus microphylla,propeptides,fp_pred,10,False,True
train_run_esm2,Q01366,Phaseolus vulgaris,propeptides,true,9,False,True
train_run_esm2,Q01366,Phaseolus vulgaris,propeptides,fp_pred,10,False,True
train_run_esm2,C0HKV9,Agrotis ipsilon,peptides,true,11,True,True
train_run_esm2,C0HKV9,Agrotis ipsilon,peptides,true,7,False,True
train_run_esm2,C0HKV9,Agrotis ipsilon,peptides,true,8,False,True
train_run_esm2,C0HKV9,Agrotis ipsilon,peptides,fp_pred,31,False,True
train_run_esm2,C0HKV9,Agrotis ipsilon,peptides,fp_pred,32,False,True
train_run_esm2,C0HKV9,Agrotis ipsilon,propeptides,true,23,True,True
train_run_esm2,C0HKV9,Agrotis ipsilon,propeptides,true,23,False,True
train_run_esm2,C0HKV9,Agrotis ipsilon,propeptides,true,23,False,True
train_run_esm2,C0HKV9,Agrotis ipsilon,propeptides,true,31,True,True
train_run_esm2,E2AJ76,Camponotus floridanus,peptides,true,8,True,True
train_run_esm2,E2AJ76,Camponotus floridanus,peptides,fp_pred,24,False,True
train_run_esm2,E2AJ76,Camponotus floridanus,propeptides,true,24,False,True
train_run_esm2,E2AJ76,Camponotus floridanus,propeptides,fp_pred,48,False,True
train_run_esm2,Q9TY95,Plasmodium falciparum,propeptides,true,44,False,True
train_run_esm2,A0RZB4,Bos taurus,propeptides,true,26,True,True
train_run_esm2,Q54SJ8,Dictyostelium discoideum,propeptides,true,23,True,True
train_run_esm2,P05060,Homo sapiens,peptides,true,11,False,True
train_run_esm2,P05060,Homo sapiens,peptides,fp_pred,38,False,True
train_run_esm2,P05060,Homo sapiens,peptides,fp_pred,50,False,True
train_run_esm2,P05060,Homo sapiens,peptides,fp_pred,5,False,True
train_run_esm2,P05060,Homo sapiens,peptides,fp_pred,10,False,True
train_run_esm2,P05060,Homo sapiens,peptides,fp_pred,14,False,True
train_run_esm2,P05060,Homo sapiens,peptides,fp_pred,34,False,True
train_run_esm2,Q9XZK3,Conus striatus,peptides,true,36,True,True
train_run_esm2,Q9XZK3,Conus striatus,propeptides,true,20,True,True
train_run_esm2,P69748,Conus aurisiacus,peptides,true,27,True,True
train_run_esm2,P69748,Conus aurisiacus,propeptides,true,27,True,True
train_run_esm2,Q9BP89,Conus arenatus,peptides,true,26,True,True
train_run_esm2,Q9BP89,Conus arenatus,propeptides,true,24,True,True
train_run_esm2,D6C4L4,Californiconus californicus,peptides,true,28,True,True
train_run_esm2,D6C4L4,Californiconus californicus,propeptides,true,13,True,True
train_run_esm2,A4GYN9,Populus trichocarpa,propeptides,true,9,False,True
train_run_esm2,A4GYN9,Populus trichocarpa,propeptides,fp_pred,10,False,True
train_run_esm2,A6XN32,Ovis aries,propeptides,true,26,True,True
train_run_esm2,P17900,Homo sapiens,propeptides,true,8,True,True
train_run_esm2,P18313,Sarcophaga peregrina,peptides,true,40,False,True
train_run_esm2,P18313,Sarcophaga peregrina,propeptides,true,31,True,True
train_run_esm2,P69192,Plasmodium falciparum,propeptides,true,44,False,True
train_run_esm2,Q49L18,Eucalyptus globulus subsp. globulus,propeptides,true,9,False,True
train_run_esm2,Q49L18,Eucalyptus globulus subsp. globulus,propeptides,fp_pred,10,False,True
train_run_esm2,Q2TBP0,Bos taurus,propeptides,true,43,True,True
train_run_esm2,Q7YJY8,Calycanthus floridus var. glaucus,propeptides,true,9,False,True
train_run_esm2,Q7YJY8,Calycanthus floridus var. glaucus,propeptides,fp_pred,10,False,True
train_run_esm2,A4QL86,Lepidium virginicum,propeptides,true,9,False,True
train_run_esm2,A4QL86,Lepidium virginicum,propeptides,fp_pred,10,False,True
train_run_esm2,P69565,Oxybasis rubra,propeptides,true,9,False,True
train_run_esm2,P69565,Oxybasis rubra,propeptides,fp_pred,10,False,True
train_run_esm2,Q06FY1,Pelargonium hortorum,propeptides,true,9,False,True
train_run_esm2,Q06FY1,Pelargonium hortorum,propeptides,fp_pred,10,False,True
train_run_esm2,A4QKH2,Capsella bursa-pastoris,propeptides,true,9,False,True
train_run_esm2,A4QKH2,Capsella bursa-pastoris,propeptides,fp_pred,10,False,True
train_run_esm2,P83756,Oenothera elata subsp. hookeri,propeptides,true,9,False,True
train_run_esm2,P83756,Oenothera elata subsp. hookeri,propeptides,fp_pred,10,False,True
train_run_esm2,Q99436,Homo sapiens,propeptides,true,43,True,True
train_run_esm2,A4QKR1,Crucihimalaya wallichii,propeptides,true,9,False,True
train_run_esm2,A4QKR1,Crucihimalaya wallichii,propeptides,fp_pred,10,False,True
train_run_esm2,A4QLR3,Nasturtium officinale,propeptides,true,9,False,True
train_run_esm2,A4QLR3,Nasturtium officinale,propeptides,fp_pred,10,False,True
train_run_esm2,P40306,Homo sapiens,propeptides,true,39,True,True
train_run_esm2,Q06GT0,Piper cenocladum,propeptides,true,9,False,True
train_run_esm2,Q06GT0,Piper cenocladum,propeptides,fp_pred,10,False,True
train_run_esm2,O98736,Magnolia pyramidata,propeptides,true,9,False,True
train_run_esm2,O98736,Magnolia pyramidata,propeptides,fp_pred,10,False,True
train_run_esm2,Q2FUW9,Staphylococcus aureus,propeptides,true,35,False,True
train_run_esm2,O35314,Rattus norvegicus,peptides,true,11,True,True
train_run_esm2,O35314,Rattus norvegicus,peptides,fp_pred,36,False,True
train_run_esm2,O35314,Rattus norvegicus,peptides,fp_pred,20,False,True
train_run_esm2,O35314,Rattus norvegicus,peptides,fp_pred,21,False,True
train_run_esm2,O35314,Rattus norvegicus,peptides,fp_pred,21,False,True
train_run_esm2,O35314,Rattus norvegicus,peptides,fp_pred,10,False,True
train_run_esm2,O35314,Rattus norvegicus,peptides,fp_pred,16,False,True
train_run_esm2,O35314,Rattus norvegicus,peptides,fp_pred,22,False,True
train_run_esm2,Q501W4,Rattus norvegicus,propeptides,true,25,True,True
train_run_esm2,S0F204,Hadronyche infensa,peptides,fp_pred,37,False,True
train_run_esm2,S0F204,Hadronyche infensa,propeptides,true,18,True,True
train_run_esm2,P0DMF1,Chaerilus tryznai,peptides,true,10,True,True
train_run_esm2,P0DMF1,Chaerilus tryznai,peptides,fp_pred,7,False,True
train_run_esm2,P0DMF1,Chaerilus tryznai,peptides,fp_pred,5,False,True
train_run_esm2,P0DMF1,Chaerilus tryznai,peptides,fp_pred,5,False,True
train_run_esm2,P0DMF1,Chaerilus tryznai,propeptides,fp_pred,31,False,True
train_run_esm2,G3MU46,Caenorhabditis elegans,peptides,true,11,False,True
train_run_esm2,G3MU46,Caenorhabditis elegans,peptides,true,12,True,True
train_run_esm2,G3MU46,Caenorhabditis elegans,peptides,true,31,False,True
train_run_esm2,G3MU46,Caenorhabditis elegans,peptides,fp_pred,16,False,True
train_run_esm2,G3MU46,Caenorhabditis elegans,peptides,fp_pred,12,False,True
train_run_esm2,G3MU46,Caenorhabditis elegans,propeptides,true,5,False,True
train_run_esm2,G3MU46,Caenorhabditis elegans,propeptides,true,8,True,True
train_run_esm2,G3MU46,Caenorhabditis elegans,propeptides,true,22,False,True
train_run_esm2,G3MU46,Caenorhabditis elegans,propeptides,fp_pred,41,False,True
train_run_esm2,P68827,Bos taurus,propeptides,true,24,False,True
train_run_esm2,P68827,Bos taurus,propeptides,fp_pred,18,False,True
train_run_esm2,P54660,Dictyostelium discoideum,propeptides,true,25,True,True
train_run_esm2,A2BDG5,Xenopus tropicalis,propeptides,true,38,True,True
train_run_esm2,A2BDG0,Gallus gallus,propeptides,true,13,False,True
train_run_esm2,A2BDG0,Gallus gallus,propeptides,fp_pred,24,False,True
train_run_esm2,Q8BWU1,Mus musculus,propeptides,true,25,True,True
train_run_esm2,Q5BIV7,Rattus norvegicus,propeptides,true,25,True,True
train_run_esm2,P42634,Aedes aegypti,peptides,true,10,False,True
train_run_esm2,P42634,Aedes aegypti,peptides,fp_pred,17,False,True
train_run_esm2,P42634,Aedes aegypti,propeptides,fp_pred,45,False,True
train_run_esm2,A0A1E1WVR9,Tityus obscurus,peptides,true,17,True,True
train_run_esm2,A0A1E1WVR9,Tityus obscurus,propeptides,true,35,False,True
train_run_esm2,A0A1E1WVR9,Tityus obscurus,propeptides,fp_pred,29,False,True
train_run_esm2,P0DME4,Chaerilus tricostatus,peptides,true,21,True,True
train_run_esm2,P0DME4,Chaerilus tricostatus,propeptides,true,29,True,True
train_run_esm2,F1AWB0,Vaejovis mexicanus,propeptides,true,13,False,True
train_run_esm2,G8YYA5,Androctonus amoreuxi,peptides,true,18,True,True
train_run_esm2,G8YYA5,Androctonus amoreuxi,propeptides,true,29,True,True
train_run_esm2,Q8MTX2,Opisthacanthus madagascariensis,peptides,true,13,True,True
train_run_esm2,Q8MTX2,Opisthacanthus madagascariensis,propeptides,true,32,True,True
train_run_esm2,P0DMF2,Chaerilus tryznai,peptides,true,10,True,True
train_run_esm2,P0DMF2,Chaerilus tryznai,peptides,fp_pred,7,False,True
train_run_esm2,P0DMF2,Chaerilus tryznai,peptides,fp_pred,5,False,True
train_run_esm2,P0DMF2,Chaerilus tryznai,propeptides,true,48,False,True
train_run_esm2,P0DMF2,Chaerilus tryznai,propeptides,fp_pred,31,False,True
train_run_esm2,P0CI90,Lychas mucronatus,peptides,true,16,True,True
train_run_esm2,P0CI90,Lychas mucronatus,propeptides,true,30,True,True
train_run_esm2,P0DMF7,Chaerilus tricostatus,peptides,true,14,False,True
train_run_esm2,P0DMF7,Chaerilus tricostatus,propeptides,true,34,False,True
train_run_esm2,P0DMF7,Chaerilus tricostatus,propeptides,fp_pred,48,False,True
train_run_esm2,Q5K0B9,Conus imperialis,peptides,true,29,True,True
train_run_esm2,Q5K0B9,Conus imperialis,propeptides,true,29,True,True
train_run_esm2,Q9XZL1,Conus textile,peptides,true,29,True,True
train_run_esm2,Q9XZL1,Conus textile,propeptides,true,30,True,True
train_run_esm2,P0DJC7,Conus quercinus,peptides,true,28,True,True
