AC,cluster
D2Y2I9,6
D2Y2J1,6
D2Y2J2,6
D2Y2J3,6
D2Y2J4,6
D2Y2J5,6
D2Y2J8,6
D2Y2J9,6
D2Y2K0,6
D2Y2K1,6
D2Y2K2,6
D2Y2K3,6
D2Y2K4,6
D2Y2K5,6
D2Y2K6,6
D2Y2K7,6
D2Y2K8,6
D2Y2K9,6
D2Y2L0,6
D2Y2L2,6
D2Y2L3,6
D2Y2L5,5
D2Y2M0,5
D2Y2M1,5
D2Y2M2,5
D2Y2M3,5
D2Y2M4,5
D2Y2M5,5
D2Y2M6,5
D2Y2M8,5
D2Y2M9,5
D2Y2N0,5
D2Y2N1,5
D2Y2N2,5
D2Y2N3,5
D2Y2N4,5
D2Y2N5,5
D2Y2N6,5
D2Y2N7,5
D2Y2N9,5
D2Y2P0,5
D2Y2P1,5
D2Y2P2,5
D2Y2P3,3
D2Y2P5,3
D2Y2P6,3
D2Y2P8,3
D2Y2Q1,4
D2Y2Q2,4
D2Y2Q5,4
D2Y2Q6,4
D2Y2Q7,4
D2Y2Q8,4
D2Y2R1,0
D2Y2R4,0
D2Y3T4,3
D2Y3T5,3
D2Y3T6,3
D2Y3T7,3
D2Y492,6
D2Y493,0
D2Y494,0
D2Y498,2
D2Y4A0,2
D2Y4A1,2
D2Y4A2,2
D2YZQ3,3
D3E0A3,3
D3JWK3,2
D3JWK4,2
D3JWK5,2
D3JWK6,2
D3JYA5,1
D3JYA6,1
D3RX66,3
D3S8M7,3
D3SSQ6,3
D3UA80,1
D3VML5,0
D3Z752,1
D3Z7Q2,4
D3ZTT2,5
D4A540,4
D4AIF1,0
D4AIS3,3
D4ALQ5,4
D4AP52,0
D4APX3,3
D4ATC3,2
D4AUH1,4
D4AXU8,3
D4AYQ6,4
D4AZK1,1
D4AZK9,4
D4B2Q8,3
D4B388,5
D4B3I5,3
D4B5D4,0
D4D8U6,1
D4DD24,0
D4DFT3,3
D4G0R3,1
D4GWY0,4
D4GWY2,4
D4GYZ1,3
D4HRK4,2
D4HRK7,2
D4YWD0,1
D4YWD1,1
D5EAS6,3
D5GRW4,1
D5J9S0,5
D5KXG5,2
D5KXG7,4
D5KXG9,4
D5KXH0,6
D5KXH2,4
D5KXH3,5
D5KXH6,4
D5L5Q7,0
D5LGE0,2
D6C4H5,2
D6C4I3,6
D6C4I4,3
D6C4I6,4
D6C4J4,2
D6C4J6,3
D6C4J7,3
D6C4J8,2
D6C4J9,3
D6C4K2,0
D6C4K3,6
D6C4K5,2
D6C4K9,6
D6C4L3,6
D6C4L4,6
D6C4L5,6
D6C4L6,6
D6C4M0,3
D6C4M1,3
D6C4M2,3
D6CFW3,1
D7GXG5,0
D8MIA1,3
D8MIA2,3
D8MIA3,3
D9IWN6,2
D9IWN7,2
D9IX97,5
D9U2A7,2
D9U2B1,1
D9U2B8,0
E0WX65,6
E0Y418,3
E0Y420,3
E0Y421,3
E1AWD2,1
E1AWD4,1
E1AWD5,1
E1AWD6,1
E1AWD7,1
E1AWD8,1
E1AXF5,1
E1AXF6,1
E1AXF9,1
E1B228,1
E1B231,1
E1B240,1
E1B241,1
E1B242,1
E1B243,1
E1B245,1
E1B247,1
E1B248,1
E1UYU0,0
E1ZVK1,1
E1ZVK3,2
E1ZXU8,4
E1ZZF9,0
E2A1R1,1
E2A3M7,5
E2A6P1,2
E2A6Z3,1
E2ADG2,1
E2ADX8,1
E2AFK9,3
E2AIS8,4
E2AJ76,2
E2ARW3,2
E2ASG4,6
E2AX35,2
E2AX75,3
E2AYH6,4
E2AZE8,2
E2DIH5,2
E2DIH6,2
E2E4E4,3
E2E4L2,5
E2S064,5
E3P6S4,6
E3PQQ8,3
E3YBA4,4
E4VP04,3
E4VP07,2
E4VP43,3
E5AJX2,3
E5D3Z8,2
E5KIB6,5
E5L0E3,3
E5L0E4,3
E5L0E5,3
E5L0E6,3
E6ZBE2,1
E7EKC4,1
E7EKC5,1
E7EKD0,1
E7EKD6,1
E7EKE0,1
E7EKE1,1
E7EKH2,1
E7EKH3,1
E7EKH4,1
E7EKH5,1
E7EKH6,1
E7EKH7,1
E7EKI0,1
E7EKI9,1
E7EKJ5,1
E7EKJ6,1
E7EKJ7,1
E7EKM1,1
E7EZ53,1
E8RMD3,0
E8RUP8,0
E8RUP9,0
E9NW26,2
E9NW27,2
E9PV24,0
F0T377,4
F1CJ89,2
F1DFM9,2
F1M928,3
F1MDB2,4
F1N5C8,5
F1NV61,2
F1QQI2,1
F1R4U0,5
F1T149,1
F1T150,1
F1T151,1
F1T153,1
F1T154,1
F1T155,1
F1T156,1
F1T157,1
F2QXM5,1
F4HVZ1,3
F4HZB9,6
F4I082,2
F4IVN9,5
F4JBX1,4
F4JIG1,2
F4JJL0,4
F4JL85,5
F4K6R7,5
F4KB79,5
F5CPE8,5
F5CPF1,6
F6JWU7,0
F6JWU8,0
F6JWU9,0
F6JWV1,0
F6JWV2,0
F6JWV3,0
F6K5S6,0
F6KSI8,5
F7UI84,1
F7UI85,1
F7UI86,1
F7UI87,1
F7UI88,1
F8J2D0,6
F8J2D2,6
F8J4S0,1
F8S0Z7,4
F8S114,3
F8S116,3
F8S122,2
G0LFX8,4
G0LWV9,1
G0R947,2
G0RA32,1
G0RFK8,6
G0RH85,1
G0RUP7,2
G0W2H8,6
G0W2H9,6
G0W2I0,6
G0W2I1,6
G1AS73,6
G1AS77,6
G1AS78,6
G1AS79,6
G1AS80,6
G1AS81,6
G1C1T0,6
G1C1T1,6
G1C1T2,6
G1C1T3,6
G1CWH0,4
G1CWH1,4
G1CWH3,4
G1CWH4,4
G1CWH5,4
G1CWH6,4
G1CWH8,4
G1FE62,0
G1UBC2,5
G1XAA9,4
G3ETQ2,1
G3ETQ3,1
G3F828,1
G3MU46,5
G3X745,0
G3XD43,3
G4MLU0,1
G5CKU5,6
G5EB30,3
G5EEC2,0
G5EFN6,0
G5EGP8,6
G7JV15,3
G7NYP9,1
G8FZS4,1
G8YYA6,0
H2A7G5,0
H2BK78,0
H2BKJ0,0
H2BKS9,0
H2CYR5,2
H2E7Q6,1
H2LID1,4
H3BJG9,5
H7C8I3,2
I0B6F2,1
I0B6F3,1
I0B6F4,1
I0B6F5,1
I0B6G2,1
I0CME7,1
I0CME8,1
I0DEB3,2
I0DEB4,2
I0DEB5,2
I0DEB6,2
I1BVT3,6
I1C4E4,6
I1CFE1,6
I1N462,3
I1RAQ3,3
I1REI8,3
I1S2N3,5
I1VC85,4
I2DBY1,2
I2DBY2,2
I2DBY3,2
I6R1R5,2
I6R1S1,0
I6RA66,4
I6RU51,0
I6S394,4
I6S3A5,0
I6S7G9,4
I6S7H5,0
I7C2V3,1
I7GQA7,6
J3RY93,3
J3RYA3,3
J3S3W5,3
J3S832,3
J3S833,3
J3S835,3
J3SBQ3,3
J3SDW9,3
J3SDX0,3
J7GY56,6
J7H8J4,1
J9VHN6,4
J9VND2,6
J9VPD7,6
J9VPP4,1
J9VS02,2
K1WG73,0
K1XT82,1
K1XVG1,2
K1XW16,3
K4JY29,3
K7LFJ0,5
K7LSB9,5
K7N5K9,3
K7ZGS2,1
K8DWB5,2
K9USW8,2
L0GAZ8,2
L0GB04,6
L0GCJ6,5
L0GCV8,2
L0P323,1
L0P329,1
L0P3K3,1
L0P402,1
L0PIN3,1
L0PJV8,1
M0R8L2,1
M1E1F0,5
M1E1F1,5
M5BGS2,1
M5BGY5,1
M5BHN0,1
M9P2C1,0
M9PQ91,6
O00230,6
O00254,6
O00451,5
O00906,0
O01382,2
O02002,2
O02036,1
O02668,0
O02686,0
O04057,0
O04500,5
O04529,1
O04547,3
O04795,3
O05333,3
O06350,0
O07623,1
O08524,2
O08529,0
O08542,0
O08543,0
O08545,0
O08602,4
O08603,4
O08604,4
O08619,5
O08675,6
O08677,4
O08738,2
O08842,5
O08957,4
O09037,1
O09049,1
O09051,1
O09061,4
O09163,6
O09164,5
O09209,5
O12956,3
O13009,1
O13035,5
O13057,3
O13058,3
O13059,3
O13060,3
O13061,3
O13062,3
O13063,3
O13069,3
O13156,5
O13157,5
O13318,2
O13351,5
O13547,2
O13692,2
O14668,3
O14669,5
O14798,4
O15130,2
O15240,6
O15496,6
O15823,3
O15825,3
O15946,6
O15981,0
O16137,0
O17058,0
O17264,1
O18330,1
O18492,5
O18493,5
O18494,2
O18495,2
O18496,2
O18641,5
O18754,1
O18794,5
O18811,5
O18815,5
O18823,0
O18845,5
O18979,0
O19015,6
O19023,3
O19073,4
O19895,3
O22126,0
O22415,1
O22882,4
O23006,5
O23262,3
O23507,1
O23710,1
O24006,3
O24325,4
O24384,3
O24565,2
O24567,2
O24572,2
O24602,2
O24618,2
O26742,6
O27270,3
O29207,6
O29208,6
O31422,5
O31840,2
O32025,2
O32295,2
O32388,5
O32389,2
O32390,6
O33666,6
O33668,6
O33689,6
O33690,6
O33702,0
O35090,3
O35118,5
O35314,2
O35397,2
O35417,0
O35521,3
O35522,3
O35523,3
O35632,0
O35902,6
O35955,1
O35975,4
O41515,6
O42143,3
O42144,3
O42207,3
O42241,6
O42471,6
O42493,3
O42499,3
O42717,1
O42809,6
O42824,6
O42918,4
O43280,6
O43555,4
O43612,4
O43653,6
O43692,1
O43895,1
O44185,2
O44314,1
O44516,2
O44662,5
O44663,5
O44664,5
O44665,5
O45027,5
O46028,3
O46162,0
O46390,0
O46403,0
O46427,1
O46501,1
O46540,4
O46617,5
O46688,6
O48915,2
O49347,0
O49519,3
O49586,6
O49644,2
O49645,2
O50110,3
O52748,3
O54329,6
O54713,6
O54800,4
O54861,0
O55162,1
O55183,4
O55241,4
O57312,3
O57413,2
O57979,6
O59859,1
O60087,2
O60609,5
O61016,5
O61271,5
O61466,3
O61704,1
O62643,4
O62647,6
O62680,1
O62697,5
O62820,5
O62827,1
O64864,2
O64865,2
O65039,1
O65390,0
O65399,4
O68586,6
O70176,5
O73795,2
O73800,3
O74213,6
O74302,3
O74660,1
O74703,3
O74922,3
O75003,2
O75015,0
O75326,5
O75487,0
O76198,5
O76200,1
O76201,1
O76818,5
O76856,0
O77150,1
O77220,0
O77248,0
O77256,2
O77541,1
O77559,1
O77668,4
O77742,6
O77755,4
O78426,0
O78446,3
O78504,2
O80460,0
O81003,5
O81277,5
O82081,2
O82083,4
O82227,5
O82337,1
O82549,2
O87236,0
O88038,1
O88310,1
O88507,6
O88875,1
O88947,2
O89051,3
O89094,2
O89110,1
O89117,5
O93221,1
O93222,1
O93223,1
O93224,1
O93225,1
O93226,1
O93227,1
O93319,4
O93428,0
O93448,1
O93451,1
O93452,1
O93453,1
O93454,1
O93455,1
O93456,1
O93464,3
O93512,5
O93516,1
O93718,4
O93719,4
O94183,4
O94272,6
O94549,5
O94753,3
O94772,6
O95274,1
O95399,5
O95467,0
O95497,1
O95498,1
O95831,2
O95868,6
O95971,1
O95980,2
O96009,0
O96049,0
O96447,2
O96690,3
O96812,2
O96900,3
O97370,3
O97374,6
O97383,0
O97384,0
O97386,0
O97387,0
O97395,5
O97398,3
O97490,1
O97655,4
O97687,6
O97937,3
O97946,5
O97980,5
O98733,3
O98736,3
P00096,4
P00273,5
P00410,3
P00433,3
P00488,5
P00497,6
P00590,1
P00592,6
P00593,6
P00594,6
P00596,6
P00598,6
P00606,6
P00617,6
P00618,6
P00619,6
P00629,6
P00630,6
P00644,3
P00648,1
P00649,1
P00691,1
P00734,0
P00740,2
P00741,2
P00742,2
P00745,2
P00750,2
P00752,3
P00755,3
P00759,3
P00761,3
P00762,3
P00763,3
P00764,3
P00786,1
P00787,3
P00791,0
P00792,0
P00793,0
P00794,0
P00795,0
P00796,0
P00797,0
P00799,0
P00852,1
P00854,1
P00974,4
P00991,4
P01009,0
P01015,3
P01017,3
P01021,6
P01022,1
P01044,4
P01045,4
P01048,4
P01055,6
P01068,2
P01070,6
P01076,0
P01088,1
P01089,1
P01090,3
P01091,3
P01134,0
P01135,0
P01142,1
P01143,1
P01146,1
P01148,6
P01149,1
P01156,2
P01160,4
P01161,4
P01165,5
P01168,6
P01169,6
P01170,6
P01172,6
P01175,3
P01176,3
P01177,3
P01178,3
P01179,3
P01180,3
P01181,3
P01183,3
P01184,3
P01185,3
P01186,3
P01189,3
P01190,3
P01193,3
P01194,3
P01196,0
P01197,0
P01201,3
P01203,5
P01205,5
P01211,6
P01212,6
P01213,0
P01214,0
P01222,0
P01223,0
P01224,0
P01252,2
P01256,4
P01257,4
P01258,4
P01261,4
P01263,4
P01269,3
P01270,3
P01272,3
P01273,3
P01274,3
P01275,3
P01278,3
P01282,5
P01283,5
P01284,5
P01286,0
P01295,1
P01297,0
P01298,5
P01299,5
P01300,5
P01301,5
P01302,5
P01303,5
P01304,5
P01307,5
P01308,3
P01310,3
P01311,3
P01313,3
P01314,3
P01316,3
P01317,3
P01319,3
P01320,3
P01322,3
P01323,3
P01326,3
P01327,3
P01328,3
P01331,3
P01333,3
P01334,3
P01336,3
P01338,3
P01339,3
P01340,3
P01342,3
P01344,2
P01346,2
P01347,5
P01348,5
P01349,5
P01351,0
P01352,0
P01353,0
P01354,0
P01355,3
P01356,3
P01357,2
P01358,2
P01360,4
P01361,4
P01362,4
P01364,5
P01376,0
P01377,0
P01496,6
P01499,3
P01500,3
P01501,2
P01512,0
P01513,0
P01523,0
P01538,0
P01558,6
P01579,2
P01830,4
P01831,4
P01924,6
P01926,6
P01928,6
P01929,6
P01930,6
P01932,6
P01933,6
P01936,6
P01938,6
P01940,6
P01941,6
P01942,6
P01943,6
P01944,6
P01946,6
P01947,6
P01949,6
P01950,6
P01955,6
P01956,6
P01957,6
P01958,6
P01960,6
P01964,6
P01966,6
P01969,6
P01971,6
P01975,6
P01976,6
P01979,6
P02070,6
P02324,1
P02331,1
P02332,1
P02333,1
P02334,1
P02545,2
P02662,3
P02663,6
P02666,0
P02668,1
P02671,0
P02672,0
P02674,2
P02675,0
P02677,4
P02678,0
P02681,2
P02702,3
P02703,1
P02704,1
P02705,1
P02765,0
P02768,3
P02769,3
P02770,3
P02788,1
P02807,0
P02814,5
P02818,6
P02822,6
P02866,5
P02870,5
P02873,5
P02876,2
P02877,0
P02879,1
P02883,1
P02884,1
P02893,6
P02894,6
P02896,5
P02898,0
P02945,4
P02947,3
P02956,3
P02957,3
P03953,3
P03954,0
P03955,0
P03969,0
P03997,2
P03998,2
P04002,2
P04004,3
P04054,6
P04055,6
P04058,5
P04070,2
P04071,3
P04073,0
P04074,6
P04087,4
P04089,3
P04090,5
P04092,3
P04118,1
P04123,3
P04124,2
P04156,1
P04166,3
P04204,4
P04216,4
P04233,0
P04237,6
P04273,1
P04279,5
P04403,4
P04405,1
P04441,0
P04560,4
P04564,0
P04566,5
P04640,6
P04652,0
P04776,1
P04808,5
P04836,4
P04917,6
P04922,6
P04925,1
P04929,1
P04971,3
P04996,3
P04998,3
P04999,3
P05017,2
P05019,2
P05023,6
P05024,6
P05059,6
P05060,2
P05067,6
P05110,3
P05111,4
P05117,0
P05118,2
P05125,4
P05140,5
P05154,0
P05161,5
P05186,5
P05187,5
P05208,3
P05222,2
P05224,2
P05225,2
P05226,2
P05305,0
P05315,1
P05337,3
P05408,5
P05421,1
P05422,1
P05484,6
P05486,3
P05516,4
P05620,3
P05657,5
P05689,6
P05805,3
P05834,5
P05995,3
P06004,0
P06014,4
P06015,4
P06016,4
P06017,6
P06215,1
P06222,1
P06281,0
P06296,1
P06297,0
P06298,3
P06299,3
P06302,2
P06303,5
P06306,3
P06308,4
P06402,3
P06413,0
P06454,2
P06575,4
P06580,4
P06585,3
P06596,6
P06635,6
P06648,1
P06685,6
P06686,6
P06731,2
P06750,1
P06767,0
P06811,3
P06850,1
P06870,3
P06871,3
P06872,3
P06881,4
P06883,3
P06884,5
P06885,0
P06915,6
P07056,6
P07063,3
P07095,2
P07140,5
P07146,3
P07150,0
P07164,0
P07194,6
P07208,0
P07209,1
P07224,5
P07225,5
P07231,4
P07268,3
P07288,3
P07339,0
P07354,6
P07357,3
P07358,3
P07403,6
P07405,6
P07414,6
P07419,6
P07425,6
P07453,3
P07455,2
P07456,2
P07466,0
P07467,0
P07469,0
P07477,3
P07478,3
P07480,1
P07492,1
P07500,4
P07501,4
P07584,6
P07585,0
P07593,3
P07602,5
P07628,3
P07640,3
P07647,3
P07660,4
P07662,5
P07692,5
P07712,0
P07724,3
P07808,5
P07826,3
P07835,2
P07853,4
P07858,3
P07907,2
P07911,1
P07987,5
P07994,4
P08021,1
P08025,2
P08136,6
P08145,1
P08146,1
P08147,1
P08148,0
P08162,3
P08174,1
P08217,3
P08218,3
P08252,1
P08289,5
P08306,3
P08307,6
P08372,3
P08379,6
P08405,3
P08419,3
P08424,0
P08454,2
P08459,2
P08493,6
P08571,1
P08582,1
P08672,6
P08673,6
P08674,6
P08675,6
P08676,6
P08677,6
P08697,5
P08709,2
P08759,3
P08796,1
P08818,3
P08819,3
P08835,3
P08858,3
P08861,3
P08873,6
P08878,6
P08934,4
P08947,5
P08948,5
P08949,0
P08950,5
P08989,1
P09031,2
P09040,5
P09093,3
P09166,2
P09167,2
P09177,0
P09221,3
P09240,3
P09242,5
P09326,4
P09475,5
P09476,3
P09477,3
P09487,5
P09535,2
P09558,0
P09572,6
P09582,3
P09598,2
P09646,0
P09668,1
P09681,5
P09683,0
P09686,3
P09687,3
P09752,3
P09791,6
P09839,6
P09841,4
P09859,3
P09870,1
P09873,1
P09876,6
P09892,6
P09893,3
P09904,6
P09908,6
P09916,0
P09923,5
P09929,3
P09971,5
P09989,2
P0A1D7,3
P0A1D8,3
P0A310,3
P0A311,3
P0A312,5
P0A313,5
P0A3Z7,0
P0A444,3
P0A446,3
P0A447,3
P0A4M3,3
P0A5P9,3
P0A6G7,3
P0A6G8,3
P0A6G9,3
P0ABF1,6
P0ACE0,6
P0ACE1,6
P0ACE2,6
P0AD68,0
P0AD69,0
P0C075,6
P0C0H8,6
P0C0H9,6
P0C0P5,2
P0C0P6,2
P0C0P7,2
P0C0P8,2
P0C0Q2,4
P0C157,3
P0C158,0
P0C171,3
P0C172,3
P0C174,3
P0C176,3
P0C195,0
P0C1M0,3
P0C1N1,0
P0C1N2,0
P0C1N3,0
P0C1N4,0
P0C1N7,0
P0C1N8,0
P0C1Q7,3
P0C1T5,5
P0C1T6,6
P0C1T7,1
P0C1V5,3
P0C1V6,3
P0C1V9,2
P0C1W0,2
P0C1W3,0
P0C1W5,0
P0C1X1,2
P0C1Y2,2
P0C1Z3,3
P0C201,3
P0C228,0
P0C236,3
P0C249,5
P0C252,2
P0C254,2
P0C255,2
P0C2A6,3
P0C2B0,2
P0C2B1,2
P0C2E5,1
P0C2F3,2
P0C2I4,3
P0C2I8,3
P0C2J2,3
P0C2J4,3
P0C2J6,3
P0C2L5,1
P0C2L6,1
P0C2S6,1
P0C2S8,5
P0C2S9,2
P0C2X7,5
P0C367,0
P0C408,2
P0C409,2
P0C410,2
P0C433,3
P0C434,3
P0C589,1
P0C5B4,3
P0C5F2,1
P0C5W7,1
P0C5X7,5
P0C636,2
P0C637,2
P0C638,2
P0C639,2
P0C640,2
P0C666,2
P0C667,2
P0C668,2
P0C670,2
P0C6E4,2
P0C6E8,2
P0C7S9,2
P0C7T4,3
P0C7W1,1
P0C7W2,1
P0C7W3,1
P0C828,2
P0C829,2
P0C832,6
P0C833,6
P0C834,6
P0C845,6
P0C846,6
P0C847,6
P0C848,6
P0C8A1,0
P0C8A2,0
P0C8A3,0
P0C8A5,3
P0C8A9,0
P0C8D9,4
P0C8E3,4
P0C8P8,2
P0C8P9,2
P0C8R2,2
P0C8S6,5
P0C8U4,2
P0C8U5,0
P0C8U6,2
P0C8U7,2
P0C8U8,2
P0C8U9,2
P0C8V0,2
P0C8V5,6
P0C8V6,6
P0C8V8,6
P0C8V9,6
P0C8W0,0
P0C8W1,2
P0C8W2,2
P0C8W4,1
P0C8X8,1
P0C8X9,0
P0C8Y8,4
P0C901,2
P0C902,6
P0C904,6
P0C905,6
P0C912,0
P0C940,2
P0C954,2
P0C955,2
P0C956,2
P0C957,5
P0C958,5
P0CAQ2,2
P0CAQ3,2
P0CAQ5,2
P0CAQ6,2
P0CAQ7,2
P0CAQ8,2
P0CAQ9,2
P0CAX4,4
P0CAZ2,2
P0CAZ3,2
P0CAZ4,2
P0CAZ5,2
P0CAZ6,2
P0CAZ7,2
P0CAZ8,2
P0CAZ9,2
P0CB07,2
P0CB08,2
P0CB09,6
P0CB11,6
P0CB12,2
P0CB14,2
P0CB20,4
P0CC04,4
P0CC19,6
P0CE24,0
P0CE25,0
P0CE26,0
P0CE27,0
P0CE28,0
P0CE29,0
P0CE30,0
P0CE31,0
P0CE32,0
P0CE33,0
P0CE34,0
P0CE35,0
P0CE73,2
P0CE75,2
P0CE76,2
P0CE79,2
P0CE80,2
P0CE81,2
P0CE82,2
P0CE83,2
P0CF01,3
P0CF15,1
P0CG03,3
P0CG46,4
P0CG54,5
P0CH21,0
P0CH23,0
P0CH24,0
P0CH25,6
P0CH28,5
P0CH39,0
P0CH45,6
P0CH50,2
P0CH56,5
P0CH57,1
P0CH70,5
P0CH90,6
P0CI13,2
P0CI42,1
P0CI49,2
P0CI88,5
P0CI89,0
P0CI90,0
P0CI91,0
P0CI92,0
P0CJ21,6
P0CJ41,3
P0CJ45,1
P0CO54,6
P0CO55,6
P0CP28,4
P0CP76,0
P0CP77,0
P0CS83,5
P0CS93,5
P0CU33,0
P0CU54,6
P0CU55,6
P0CU58,1
P0CU61,1
P0CU62,1
P0CU63,1
P0CU64,1
P0CU65,1
P0CW02,5
P0CW03,5
P0CX18,1
P0CX19,1
P0CX57,3
P0CX58,3
P0CX59,3
P0CX60,3
P0CX61,3
P0CX62,3
P0CX65,3
P0CX66,3
P0CX67,3
P0CX68,3
P0CX69,3
P0CX70,3
P0CX71,3
P0CX72,3
P0CX74,3
P0CX75,3
P0CX80,0
P0CX81,0
P0CY26,5
P0CY27,5
P0CY28,5
P0CY29,5
P0CY50,3
P0CY51,3
P0CY60,6
P0CY61,6
P0CY62,6
P0CY65,6
P0CY66,6
P0CY67,6
P0CY68,6
P0CY69,6
P0CY70,6
P0CY71,6
P0CY72,6
P0CY73,0
P0CY75,2
P0CY76,2
P0CY77,2
P0CY78,2
P0CY80,2
P0CY81,2
P0CY82,2
P0CY83,6
P0CY86,2
P0CZ18,4
P0DE28,5
P0DE29,5
P0DJ02,2
P0DJ03,2
P0DJ06,5
P0DJ08,1
P0DJ36,4
P0DJ38,4
P0DJ39,4
P0DJ41,0
P0DJ64,4
P0DJ65,4
P0DJ67,4
P0DJ68,4
P0DJ70,4
P0DJ72,4
P0DJ75,4
P0DJ76,4
P0DJ79,4
P0DJ80,4
P0DJ81,4
P0DJ82,4
P0DJ84,4
P0DJ85,4
P0DJ95,5
P0DJ96,4
P0DJC7,6
P0DJD7,0
P0DJD8,0
P0DJD9,0
P0DJF5,3
P0DJF6,3
P0DJI8,5
P0DJK0,4
P0DJK1,4
P0DJO3,2
P0DJO4,2
P0DKL3,5
P0DKL8,4
P0DKM1,2
P0DKM3,5
P0DKN0,2
P0DKN1,5
P0DKP4,2
P0DKP6,2
P0DKP8,2
P0DKP9,0
P0DKQ1,0
P0DKQ6,6
P0DKQ7,3
P0DKU2,6
P0DKZ0,4
P0DKZ1,4
P0DL36,0
P0DL37,3
P0DL38,6
P0DL49,6
P0DL50,6
P0DL51,6
P0DL52,6
P0DL53,6
P0DL54,6
P0DL55,3
P0DL56,3
P0DL57,5
P0DL58,5
P0DL71,0
P0DL75,1
P0DM16,4
P0DM17,0
P0DM18,0
P0DM19,0
P0DM20,0
P0DM21,2
P0DM23,2
P0DM24,0
P0DM26,2
P0DM30,1
P0DM55,5
P0DM67,5
P0DM68,5
P0DM69,6
P0DM92,6
P0DMB4,0
P0DMB5,0
P0DMD7,5
P0DME2,0
P0DME4,0
P0DME6,2
P0DME7,2
P0DME8,2
P0DME9,2
P0DMF1,2
P0DMF4,2
P0DMF5,2
P0DMF6,2
P0DMF7,2
P0DMF9,2
P0DMG0,5
P0DMH7,4
P0DMI6,6
P0DMI8,3
P0DMJ0,3
P0DMJ1,4
P0DMQ0,1
P0DMQ2,1
P0DMQ3,1
P0DMQ4,1
P0DMX5,6
P0DMX6,6
P0DMY0,6
P0DMY1,6
P0DMY4,6
P0DMY5,6
P0DMY8,6
P0DMY9,0
P0DMZ0,0
P0DMZ1,6
P0DMZ2,2
P0DMZ3,3
P0DMZ4,3
P0DMZ5,3
P0DMZ8,2
P0DMZ9,2
P0DN01,5
P0DN03,5
P0DN04,5
P0DN06,4
P0DN07,4
P0DN08,4
P0DN09,4
P0DN10,4
P0DN11,4
P0DN13,4
P0DN14,4
P0DN15,4
P0DN17,4
P0DN18,4
P0DN19,4
P0DN29,6
P0DN32,3
P0DN42,3
P0DN43,3
P0DN44,0
P0DN45,0
P0DN46,2
P0DN47,2
P0DN48,1
P0DN49,3
P0DN50,3
P0DN51,3
P0DN53,1
P0DN54,3
P0DN55,1
P0DN56,3
P0DN57,0
P0DN60,3
P0DN65,6
P0DN97,0
P0DN98,5
P0DN99,4
P0DO15,1
P0DO16,1
P0DOA1,0
P0DOZ7,2
P0DP14,5
P0DP47,1
P0DP52,1
P0DP55,5
P0DP56,6
P0DP58,6
P0DP60,6
P0DP62,6
P0DPA6,3
P0DPE6,2
P0DPE7,1
P0DPG6,3
P0DPL8,2
P0DPL9,2
P0DPM0,2
P0DPM1,2
P0DPM4,6
P0DPT2,2
P0DPT7,6
P0DPT9,6
P0DPU4,5
P0DPW9,6
P0DQA3,5
P0DQA4,5
P0DQA5,5
P0DQJ4,2
P0DQL3,1
P0DQL4,1
P0DQL5,1
P0DQL6,1
P0DQL7,1
P0DQL8,1
P0DQL9,1
P0DQM0,1
P0DQM1,0
P0DQM2,0
P0DQM3,0
P0DQM4,0
P0DQM5,3
P0DQP3,2
P0DQP4,2
P0DQP5,1
P0DQR6,2
P0DQR8,3
P0DQS1,0
P0DQT1,0
P0DQX0,0
P0DQX1,0
P0DQX2,0
P0DQY8,1
P0DQY9,1
P0DQZ1,0
P0DQZ4,3
P0DQZ5,3
P0DQZ6,3
P0DQZ8,3
P0DQZ9,3
P0DRB9,5
P0DRC4,5
P0DRC9,6
P0DRD0,2
P0DRD1,2
P0DRD2,2
P0DRD4,2
P0DRD5,2
P0DRH5,2
P0DRH6,2
P0DRH7,2
P0DRH9,2
P0DRI0,2
P0DRI1,2
P0DRI2,5
P0DRI3,2
P0DRI5,4
P0DRI6,3
P0DRI7,6
P0DRJ4,5
P0DRJ8,1
P0DRM4,6
P0DSI4,2
P0DSI5,2
P0DSI6,2
P0DSJ4,2
P0DSJ5,2
P0DSJ8,2
P0DSJ9,2
P0DSK1,2
P0DSK4,2
P0DSK5,6
P0DSK6,6
P0DTJ2,3
P0DTJ3,3
P0DTJ6,0
P0DTJ9,5
P0DTK0,3
P0DTR9,1
P0DTU1,1
P0DTU2,3
P0DTW2,4
P0DUB0,0
P0DUC0,3
P0DUG2,2
P0DUG7,1
P0DUG8,1
P0DUG9,1
P0DUH0,1
P0DUH1,1
P0DUH2,1
P0DUH4,1
P0DUJ5,2
P0DUQ4,2
P0DUQ8,2
P0DUS1,0
P0DUS2,1
P0DUS3,1
P0DUS4,1
P0DUT2,5
P0DUT3,6
P0DUT4,1
P0DUT5,1
P0DUT6,5
P0DUU4,6
P0DUV2,0
P0DV31,3
P0DV32,3
P0DV62,0
P0DV71,2
P0DW17,0
P0DW18,0
P0DW19,0
P0DW20,0
P0DW21,0
P0DW23,0
P0DW25,0
P0DW26,0
P0DW50,4
P0DW72,2
P0DW73,6
P0DW74,6
P0DW75,6
P0DW76,6
P0DW77,6
P0DW78,6
P0DX20,2
P0DX47,1
P0DX48,1
P0DX49,1
P0DX55,1
P0DX61,2
