AC,cluster
D2Y231,1
D2Y232,4
D2Y233,4
D2Y234,4
D2Y236,4
D2Y237,4
D2Y238,4
D2Y239,4
D2Y240,4
D2Y241,4
D2Y242,4
D2Y243,4
D2Y244,4
D2Y245,4
D2Y246,4
D2Y247,4
D2Y248,4
D2Y249,4
D2Y250,4
D2Y251,3
D2Y252,3
D2Y253,4
D2Y254,4
D2Y255,4
D2Y256,4
D2Y257,4
D2Y258,4
D2Y259,4
D2Y260,4
D2Y261,4
D2Y262,4
D2Y263,4
D2Y264,4
D2Y265,4
D2Y266,4
D2Y267,4
D2Y268,4
D2Y269,4
D2Y270,4
D2Y271,4
D2Y273,4
D2Y274,4
D2Y275,4
D2Y276,4
D2Y277,4
D2Y278,4
D2Y279,4
D2Y280,4
D2Y281,4
D2Y282,4
D2Y283,4
D2Y284,4
D2Y285,4
D2Y286,4
D2Y287,4
D2Y288,4
D2Y289,4
D2Y290,4
D2Y291,4
D2Y292,4
D2Y293,4
D2Y294,4
D2Y295,4
D2Y296,4
D2Y297,4
D2Y298,4
D2Y299,4
D2Y2A0,4
D2Y2A1,4
D2Y2A2,4
D2Y2A3,4
D2Y2A4,4
D2Y2A5,4
D2Y2A6,4
D2Y2A7,4
D2Y2A8,4
D2Y2A9,4
D2Y2B0,4
D2Y2B1,4
D2Y2B2,4
D2Y2B3,4
D2Y2B4,4
D2Y2B5,4
D2Y2B6,1
D2Y2B7,1
D2Y2B8,1
D2Y2B9,1
D2Y2C1,4
D2Y2C2,2
D2Y2C4,4
D2Y2C5,2
D2Y2C6,2
D2Y2C7,2
D2Y2C8,2
D2Y2D1,4
D2Y2D2,4
D2Y2D3,4
D2Y2D4,1
D2Y2D5,1
D2Y2D6,1
D2Y2D7,4
D2Y2D8,1
D2Y2D9,1
D2Y2E8,4
D2Y2E9,4
D2Y2F0,4
D2Y2F1,4
D2Y2F3,2
D2Y2F4,2
D2Y2F5,2
D2Y2F6,2
D2Y2F7,2
D2Y2F8,2
D2Y2F9,2
D2Y2G0,2
D2Y2G1,2
D2Y2G2,2
D2Y2G3,4
D2Y2G4,4
D2Y2G5,4
D2Y2G6,4
D2Y2G7,4
D2Y2G8,4
D2Y2G9,4
D2Y2H1,3
D2Y2H2,3
D2Y2H3,4
D2Y2H4,4
D2Y2H5,4
D2Y2H6,4
D2Y2H7,4
D2Y2H8,4
D2Y2H9,4
D2Y2I0,4
D2Y2I1,4
D2Y2I2,4
D2Y2I3,4
D2Y2I5,4
D2Y2I6,4
D2Y2I9,1
D2Y2J1,1
D2Y2J2,1
D2Y2J3,1
D2Y2J4,1
D2Y2J5,1
D2Y2J6,1
D2Y2J8,1
D2Y2J9,1
D2Y2K0,1
D2Y2K1,1
D2Y2K2,1
D2Y2K3,1
D2Y2K4,1
D2Y2K5,1
D2Y2K6,1
D2Y2K7,1
D2Y2K8,1
D2Y2K9,1
D2Y2L0,1
D2Y2L2,1
D2Y2L3,1
D2Y2L5,4
D2Y2L8,4
D2Y2M0,4
D2Y2M1,4
D2Y2M2,4
D2Y2M3,4
D2Y2M4,4
D2Y2M5,4
D2Y2M6,4
D2Y2M8,4
D2Y2M9,4
D2Y2N0,4
D2Y2N1,4
D2Y2N2,4
D2Y2N3,4
D2Y2N4,4
D2Y2N5,4
D2Y2N6,4
D2Y2N7,4
D2Y2N9,3
D2Y2P0,3
D2Y2P1,3
D2Y2P2,3
D2Y2P3,4
D2Y2P5,4
D2Y2P6,4
D2Y2P8,4
D2Y2Q1,2
D2Y2Q2,2
D2Y2Q5,2
D2Y2Q6,2
D2Y2Q7,2
D2Y2Q8,2
D2Y2Q9,2
D2Y2R1,4
D2Y2R3,4
D2Y2R4,4
D2Y3T3,1
D2Y3T4,1
D2Y3T5,1
D2Y3T6,1
D2Y3T7,1
D2Y492,1
D2Y493,4
D2Y494,4
D2Y495,1
D2Y496,1
D2Y498,3
D2Y4A0,3
D2Y4A2,3
D2YZQ3,4
D2Z1D6,4
D3E0A3,1
D3JWK2,2
D3JWK3,2
D3JWK4,2
D3JWK5,2
D3JWK6,2
D3JWK7,2
D3JYA5,0
D3JYA6,0
D3RX66,1
D3S8M7,1
D3SSQ6,1
D3UA80,1
D3VML5,3
D3Z752,2
D3Z7Q2,3
D3ZTT2,0
D4A540,4
D4AIF1,4
D4AIS3,3
D4ALQ5,4
D4ANC3,0
D4AP52,4
D4APX3,4
D4AQH0,1
D4AT07,4
D4ATC3,3
D4AUH1,1
D4AXU8,0
D4AYQ6,0
D4AZC5,0
D4AZK1,1
D4AZK9,1
D4B1B1,3
D4B2Q8,0
D4B388,0
D4B3I5,2
D4B5D4,2
D4D7C5,0
D4D8U6,1
D4DD24,4
D4DFT3,3
D4G0R3,2
D4GWY0,2
D4GWY2,2
D4GYZ1,1
D4HRK4,3
D4HRK7,3
D4YWD0,1
D4YWD1,1
D5EAS6,1
D5GRW4,1
D5J6X1,4
D5J9S0,4
D5KXG5,3
D5KXG7,3
D5KXG8,3
D5KXG9,3
D5KXH0,1
D5KXH2,3
D5KXH3,4
D5KXH6,3
D5L5Q7,0
D5L5Q8,0
D5LGE0,4
D6C4I3,1
D6C4I4,4
D6C4I6,0
D6C4J2,1
D6C4J4,3
D6C4J6,2
D6C4J7,2
D6C4J8,3
D6C4J9,2
D6C4K2,0
D6C4K3,1
D6C4K4,1
D6C4K9,1
D6C4L1,1
D6C4L3,1
D6C4L4,1
D6C4L5,1
D6C4L6,1
D6C4M0,1
D6C4M1,1
D6C4M2,1
D6CFW3,2
D6WT67,3
D7GXG5,4
D8MIA0,3
D8MIA1,3
D8MIA2,3
D8MIA3,3
D9IWN6,3
D9IWN7,3
D9IX97,4
D9U2A7,3
D9U2B8,1
E0WX65,3
E0Y418,3
E0Y419,3
E0Y420,3
E0Y421,3
E1AWD2,1
E1AWD3,1
E1AWD4,1
E1AWD5,1
E1AWD6,1
E1AWD7,1
E1AWD8,1
E1AXF5,1
E1AXF6,1
E1AXF9,1
E1B228,1
E1B230,1
E1B231,1
E1B240,1
E1B241,1
E1B242,1
E1B243,1
E1B245,1
E1B247,1
E1B248,1
E1UYT9,3
E1UYU0,3
E1ZVK1,0
E1ZVK3,2
E1ZXU8,4
E1ZZF9,4
E2A1R1,0
E2A3M7,3
E2A6P1,1
E2A6Z3,2
E2ADG2,4
E2ADX8,0
E2AFK9,2
E2AIS8,0
E2AJ76,4
E2ARW3,3
E2ASG4,0
E2AX35,0
E2AX75,4
E2AYH6,3
E2AZE8,3
E2DIH5,3
E2DIH6,3
E2E4E4,4
E2E4L2,0
E2S062,4
E2S064,4
E2S065,4
E2S066,4
E3PQQ8,4
E3YBA4,2
E4VP04,2
E4VP07,1
E4VP43,2
E4VP50,1
E4Z7G0,1
E5A7T3,0
E5AJX2,3
E5D3Z8,3
E5KIB6,3
E5L0E3,3
E5L0E4,3
E5L0E5,3
E5L0E6,3
E5R1B9,0
E6ZBE2,1
E7EKC4,1
E7EKC5,1
E7EKD0,1
E7EKD6,1
E7EKE0,1
E7EKE1,1
E7EKH1,1
E7EKH2,1
E7EKH3,1
E7EKH4,1
E7EKH5,1
E7EKH6,1
E7EKH7,1
E7EKI0,1
E7EKI9,1
E7EKJ5,1
E7EKJ6,1
E7EKJ7,1
E7EKM1,1
E7EZ53,3
E8RMD3,0
E8RUP8,0
E8RUP9,0
E9NW26,1
E9NW27,1
E9PV24,1
F0T377,3
F1CJ89,1
F1DFM9,2
F1M928,1
F1MDB2,3
F1N5C8,2
F1NV61,0
F1QQI2,2
F1R4U0,3
F1T149,1
F1T150,1
F1T151,1
F1T153,1
F1T154,1
F1T155,1
F1T156,1
F1T157,1
F2QXM5,1
F2XFS9,3
F4HVZ1,3
F4HZB9,0
F4I082,2
F4IVN9,1
F4JBX1,0
F4JIG1,1
F4JJL0,0
F4JJL3,0
F4JL85,0
F4K6R7,0
F4KB79,3
F5C3T9,0
F5CEP0,1
F5CPE8,4
F5CPF0,2
F5CPF1,2
F6JWU7,4
F6JWU8,4
F6JWU9,4
F6JWV0,4
F6JWV1,4
F6JWV2,4
F6JWV3,4
F6K5S6,1
F6KSI8,2
F7UI84,1
F7UI85,1
F7UI86,1
F7UI87,1
F7UI88,1
F8J2D0,2
F8J2D2,2
F8J4S0,1
F8S0Z7,3
F8S114,3
F8S116,3
F8S122,3
G0LFX8,4
G0LWV9,1
G0R947,3
G0RA32,2
G0RFK8,3
G0RH85,2
G0RUP7,3
G0W2H8,3
G0W2H9,3
G0W2I0,3
G0W2I1,3
G1AS73,4
G1AS78,4
G1AS79,4
G1C1T0,1
G1C1T1,1
G1C1T2,1
G1C1T3,1
G1CWH0,0
G1CWH1,0
G1CWH3,0
G1CWH4,0
G1CWH5,0
G1CWH6,0
G1CWH8,0
G1FE62,1
G1UB63,3
G1UBC2,4
G1XAA9,3
G3ETQ2,1
G3ETQ3,1
G3F828,1
G3MU46,4
G3X745,4
G3XD43,3
G4MLU0,2
G5CKU5,0
G5EB30,4
G5EEC2,2
G5EFN6,1
G5EGP8,3
G7JV15,1
G7NYP9,3
G7ZZZ3,1
G8FZS4,0
G8YYA5,1
G8YYA6,1
H2A7G5,2
H2BK78,0
H2BKJ0,0
H2BKS9,0
H2CYR5,1
H2E7Q6,2
H2LID1,1
H3BJG9,1
H3BQJ8,1
H7C8I3,4
I0B6F2,0
I0B6F3,0
I0B6F4,0
I0B6F5,0
I0B6G2,0
I0CME7,4
I0CME8,4
I0DEB3,1
I0DEB4,1
I0DEB5,1
I0DEB6,1
I1BJN3,2
I1BVT3,2
I1C4E4,2
I1CFE1,2
I1N462,3
I1RAQ3,0
I1REI8,0
I1S2N3,3
I1VC85,4
I2DBY1,0
I2DBY2,0
I2DBY3,0
I6R1R5,0
I6R1R7,2
I6R1S1,1
I6RA66,2
I6RA71,2
I6RU51,1
I6S394,2
I6S3A5,1
I6S7G9,2
I6S7H5,1
I7C2V3,2
I7GQA7,1
J3RY93,3
J3RYA3,3
J3S3W5,3
J3S832,3
J3S833,3
J3S835,3
J3SBQ3,3
J3SDW9,3
J3SDX0,3
J7GY56,1
J7H8J4,1
J9VHN6,2
J9VND2,4
J9VPD7,4
J9VPP4,2
J9VS02,3
K1WG73,0
K1XT82,1
K1XVG1,2
K1XW16,0
K4JY29,4
K4LLQ2,3
K4RNX9,3
K7LFJ0,1
K7LSB9,1
K7N5K9,3
K7ZGS2,1
K8DWB5,3
K9USW8,3
L0GAZ8,1
L0GB04,2
L0GBQ6,3
L0GCI6,1
L0GCJ6,0
L0GCV8,1
L0L3V3,1
L0P323,1
L0P329,1
L0P3K3,1
L0P402,1
L0PIN3,1
L0PJV8,1
M0R8L2,2
M1E1F0,4
M1E1F1,4
M5BGS2,4
M5BGY5,4
M5BHN0,4
M9P2C1,3
M9PQ91,1
O00230,0
O00254,1
O00451,2
O00906,0
O01382,0
O02002,0
O02036,2
O02668,3
O02678,3
O02840,3
O04057,0
O04500,3
O04529,2
O04547,4
O04795,3
O04796,3
O05333,0
O06350,4
O07623,0
O08524,0
O08529,0
O08542,1
O08543,1
O08545,1
O08602,0
O08603,0
O08604,0
O08619,0
O08675,1
O08677,2
O08738,0
O08842,2
O08957,3
O09037,4
O09049,4
O09051,4
O09061,1
O09107,1
O09163,2
O09164,0
O09209,4
O12956,1
O13009,4
O13035,3
O13057,3
O13058,3
O13059,3
O13060,3
O13061,3
O13062,3
O13063,3
O13069,3
O13156,2
O13157,2
O13318,3
O13351,0
O13547,2
O13692,3
O14668,2
O14669,2
O14798,3
O14944,3
O15130,2
O15240,3
O15496,2
O15823,3
O15825,3
O15946,4
O15980,2
O15981,2
O15982,2
O16137,4
O16846,4
O17058,3
O17264,4
O18330,1
O18492,2
O18493,2
O18494,1
O18495,1
O18496,1
O18641,2
O18754,4
O18794,2
O18811,3
O18815,2
O18823,2
O18845,3
O18979,1
O19015,4
O19023,3
O19073,1
O19895,1
O22126,1
O22194,1
O22415,0
O22882,4
O23006,0
O23262,3
O23507,2
O23710,2
O24006,0
O24325,0
O24326,0
O24384,4
O24565,1
O24567,1
O24572,1
O24602,1
O24618,1
O26742,0
O27270,1
O29207,1
O29208,1
O31422,4
O31840,1
O32025,1
O32295,1
O32388,3
O32389,4
O32390,4
O33666,0
O33668,0
O33672,0
O33675,0
O33689,0
O33702,0
O34344,1
O35090,2
O35118,2
O35298,2
O35314,3
O35397,0
O35417,2
O35521,3
O35522,3
O35523,3
O35524,3
O35632,4
O35902,1
O35955,2
O35975,4
O41515,2
O42143,1
O42144,1
O42207,3
O42241,2
O42364,2
O42471,2
O42493,1
O42499,1
O42717,0
O42809,2
O42824,2
O42918,0
O43169,3
O43280,3
O43555,0
O43612,4
O43653,3
O43692,1
O43895,3
O43921,1
O44185,2
O44314,0
O44516,1
O44662,3
O44663,3
O44664,3
O44665,3
O45027,2
O46028,2
O46162,0
O46390,3
O46403,3
O46427,2
O46501,4
O46540,3
O46541,3
O46542,3
O46617,3
O46688,0
O48915,0
O49320,3
O49347,2
O49519,1
O49586,0
O49644,3
O49645,3
O50110,1
O52748,0
O54329,3
O54713,2
O54800,3
O54861,2
O55162,0
O55183,0
O55186,1
O55232,4
O55241,4
O57312,4
O57413,1
O57979,0
O57983,1
O59859,2
O59893,0
O59952,4
O60087,4
O60609,2
O61016,4
O61271,4
O61466,3
O61704,2
O62643,4
O62647,3
O62680,1
O62697,2
O62820,3
O62827,3
O64864,2
O64865,2
O65039,2
O65390,0
O65399,3
O68586,0
O70176,4
O73795,1
O73800,3
O73811,2
O74213,2
O74302,0
O74660,3
O74703,2
O74922,2
O75003,2
O75015,4
O75326,3
O75487,4
O76198,1
O76200,0
O76201,0
O76818,2
O76856,0
O77150,1
O77220,2
O77248,0
O77256,3
O77541,1
O77559,3
O77668,4
O77742,3
O77755,3
O77801,1
O78426,1
O78446,1
O78504,3
O80460,4
O81003,1
O81277,1
O82081,2
O82083,3
O82227,0
O82337,4
O82549,1
O87236,2
O88038,3
O88310,4
O88507,4
O88634,1
O88875,2
O88947,4
O89051,4
O89094,0
O89110,2
O93221,1
O93222,1
O93223,1
O93224,1
O93225,1
O93226,1
O93227,1
O93319,3
O93428,0
O93451,1
O93452,1
O93453,1
O93454,1
O93455,1
O93456,1
O93464,4
O93512,2
O93516,4
O93718,2
O93719,2
O93885,0
O94183,0
O94272,2
O94549,0
O94753,4
O94772,1
O95274,0
O95399,1
O95467,1
O95497,2
O95498,2
O95831,3
O95868,0
O95971,2
O95980,4
O96009,0
O96049,4
O96447,4
O96690,4
O96812,3
O96900,3
O97370,3
O97374,3
O97383,2
O97384,2
O97386,2
O97387,2
O97395,2
O97398,3
O97399,3
O97490,2
O97655,0
O97687,4
O97937,1
O97946,2
O97980,1
O98733,1
O98736,1
P00096,4
P00273,0
P00410,1
P00433,3
P00488,0
P00497,0
P00590,2
P00592,2
P00593,2
P00594,2
P00596,2
P00597,2
P00598,2
P00606,2
P00611,2
P00617,2
P00618,2
P00619,2
P00629,2
P00630,1
P00644,4
P00648,0
P00649,0
P00691,0
P00734,1
P00740,4
P00741,4
P00742,4
P00745,4
P00750,0
P00752,3
P00755,3
P00756,3
P00758,3
P00759,3
P00760,3
P00761,3
P00762,3
P00763,3
P00764,3
P00772,3
P00773,3
P00774,3
P00786,2
P00787,3
P00791,0
P00792,0
P00793,0
P00794,0
P00795,0
P00796,0
P00797,0
P00799,0
P00852,4
P00854,4
P00974,2
P00991,2
P01009,1
P01015,3
P01016,4
P01017,3
P01019,3
P01021,0
P01022,3
P01042,2
P01044,2
P01045,2
P01048,2
P01055,0
P01063,0
P01064,0
P01068,1
P01070,2
P01076,3
P01088,4
P01089,1
P01090,2
P01091,2
P01134,3
P01135,3
P01142,0
P01143,0
P01146,2
P01148,2
P01149,2
P01156,0
P01160,3
P01161,3
P01165,3
P01168,0
P01169,0
P01170,0
P01171,0
P01172,0
P01175,1
P01176,1
P01177,1
P01178,1
P01179,1
P01180,1
P01181,1
P01183,1
P01184,1
P01185,1
P01186,1
P01189,1
P01190,1
P01191,1
P01192,1
P01193,1
P01194,1
P01196,3
P01197,3
P01201,1
P01203,4
P01205,4
P01210,1
P01211,1
P01212,1
P01213,2
P01214,2
P01222,2
P01223,2
P01224,2
P01252,3
P01256,4
P01257,4
P01258,4
P01261,4
P01263,4
P01268,3
P01269,3
P01270,3
P01272,1
P01273,1
P01274,1
P01275,1
P01278,1
P01282,4
P01283,4
P01284,4
P01286,4
P01289,3
P01295,0
P01297,4
P01298,0
P01299,0
P01300,0
P01301,0
P01302,0
P01303,0
P01304,0
P01307,3
P01308,1
P01310,1
P01311,1
P01313,1
P01314,1
P01315,1
P01316,1
P01317,1
P01318,1
P01319,1
P01320,1
P01321,1
P01322,1
P01323,1
P01324,1
P01326,1
P01327,1
P01328,1
P01330,1
P01331,1
P01333,1
P01334,1
P01335,1
P01336,1
P01338,1
P01339,1
P01340,1
P01342,1
P01344,3
P01346,3
P01347,0
P01348,0
P01349,0
P01350,3
P01351,3
P01353,3
P01354,3
P01355,4
P01356,4
P01357,3
P01358,4
P01360,2
P01361,2
P01362,2
P01364,3
P01376,1
P01377,1
P01496,0
P01499,1
P01500,1
P01501,1
P01512,3
P01513,3
P01538,0
P01558,0
P01559,4
P01579,2
P01830,4
P01831,4
P01923,3
P01924,3
P01926,3
P01928,3
P01929,3
P01930,3
P01932,3
P01933,3
P01936,3
P01937,3
P01938,3
P01940,3
P01941,3
P01942,3
P01943,3
P01944,3
P01945,3
P01946,3
P01947,3
P01949,3
P01950,3
P01951,3
P01953,3
P01954,3
P01955,3
P01956,3
P01957,3
P01958,3
P01959,3
P01960,3
P01963,3
P01964,3
P01965,3
P01966,3
P01969,3
P01971,3
P01973,3
P01975,3
P01976,3
P01979,3
P02070,3
P02324,1
P02331,1
P02332,1
P02333,1
P02334,1
P02545,1
P02592,2
P02662,1
P02663,1
P02666,2
P02668,3
P02671,1
P02672,1
P02674,4
P02675,2
P02676,2
P02677,0
P02678,2
P02681,2
P02702,1
P02703,3
P02704,3
P02705,3
P02765,3
P02768,2
P02769,2
P02770,2
P02788,2
P02807,2
P02814,2
P02818,3
P02822,3
P02852,4
P02866,1
P02870,1
P02873,1
P02876,1
P02877,4
P02879,0
P02883,3
P02884,3
P02893,1
P02894,1
P02896,1
P02898,3
P02945,4
P02947,0
P02956,1
P02957,1
P03953,3
P03954,0
P03955,0
P03969,1
P03994,1
P03997,2
P03998,2
P04002,1
P04004,0
P04054,2
P04055,2
P04058,3
P04070,4
P04071,3
P04073,0
P04074,0
P04083,2
P04087,3
P04089,3
P04090,0
P04092,1
P04093,1
P04118,3
P04123,0
P04124,0
P04156,4
P04166,3
P04204,1
P04205,3
P04216,4
P04233,1
P04237,3
P04273,4
P04279,4
P04403,3
P04404,1
P04405,0
P04441,1
P04560,3
P04564,2
P04566,4
P04640,3
P04652,2
P04776,0
P04808,0
P04815,2
P04836,0
P04917,3
P04922,1
P04925,4
P04929,2
P04971,3
P04996,1
P04997,1
P04998,1
P04999,1
P05017,3
P05019,3
P05023,0
P05024,0
P05025,0
P05059,1
P05060,3
P05067,0
P05110,1
P05111,3
P05117,2
P05118,4
P05125,3
P05140,2
P05154,1
P05161,3
P05186,1
P05187,1
P05208,3
P05222,3
P05224,3
P05225,3
P05226,3
P05230,1
P05305,3
P05315,0
P05337,1
P05408,3
P05421,1
P05422,1
P05486,1
P05516,4
P05533,1
P05620,3
P05657,0
P05689,3
P05805,3
P05834,3
P05995,4
P06003,1
P06004,1
P06014,2
P06015,2
P06016,2
P06017,4
P06026,0
P06181,4
P06215,0
P06222,3
P06281,0
P06296,0
P06297,3
P06298,1
P06299,1
P06300,2
P06302,3
P06303,0
P06306,1
P06307,4
P06308,2
P06399,1
P06402,1
P06413,1
P06414,1
P06454,3
P06575,4
P06580,3
P06585,1
P06596,2
P06635,3
P06648,2
P06685,0
P06686,0
P06731,4
P06750,0
P06767,3
P06811,4
P06850,0
P06870,3
P06871,3
P06872,3
P06881,4
P06883,1
P06884,0
P06885,2
P06914,1
P06915,1
P07056,2
P07063,1
P07095,3
P07140,3
P07146,3
P07150,2
P07164,2
P07194,1
P07198,1
P07208,0
P07209,1
P07223,1
P07224,3
P07225,3
P07231,4
P07268,1
P07288,3
P07339,0
P07354,1
P07357,4
P07358,4
P07403,3
P07405,3
P07414,3
P07419,3
P07421,3
P07425,3
P07449,1
P07453,1
P07455,3
P07456,3
P07466,1
P07467,1
P07469,1
P07477,3
P07478,3
P07480,3
P07492,0
P07499,3
P07500,3
P07501,3
P07584,3
P07585,3
P07593,4
P07602,3
P07628,3
P07634,3
P07640,3
P07647,3
P07660,4
P07662,0
P07692,3
P07712,1
P07724,2
P07753,1
P07808,0
P07826,1
P07835,1
P07853,3
P07858,3
P07907,0
P07911,0
P07987,4
P07994,3
P08021,1
P08025,3
P08067,2
P08136,0
P08145,1
P08146,1
P08147,1
P08148,0
P08162,1
P08163,1
P08174,2
P08217,3
P08218,3
P08252,0
P08289,1
P08306,1
P08307,1
P08311,3
P08372,2
P08379,3
P08405,0
P08419,3
P08424,0
P08426,3
P08435,3
P08454,4
P08459,0
P08469,0
P08493,4
P08571,0
P08582,2
P08592,0
P08672,1
P08673,1
P08674,1
P08675,1
P08676,1
P08677,1
P08697,4
P08709,4
P08759,2
P08796,1
P08818,3
P08819,3
P08835,2
P08852,3
P08858,3
P08861,3
P08872,2
P08873,2
P08878,2
P08897,3
P08932,2
P08934,2
P08947,0
P08948,0
P08949,4
P08950,0
P08989,0
P09031,1
P09040,2
P09093,3
P09166,1
P09167,1
P09177,0
P09196,1
P09221,0
P09240,4
P09242,1
P09326,3
P09420,3
P09475,0
P09476,1
P09477,1
P09487,1
P09535,3
P09558,3
P09572,0
P09582,3
P09598,0
P09646,1
P09668,2
P09681,0
P09683,1
P09686,1
P09687,1
P09752,1
P09839,3
P09841,0
P09859,4
P09870,3
P09873,4
P09876,0
P09892,3
P09893,2
P09904,3
P09906,3
P09908,3
P09916,4
P09923,1
P09928,2
P09929,4
P09971,2
P09989,0
P0A1D7,4
P0A1D8,4
P0A310,4
P0A311,4
P0A312,4
P0A313,4
P0A3Z7,3
P0A3Z8,3
P0A444,1
P0A445,1
P0A446,1
P0A447,1
P0A4M3,4
P0A5P9,3
P0A6G7,4
P0A6G8,4
P0A6G9,4
P0ABF1,0
P0ACE0,0
P0ACE1,0
P0ACE2,0
P0AD68,0
P0AD69,0
P0C075,2
P0C0H8,0
P0C0H9,0
P0C0P5,1
P0C0P6,1
P0C0P7,1
P0C0P8,1
P0C0Q1,4
P0C0Q2,4
P0C157,1
P0C158,1
P0C171,2
P0C172,2
P0C174,2
P0C176,2
P0C1D0,3
P0C1M0,3
P0C1N1,0
P0C1N2,0
P0C1N3,0
P0C1N4,0
P0C1N6,0
P0C1N7,0
P0C1N8,0
P0C1Q7,3
P0C1T5,2
P0C1T6,1
P0C1T7,1
P0C1U8,4
P0C1V5,0
P0C1V6,0
P0C1V7,3
P0C1V9,3
P0C1W0,3
P0C1W5,4
P0C1X1,3
P0C1Z3,4
P0C201,3
P0C228,2
P0C236,1
P0C248,0
P0C249,4
P0C252,0
P0C254,0
P0C255,1
P0C258,0
P0C2A6,3
P0C2A8,3
P0C2B1,1
P0C2E5,1
P0C2F3,3
P0C2I4,0
P0C2I8,0
P0C2J2,0
P0C2J4,0
P0C2J6,0
P0C2L5,0
P0C2L6,0
P0C2S6,0
P0C2S8,1
P0C2S9,4
P0C2X7,4
P0C365,1
P0C366,1
P0C367,1
P0C408,3
P0C409,3
P0C410,3
P0C425,0
P0C432,1
P0C433,1
P0C434,1
P0C589,0
P0C5B4,3
P0C5F2,4
P0C5W7,1
P0C5X7,4
P0C636,1
P0C637,1
P0C638,1
P0C639,1
P0C640,1
P0C666,1
P0C668,1
P0C670,1
P0C6E4,1
P0C6E8,1
P0C7P5,0
P0C7P6,0
P0C7S9,3
P0C7T4,1
P0C7W1,2
P0C7W2,2
P0C7W3,2
P0C828,3
P0C829,3
P0C831,1
P0C832,1
P0C833,1
P0C834,4
P0C837,0
P0C845,1
P0C846,1
P0C847,1
P0C848,1
P0C850,1
P0C8A1,1
P0C8A2,1
P0C8A3,1
P0C8A4,1
P0C8A5,4
P0C8A9,1
P0C8D9,4
P0C8E3,4
P0C8P8,0
P0C8P9,0
P0C8R2,3
P0C8S5,3
P0C8S6,3
P0C8U4,3
P0C8U5,3
P0C8U6,3
P0C8U7,3
P0C8U8,3
P0C8U9,3
P0C8V0,3
P0C8V5,1
P0C8V6,1
P0C8V7,1
P0C8V8,1
P0C8V9,1
P0C8W1,1
P0C8W2,1
P0C8W4,4
P0C8X8,4
P0C8X9,0
P0C8Y8,3
P0C901,3
P0C902,1
P0C904,1
P0C905,1
P0C912,2
P0C940,0
P0C954,3
P0C955,3
P0C956,3
P0C957,1
P0C958,1
P0CAQ2,3
P0CAQ3,3
P0CAQ5,3
P0CAQ6,3
P0CAQ7,3
P0CAQ8,3
P0CAQ9,3
P0CAX4,4
P0CAZ2,3
P0CAZ3,3
P0CAZ4,3
P0CAZ5,3
P0CAZ6,3
P0CAZ7,3
P0CAZ8,3
P0CAZ9,3
P0CB07,3
P0CB08,3
P0CB09,1
P0CB10,1
P0CB11,1
P0CB12,3
P0CB14,1
P0CB20,4
P0CC04,3
P0CE24,4
P0CE25,4
P0CE26,4
P0CE27,4
P0CE28,4
P0CE29,4
P0CE30,4
P0CE31,4
P0CE32,4
P0CE33,4
P0CE34,4
P0CE35,4
P0CE73,3
P0CE74,3
P0CE75,3
P0CE76,3
P0CE79,3
P0CE80,3
P0CE81,3
P0CE82,3
P0CE83,3
P0CF01,4
P0CF15,4
P0CG03,3
P0CG46,4
P0CG54,1
P0CH14,0
P0CH21,0
P0CH22,0
P0CH23,0
P0CH24,0
P0CH25,3
P0CH26,3
P0CH28,1
P0CH39,0
P0CH45,3
P0CH46,3
P0CH47,4
P0CH50,4
P0CH56,4
P0CH57,4
P0CH70,4
P0CH90,3
P0CI13,3
P0CI14,0
P0CI42,4
P0CI49,3
P0CI88,4
P0CI89,1
P0CI90,1
P0CI91,1
P0CI92,1
P0CJ11,2
P0CJ21,4
P0CJ41,3
P0CJ45,4
P0CO54,2
P0CO55,2
P0CP28,0
P0CP29,0
P0CP76,4
P0CP77,4
P0CS83,2
P0CS93,3
P0CU33,0
P0CU54,2
P0CU55,2
P0CU58,2
P0CU61,2
P0CU62,2
P0CU63,2
P0CU64,2
P0CU65,2
P0CW02,1
P0CW03,1
P0CX18,2
P0CX19,2
P0CX57,0
P0CX58,0
P0CX59,0
P0CX60,0
P0CX61,0
P0CX62,0
P0CX65,0
P0CX66,0
P0CX67,0
P0CX68,0
P0CX69,0
P0CX70,0
P0CX71,0
P0CX72,0
P0CX73,0
P0CX74,0
P0CX75,0
P0CX76,0
P0CX80,2
P0CX81,2
P0CY26,2
P0CY27,2
P0CY28,2
P0CY29,2
P0CY50,4
P0CY51,4
P0CY61,1
P0CY62,1
P0CY64,1
P0CY65,1
P0CY66,1
P0CY67,1
P0CY68,1
P0CY69,1
P0CY70,1
P0CY71,1
P0CY72,1
P0CY73,0
P0CY75,3
P0CY76,3
P0CY77,3
P0CY78,3
P0CY80,3
P0CY81,3
P0CY82,3
P0CY83,0
P0CY84,0
P0CY86,3
P0CZ18,3
P0DE28,0
P0DE29,0
P0DJ02,1
P0DJ03,1
P0DJ06,2
P0DJ08,4
P0DJ34,1
P0DJ35,1
P0DJ36,1
P0DJ38,1
P0DJ39,1
P0DJ40,1
P0DJ41,1
P0DJ64,2
P0DJ65,2
P0DJ67,2
P0DJ68,2
P0DJ70,2
P0DJ71,2
P0DJ72,2
P0DJ73,2
P0DJ75,2
P0DJ76,2
P0DJ78,2
P0DJ79,2
P0DJ80,2
P0DJ81,2
