AC,priority,label-val,between_connectivity,cluster
O13156,False,0,0,1.0
O13157,False,0,0,1.0
O13318,False,0,0,2.0
O13351,False,0,0,3.0
O13368,False,0,0,4.0
O13547,False,0,0,4.0
O13692,False,0,0,2.0
O13960,False,0,0,3.0
O14668,False,0,0,3.0
O14669,False,0,0,2.0
O14798,False,0,0,3.0
O14944,False,0,0,3.0
O15130,False,0,0,2.0
O15240,False,0,0,3.0
O15496,False,0,0,2.0
O15823,False,0,0,4.0
O15825,False,0,0,4.0
O15946,False,0,0,2.0
O15980,False,0,0,3.0
O15981,False,0,0,3.0
O15982,False,0,0,3.0
O16137,False,0,0,0.0
O17058,False,0,0,1.0
O17264,False,0,0,2.0
O17512,False,0,0,1.0
O17513,False,0,0,1.0
O18330,False,0,0,4.0
O18492,False,0,0,2.0
O18493,False,0,0,2.0
O18494,False,0,0,1.0
O18495,False,0,0,1.0
O18496,False,0,0,1.0
O18641,False,0,0,4.0
O18754,False,0,0,3.0
O18794,False,0,0,0.0
O18811,False,0,0,4.0
O18815,False,0,0,0.0
O18823,False,0,0,2.0
O18845,False,0,0,4.0
O18979,False,0,0,2.0
O19015,False,0,0,4.0
O19023,False,0,0,2.0
O19045,False,0,0,4.0
O19073,False,0,0,2.0
O19895,False,0,0,3.0
O22126,False,0,0,3.0
O22194,False,0,0,1.0
O22415,False,0,0,4.0
O22882,False,0,0,3.0
O23006,False,0,0,3.0
O23262,False,0,0,3.0
O23507,False,0,0,3.0
O23710,False,0,0,3.0
O24006,False,0,0,2.0
O24325,False,0,0,2.0
O24326,False,0,0,2.0
O24384,False,0,0,1.0
O24565,False,0,0,2.0
O24567,False,0,0,2.0
O24572,False,0,0,2.0
O24602,False,0,0,2.0
O24618,False,0,0,2.0
O26742,False,0,0,4.0
O27270,False,0,0,3.0
O29207,False,0,0,3.0
O29208,False,0,0,3.0
O31422,False,0,0,2.0
O31492,False,0,0,4.0
O31840,False,0,0,4.0
O32025,False,0,0,4.0
O32295,False,0,0,4.0
O32388,False,0,0,2.0
O32389,False,0,0,2.0
O32390,False,0,0,2.0
O33666,False,0,0,2.0
O33668,False,0,0,2.0
O33675,False,0,0,2.0
O33689,False,0,0,2.0
O33690,False,0,0,2.0
O33702,False,0,0,2.0
O34344,False,0,0,2.0
O35090,False,0,0,3.0
O35118,False,0,0,1.0
O35298,False,0,0,2.0
O35314,False,0,0,3.0
O35397,False,0,0,3.0
O35417,False,0,0,2.0
O35521,False,0,0,3.0
O35522,False,0,0,3.0
O35523,False,0,0,3.0
O35524,False,0,0,3.0
O35632,False,0,0,1.0
O35902,False,0,0,2.0
O35955,False,0,0,3.0
O35975,False,0,0,3.0
O41515,False,0,0,2.0
O42143,False,0,0,1.0
O42144,False,0,0,1.0
O42207,False,0,0,2.0
O42241,False,0,0,1.0
O42350,False,0,0,1.0
O42364,False,0,0,1.0
O42471,False,0,0,1.0
O42493,False,0,0,3.0
O42499,False,0,0,3.0
O42717,False,0,0,1.0
O42809,False,0,0,4.0
O42824,False,0,0,4.0
O42918,False,0,0,2.0
O43063,False,0,0,3.0
O43169,False,0,0,3.0
O43280,False,0,0,4.0
O43555,False,0,0,1.0
O43612,False,0,0,1.0
O43653,False,0,0,2.0
O43692,False,0,0,2.0
O43895,False,0,0,2.0
O43921,False,0,0,3.0
O44185,False,0,0,2.0
O44314,False,0,0,1.0
O44516,False,0,0,2.0
O44662,False,0,0,3.0
O44663,False,0,0,3.0
O44664,False,0,0,3.0
O44665,False,0,0,3.0
O45027,False,0,0,4.0
O46028,False,0,0,0.0
O46162,False,0,0,4.0
O46390,False,0,0,2.0
O46403,False,0,0,2.0
O46427,False,0,0,3.0
O46501,False,0,0,3.0
O46540,False,0,0,4.0
O46541,False,0,0,4.0
O46542,False,0,0,2.0
O46617,False,0,0,4.0
O46644,False,0,0,2.0
O46688,False,0,0,4.0
O48915,False,0,0,4.0
O49320,False,0,0,3.0
O49347,False,0,0,2.0
O49519,False,0,0,1.0
O49586,False,0,0,3.0
O49644,False,0,0,4.0
O49645,False,0,0,4.0
O50110,False,0,0,3.0
O52748,False,0,0,2.0
O54329,False,0,0,2.0
O54713,False,0,0,1.0
O54800,False,0,0,1.0
O54861,False,0,0,1.0
O55111,False,0,0,2.0
O55162,False,0,0,2.0
O55183,False,0,0,3.0
O55186,False,0,0,2.0
O55232,False,0,0,1.0
O55241,False,0,0,1.0
O57312,False,0,0,1.0
O57413,False,0,0,2.0
O57979,False,0,0,4.0
O57983,False,0,0,3.0
O59859,False,0,0,3.0
O59893,False,0,0,4.0
O59952,False,0,0,1.0
O60087,False,0,0,2.0
O60494,False,0,0,1.0
O60609,False,0,0,1.0
O61016,False,0,0,4.0
O61271,False,0,0,4.0
O61466,False,0,0,1.0
O61704,False,0,0,2.0
O62643,False,0,0,4.0
O62647,False,0,0,1.0
O62680,False,0,0,2.0
O62697,False,0,0,0.0
O62820,False,0,0,4.0
O62827,False,0,0,2.0
O64864,False,0,0,1.0
O64865,False,0,0,1.0
O65039,False,0,0,3.0
O65390,False,0,0,3.0
O65399,False,0,0,3.0
O68586,False,0,0,4.0
O70176,False,0,0,1.0
O70244,False,0,0,1.0
O73727,False,0,0,4.0
O73795,False,0,0,2.0
O73800,False,0,0,2.0
O73811,False,0,0,1.0
O73812,False,0,0,1.0
O74213,False,0,0,4.0
O74302,False,0,0,1.0
O74623,False,0,0,4.0
O74660,False,0,0,4.0
O74703,False,0,0,4.0
O74922,False,0,0,3.0
O75003,False,0,0,2.0
O75015,False,0,0,4.0
O75326,False,0,0,2.0
O75487,False,0,0,3.0
O76200,False,0,0,0.0
O76201,False,0,0,0.0
O76818,False,0,0,4.0
O76856,False,0,0,3.0
O77150,False,0,0,1.0
O77220,False,0,0,3.0
O77248,False,0,0,4.0
O77256,False,0,0,0.0
O77541,False,0,0,2.0
O77559,False,0,0,2.0
O77668,False,0,0,1.0
O77742,False,0,0,2.0
O77755,False,0,0,2.0
O77801,False,0,0,4.0
O78426,False,0,0,4.0
O78446,False,0,0,3.0
O78504,False,0,0,1.0
O80460,False,0,0,4.0
O80517,False,0,0,4.0
O81003,False,0,0,2.0
O81277,False,0,0,2.0
O82081,False,0,0,4.0
O82083,False,0,0,4.0
O82227,False,0,0,4.0
O82337,False,0,0,1.0
O82549,False,0,0,4.0
O87236,False,0,0,2.0
O87237,False,0,0,2.0
O88038,False,0,0,4.0
O88310,False,0,0,4.0
O88507,False,0,0,4.0
O88634,False,0,0,4.0
O88875,False,0,0,3.0
O88947,False,0,0,4.0
O89051,False,0,0,2.0
O89094,False,0,0,3.0
O89110,False,0,0,3.0
O89117,False,0,0,0.0
O93222,False,0,0,1.0
O93223,False,0,0,1.0
O93224,False,0,0,1.0
O93225,False,0,0,1.0
O93226,False,0,0,1.0
O93227,False,0,0,1.0
O93319,False,0,0,1.0
O93428,False,0,0,3.0
O93448,False,0,0,4.0
O93452,False,0,0,1.0
O93453,False,0,0,1.0
O93454,False,0,0,1.0
O93455,False,0,0,1.0
O93456,False,0,0,1.0
O93464,False,0,0,1.0
O93484,False,0,0,1.0
O93512,False,0,0,1.0
O93516,False,0,0,2.0
O93718,False,0,0,3.0
O93719,False,0,0,3.0
O93885,False,0,0,3.0
O94183,False,0,0,1.0
O94272,False,0,0,2.0
O94549,False,0,0,2.0
O94753,False,0,0,3.0
O94772,False,0,0,2.0
O94779,False,0,0,2.0
O95274,False,0,0,2.0
O95399,False,0,0,3.0
O95467,False,0,0,2.0
O95497,False,0,0,4.0
O95498,False,0,0,4.0
O95831,False,0,0,1.0
O95867,False,0,0,2.0
O95868,False,0,0,3.0
O95971,False,0,0,3.0
O95980,False,0,0,3.0
O96009,False,0,0,3.0
O96049,False,0,0,0.0
O96447,False,0,0,1.0
O96690,False,0,0,3.0
O96812,False,0,0,1.0
O96900,False,0,0,2.0
O97370,False,0,0,2.0
O97374,False,0,0,4.0
O97383,False,0,0,3.0
O97384,False,0,0,3.0
O97386,False,0,0,3.0
O97387,False,0,0,3.0
O97395,False,0,0,2.0
O97398,False,0,0,2.0
O97399,False,0,0,2.0
O97490,False,0,0,1.0
O97655,False,0,0,1.0
O97686,False,0,0,1.0
O97687,False,0,0,4.0
O97937,False,0,0,4.0
O97946,False,0,0,0.0
O97980,False,0,0,2.0
O98733,False,0,0,3.0
O98736,False,0,0,3.0
P00096,False,0,0,2.0
P00273,False,0,0,3.0
P00410,False,0,0,4.0
P00433,False,0,0,3.0
P00488,False,0,0,4.0
P00497,False,0,0,4.0
P00590,False,0,0,4.0
P00592,False,0,0,2.0
P00593,False,0,0,2.0
P00594,False,0,0,2.0
P00596,False,0,0,2.0
P00597,False,0,0,2.0
P00598,False,0,0,2.0
P00606,False,0,0,2.0
P00611,False,0,0,2.0
P00617,False,0,0,2.0
P00618,False,0,0,2.0
P00619,False,0,0,2.0
P00629,False,0,0,2.0
P00630,False,0,0,4.0
P00644,False,0,0,3.0
P00648,False,0,0,2.0
P00649,False,0,0,2.0
P00691,False,0,0,4.0
P00734,False,0,0,4.0
P00735,False,0,0,4.0
P00740,False,0,0,4.0
P00741,False,0,0,4.0
P00742,False,0,0,4.0
P00743,False,0,0,4.0
P00745,False,0,0,4.0
P00746,False,0,0,2.0
P00750,False,0,0,4.0
P00752,False,0,0,2.0
P00755,False,0,0,2.0
P00756,False,0,0,2.0
P00758,False,0,0,2.0
P00759,False,0,0,2.0
P00760,False,0,0,2.0
P00761,False,0,0,2.0
P00762,False,0,0,2.0
P00763,False,0,0,2.0
P00764,False,0,0,2.0
P00772,False,0,0,2.0
P00773,False,0,0,2.0
P00774,False,0,0,2.0
P00786,False,0,0,3.0
P00787,False,0,0,3.0
P00791,False,0,0,3.0
P00792,False,0,0,3.0
P00793,False,0,0,3.0
P00794,False,0,0,3.0
P00795,False,0,0,3.0
P00796,False,0,0,3.0
P00797,False,0,0,3.0
P00799,False,0,0,3.0
P00852,False,0,0,2.0
P00854,False,0,0,2.0
P00974,False,0,0,0.0
P00991,False,0,0,0.0
P01009,False,0,0,1.0
P01015,False,0,0,2.0
P01016,False,0,0,0.0
P01017,False,0,0,2.0
P01019,False,0,0,2.0
P01021,False,0,0,4.0
P01022,False,0,0,0.0
P01024,False,0,0,3.0
P01025,False,0,0,3.0
P01026,False,0,0,3.0
P01027,False,0,0,3.0
P01042,False,0,0,2.0
P01044,False,0,0,2.0
P01045,False,0,0,2.0
P01048,False,0,0,2.0
P01055,False,0,0,3.0
P01063,False,0,0,3.0
P01064,False,0,0,3.0
P01068,False,0,0,1.0
P01070,False,0,0,4.0
P01076,False,0,0,1.0
P01088,False,0,0,4.0
P01089,False,0,0,1.0
P01090,False,0,0,4.0
P01091,False,0,0,4.0
P01134,False,0,0,1.0
P01135,False,0,0,1.0
P01142,False,0,0,4.0
P01143,False,0,0,4.0
P01146,False,0,0,4.0
P01148,False,0,0,1.0
P01149,False,0,0,2.0
P01156,False,0,0,3.0
P01160,False,0,0,4.0
P01161,False,0,0,4.0
P01165,False,0,0,2.0
P01168,False,0,0,4.0
P01169,False,0,0,4.0
P01170,False,0,0,4.0
P01171,False,0,0,4.0
P01172,False,0,0,4.0
P01175,False,0,0,3.0
P01176,False,0,0,3.0
P01177,False,0,0,3.0
P01178,False,0,0,3.0
P01179,False,0,0,3.0
P01180,False,0,0,3.0
P01181,False,0,0,3.0
P01183,False,0,0,3.0
P01184,False,0,0,3.0
P01185,False,0,0,3.0
P01186,False,0,0,3.0
P01189,False,0,0,2.0
P01190,False,0,0,2.0
P01191,False,0,0,2.0
P01192,False,0,0,2.0
P01193,False,0,0,2.0
P01194,False,0,0,2.0
P01196,False,0,0,1.0
P01197,False,0,0,1.0
P01201,False,0,0,2.0
P01203,False,0,0,3.0
P01205,False,0,0,3.0
P01210,False,0,0,2.0
P01211,False,0,0,2.0
P01212,False,0,0,2.0
P01213,False,0,0,2.0
P01214,False,0,0,2.0
P01222,False,0,0,3.0
P01223,False,0,0,3.0
P01224,False,0,0,3.0
P01252,False,0,0,1.0
P01256,False,0,0,4.0
P01257,False,0,0,4.0
P01258,False,0,0,4.0
P01261,False,0,0,4.0
P01263,False,0,0,4.0
P01268,False,0,0,1.0
P01269,False,0,0,1.0
P01270,False,0,0,1.0
P01272,False,0,0,1.0
P01273,False,0,0,1.0
P01274,False,0,0,1.0
P01275,False,0,0,1.0
P01278,False,0,0,1.0
P01282,False,0,0,1.0
P01283,False,0,0,1.0
P01284,False,0,0,1.0
P01286,False,0,0,4.0
P01289,False,0,0,1.0
P01295,False,0,0,3.0
P01297,False,0,0,4.0
P01298,False,0,0,2.0
P01299,False,0,0,2.0
P01300,False,0,0,2.0
P01301,False,0,0,2.0
P01302,False,0,0,2.0
P01303,False,0,0,2.0
P01304,False,0,0,2.0
P01307,False,0,0,4.0
P01308,False,0,0,4.0
P01310,False,0,0,4.0
P01311,False,0,0,4.0
P01313,False,0,0,4.0
P01314,False,0,0,4.0
P01315,False,0,0,4.0
P01316,False,0,0,4.0
P01317,False,0,0,4.0
P01318,False,0,0,4.0
P01319,False,0,0,4.0
P01320,False,0,0,4.0
P01321,False,0,0,4.0
P01322,False,0,0,4.0
P01323,False,0,0,4.0
P01324,False,0,0,4.0
P01325,False,0,0,4.0
P01326,False,0,0,4.0
P01327,False,0,0,4.0
P01328,False,0,0,4.0
P01329,False,0,0,4.0
P01330,False,0,0,4.0
P01331,False,0,0,4.0
P01333,False,0,0,4.0
P01334,False,0,0,4.0
P01335,False,0,0,4.0
P01336,False,0,0,4.0
P01338,False,0,0,4.0
P01339,False,0,0,4.0
P01340,False,0,0,4.0
P01342,False,0,0,4.0
P01344,False,0,0,1.0
P01346,False,0,0,1.0
P01347,False,0,0,4.0
P01348,False,0,0,4.0
P01349,False,0,0,2.0
P01350,False,0,0,1.0
P01351,False,0,0,1.0
P01352,False,0,0,1.0
P01353,False,0,0,1.0
P01354,False,0,0,1.0
P01355,False,0,0,1.0
P01356,False,0,0,1.0
P01357,False,0,0,3.0
P01358,False,0,0,2.0
P01360,False,0,0,2.0
P01361,False,0,0,2.0
P01362,False,0,0,2.0
P01364,False,0,0,3.0
P01376,False,0,0,0.0
P01377,False,0,0,0.0
P01496,False,0,0,3.0
P01499,False,0,0,3.0
P01500,False,0,0,3.0
P01501,False,0,0,1.0
P01512,False,0,0,2.0
P01513,False,0,0,2.0
P01522,False,0,0,0.0
P01523,False,0,0,0.0
P01538,False,0,0,3.0
P01558,False,0,0,4.0
P01559,False,0,0,0.0
P01579,False,0,0,3.0
P01830,False,0,0,4.0
P01831,False,0,0,4.0
P01923,False,0,0,4.0
P01924,False,0,0,4.0
P01926,False,0,0,4.0
P01928,False,0,0,4.0
P01929,False,0,0,4.0
P01930,False,0,0,4.0
P01932,False,0,0,4.0
P01933,False,0,0,4.0
P01936,False,0,0,4.0
P01937,False,0,0,4.0
P01938,False,0,0,4.0
P01940,False,0,0,4.0
P01941,False,0,0,4.0
P01942,False,0,0,4.0
P01943,False,0,0,4.0
P01944,False,0,0,4.0
P01945,False,0,0,4.0
P01946,False,0,0,4.0
P01947,False,0,0,4.0
P01949,False,0,0,4.0
P01950,False,0,0,4.0
P01951,False,0,0,4.0
P01953,False,0,0,4.0
P01954,False,0,0,4.0
P01955,False,0,0,4.0
P01956,False,0,0,4.0
P01957,False,0,0,4.0
P01958,False,0,0,4.0
P01959,False,0,0,4.0
P01960,False,0,0,4.0
P01963,False,0,0,4.0
P01964,False,0,0,4.0
P01965,False,0,0,4.0
P01966,False,0,0,4.0
P01969,False,0,0,4.0
P01971,False,0,0,4.0
P01973,False,0,0,4.0
P01975,False,0,0,4.0
P01976,False,0,0,4.0
P01979,False,0,0,4.0
P02070,False,0,0,4.0
P02324,False,0,0,4.0
P02331,False,0,0,4.0
P02332,False,0,0,4.0
P02333,False,0,0,4.0
P02334,False,0,0,4.0
P02545,False,0,0,3.0
P02592,False,0,0,3.0
P02662,False,0,0,2.0
P02663,False,0,0,2.0
P02666,False,0,0,1.0
P02668,False,0,0,2.0
P02671,False,0,0,1.0
P02672,False,0,0,1.0
P02674,False,0,0,3.0
P02675,False,0,0,1.0
P02676,False,0,0,1.0
P02677,False,0,0,2.0
P02678,False,0,0,1.0
P02681,False,0,0,3.0
P02702,False,0,0,2.0
P02703,False,0,0,2.0
P02704,False,0,0,2.0
P02705,False,0,0,2.0
P02765,False,0,0,2.0
P02768,False,0,0,3.0
P02769,False,0,0,3.0
P02770,False,0,0,3.0
P02788,False,0,0,1.0
P02807,False,0,0,0.0
P02814,False,0,0,4.0
P02818,False,0,0,2.0
P02820,False,0,0,2.0
P02822,False,0,0,2.0
P02852,False,0,0,4.0
P02866,False,0,0,2.0
P02870,False,0,0,2.0
P02873,False,0,0,2.0
P02876,False,0,0,2.0
P02877,False,0,0,3.0
P02879,False,0,0,4.0
P02883,False,0,0,4.0
P02884,False,0,0,4.0
P02893,False,0,0,1.0
P02894,False,0,0,1.0
P02896,False,0,0,3.0
P02898,False,0,0,4.0
P02945,False,0,0,2.0
P02947,False,0,0,4.0
P02956,False,0,0,3.0
P02957,False,0,0,3.0
P03953,False,0,0,2.0
P03954,False,0,0,3.0
P03955,False,0,0,3.0
P03969,False,0,0,3.0
P03994,False,0,0,4.0
P03997,False,0,0,3.0
P03998,False,0,0,3.0
P04002,False,0,0,1.0
P04004,False,0,0,2.0
P04054,False,0,0,2.0
P04055,False,0,0,2.0
P04058,False,0,0,2.0
P04070,False,0,0,4.0
P04071,False,0,0,2.0
P04073,False,0,0,3.0
P04074,False,0,0,4.0
P04083,False,0,0,2.0
P04087,False,0,0,2.0
P04089,False,0,0,1.0
P04090,False,0,0,4.0
P04092,False,0,0,1.0
P04093,False,0,0,1.0
P04094,False,0,0,2.0
P04118,False,0,0,2.0
P04123,False,0,0,4.0
P04124,False,0,0,4.0
P04156,False,0,0,3.0
P04166,False,0,0,3.0
P04204,False,0,0,1.0
P04205,False,0,0,1.0
P04216,False,0,0,4.0
P04233,False,0,0,2.0
P04237,False,0,0,4.0
P04273,False,0,0,3.0
P04279,False,0,0,4.0
P04403,False,0,0,4.0
P04404,False,0,0,4.0
P04405,False,0,0,2.0
P04441,False,0,0,2.0
P04560,False,0,0,3.0
P04563,False,0,0,1.0
P04564,False,0,0,1.0
P04566,False,0,0,1.0
P04640,False,0,0,2.0
P04652,False,0,0,3.0
P04667,False,0,0,4.0
P04776,False,0,0,2.0
P04808,False,0,0,4.0
P04814,False,0,0,2.0
P04815,False,0,0,0.0
P04836,False,0,0,3.0
P04917,False,0,0,2.0
P04922,False,0,0,1.0
P04925,False,0,0,3.0
P04929,False,0,0,3.0
P04932,False,0,0,3.0
P04933,False,0,0,3.0
P04934,False,0,0,3.0
P04971,False,0,0,2.0
P04996,False,0,0,3.0
P04997,False,0,0,3.0
P04998,False,0,0,3.0
P04999,False,0,0,3.0
P05017,False,0,0,1.0
P05019,False,0,0,1.0
P05023,False,0,0,4.0
P05024,False,0,0,4.0
P05025,False,0,0,4.0
P05059,False,0,0,4.0
P05060,False,0,0,3.0
P05067,False,0,0,4.0
P05110,False,0,0,1.0
P05111,False,0,0,2.0
P05117,False,0,0,1.0
P05118,False,0,0,2.0
P05125,False,0,0,4.0
P05140,False,0,0,2.0
P05154,False,0,0,1.0
P05161,False,0,0,1.0
P05186,False,0,0,1.0
P05187,False,0,0,1.0
P05208,False,0,0,2.0
P05222,False,0,0,3.0
P05224,False,0,0,3.0
P05225,False,0,0,3.0
P05226,False,0,0,3.0
P05230,False,0,0,3.0
P05305,False,0,0,3.0
P05315,False,0,0,2.0
P05337,False,0,0,3.0
P05408,False,0,0,2.0
P05421,False,0,0,1.0
P05422,False,0,0,1.0
P05486,False,0,0,3.0
P05516,False,0,0,3.0
P05533,False,0,0,2.0
P05620,False,0,0,2.0
P05657,False,0,0,4.0
P05689,False,0,0,2.0
P05805,False,0,0,2.0
P05834,False,0,0,3.0
P05995,False,0,0,4.0
P06003,False,0,0,4.0
P06004,False,0,0,4.0
P06014,False,0,0,4.0
P06015,False,0,0,4.0
P06016,False,0,0,4.0
P06017,False,0,0,3.0
P06026,False,0,0,3.0
P06181,False,0,0,3.0
P06215,False,0,0,2.0
P06222,False,0,0,3.0
P06281,False,0,0,3.0
P06296,False,0,0,4.0
P06297,False,0,0,1.0
P06298,False,0,0,2.0
P06299,False,0,0,2.0
P06300,False,0,0,2.0
P06302,False,0,0,1.0
P06303,False,0,0,2.0
P06306,False,0,0,4.0
P06307,False,0,0,1.0
P06308,False,0,0,2.0
P06399,False,0,0,1.0
P06402,False,0,0,3.0
P06413,False,0,0,4.0
P06414,False,0,0,4.0
P06454,False,0,0,1.0
P06575,False,0,0,3.0
P06580,False,0,0,3.0
P06585,False,0,0,3.0
P06596,False,0,0,2.0
P06635,False,0,0,4.0
P06648,False,0,0,2.0
P06685,False,0,0,4.0
P06686,False,0,0,4.0
P06731,False,0,0,4.0
P06750,False,0,0,4.0
P06767,False,0,0,1.0
P06811,False,0,0,3.0
P06850,False,0,0,4.0
P06870,False,0,0,2.0
P06871,False,0,0,2.0
P06872,False,0,0,2.0
P06881,False,0,0,4.0
P06883,False,0,0,1.0
P06884,False,0,0,2.0
P06885,False,0,0,1.0
P06914,False,0,0,1.0
P06915,False,0,0,1.0
P07056,False,0,0,4.0
P07063,False,0,0,3.0
P07095,False,0,0,4.0
P07140,False,0,0,2.0
P07146,False,0,0,2.0
P07150,False,0,0,2.0
P07164,False,0,0,3.0
P07194,False,0,0,2.0
P07198,False,0,0,1.0
P07208,False,0,0,3.0
P07209,False,0,0,4.0
P07223,False,0,0,4.0
P07224,False,0,0,2.0
P07225,False,0,0,2.0
P07231,False,0,0,3.0
P07268,False,0,0,4.0
P07288,False,0,0,2.0
P07339,False,0,0,3.0
P07354,False,0,0,4.0
P07357,False,0,0,1.0
P07358,False,0,0,1.0
P07403,False,0,0,4.0
P07405,False,0,0,4.0
P07414,False,0,0,4.0
P07419,False,0,0,4.0
P07421,False,0,0,4.0
P07425,False,0,0,4.0
P07449,False,0,0,1.0
P07453,False,0,0,4.0
P07455,False,0,0,1.0
P07456,False,0,0,1.0
P07466,False,0,0,0.0
P07467,False,0,0,0.0
P07469,False,0,0,0.0
P07477,False,0,0,2.0
P07478,False,0,0,2.0
P07480,False,0,0,3.0
P07490,False,0,0,1.0
P07492,False,0,0,3.0
P07499,False,0,0,4.0
P07500,False,0,0,4.0
P07501,False,0,0,4.0
P07584,False,0,0,2.0
P07585,False,0,0,2.0
P07593,False,0,0,0.0
P07602,False,0,0,2.0
P07628,False,0,0,2.0
P07634,False,0,0,4.0
P07640,False,0,0,2.0
P07647,False,0,0,2.0
P07660,False,0,0,4.0
P07662,False,0,0,2.0
P07692,False,0,0,2.0
P07712,False,0,0,2.0
P07724,False,0,0,3.0
P07753,False,0,0,3.0
P07808,False,0,0,2.0
P07826,False,0,0,3.0
P07835,False,0,0,1.0
P07853,False,0,0,3.0
P07858,False,0,0,3.0
P07907,False,0,0,4.0
P07911,False,0,0,1.0
P07987,False,0,0,3.0
P07994,False,0,0,2.0
P08021,False,0,0,2.0
P08025,False,0,0,1.0
P08067,False,0,0,4.0
P08136,False,0,0,4.0
P08145,False,0,0,4.0
P08146,False,0,0,4.0
P08147,False,0,0,4.0
P08148,False,0,0,2.0
P08162,False,0,0,3.0
P08163,False,0,0,3.0
P08174,False,0,0,4.0
P08217,False,0,0,2.0
P08218,False,0,0,2.0
P08252,False,0,0,2.0
P08289,False,0,0,1.0
P08306,False,0,0,4.0
P08307,False,0,0,1.0
P08311,False,0,0,2.0
P08372,False,0,0,4.0
P08379,False,0,0,1.0
P08405,False,0,0,1.0
P08419,False,0,0,2.0
P08424,False,0,0,3.0
P08426,False,0,0,2.0
P08435,False,0,0,3.0
P08454,False,0,0,2.0
P08459,False,0,0,4.0
P08469,False,0,0,1.0
P08493,False,0,0,2.0
P08569,False,0,0,3.0
P08571,False,0,0,4.0
P08582,False,0,0,1.0
P08592,False,0,0,4.0
P08640,False,0,0,1.0
P08672,False,0,0,1.0
P08673,False,0,0,1.0
P08674,False,0,0,1.0
P08675,False,0,0,1.0
P08676,False,0,0,1.0
P08677,False,0,0,1.0
P08697,False,0,0,2.0
P08709,False,0,0,4.0
P08759,False,0,0,3.0
P08796,False,0,0,1.0
P08818,False,0,0,3.0
P08819,False,0,0,3.0
P08835,False,0,0,3.0
P08852,False,0,0,4.0
P08858,False,0,0,3.0
P08861,False,0,0,2.0
P08872,False,0,0,2.0
P08873,False,0,0,2.0
P08878,False,0,0,2.0
P08897,False,0,0,2.0
P08932,False,0,0,2.0
P08934,False,0,0,2.0
P08947,False,0,0,1.0
P08948,False,0,0,1.0
P08949,False,0,0,4.0
P08950,False,0,0,1.0
P08989,False,0,0,3.0
P09031,False,0,0,1.0
P09040,False,0,0,4.0
P09093,False,0,0,2.0
P09166,False,0,0,2.0
P09167,False,0,0,2.0
P09177,False,0,0,3.0
P09196,False,0,0,4.0
P09221,False,0,0,4.0
P09240,False,0,0,1.0
P09242,False,0,0,1.0
P09326,False,0,0,4.0
P09420,False,0,0,4.0
P09475,False,0,0,2.0
P09476,False,0,0,4.0
P09477,False,0,0,4.0
P09487,False,0,0,1.0
P09535,False,0,0,1.0
P09558,False,0,0,3.0
P09566,False,0,0,1.0
P09572,False,0,0,4.0
P09582,False,0,0,2.0
P09598,False,0,0,4.0
P09646,False,0,0,1.0
P09668,False,0,0,3.0
P09681,False,0,0,1.0
P09683,False,0,0,3.0
P09686,False,0,0,1.0
P09687,False,0,0,1.0
P09752,False,0,0,3.0
P09791,False,0,0,1.0
P09805,False,0,0,2.0
P09831,False,0,0,4.0
P09839,False,0,0,4.0
P09841,False,0,0,2.0
P09859,False,0,0,1.0
P09870,False,0,0,2.0
P09873,False,0,0,1.0
P09876,False,0,0,4.0
P09892,False,0,0,4.0
P09893,False,0,0,4.0
P09904,False,0,0,4.0
P09906,False,0,0,4.0
P09908,False,0,0,4.0
P09916,False,0,0,4.0
P09923,False,0,0,1.0
P09928,False,0,0,2.0
P09929,False,0,0,3.0
P09971,False,0,0,4.0
P09989,False,0,0,4.0
P0A1D7,False,0,0,2.0
P0A1D8,False,0,0,2.0
P0A310,False,0,0,3.0
P0A311,False,0,0,3.0
P0A312,False,0,0,4.0
P0A313,False,0,0,4.0
P0A3Z7,False,0,0,1.0
P0A3Z8,False,0,0,1.0
P0A444,False,0,0,3.0
P0A445,False,0,0,3.0
P0A446,False,0,0,3.0
P0A447,False,0,0,3.0
P0A4M3,False,0,0,0.0
P0A5P9,False,0,0,1.0
P0A6G7,False,0,0,2.0
P0A6G8,False,0,0,2.0
P0A6G9,False,0,0,2.0
P0ABF1,False,0,0,4.0
P0ACE0,False,0,0,2.0
P0ACE1,False,0,0,2.0
P0ACE2,False,0,0,2.0
P0AD68,False,0,0,4.0
P0AD69,False,0,0,4.0
P0C075,False,0,0,2.0
P0C0H8,False,0,0,4.0
P0C0H9,False,0,0,4.0
P0C0L4,False,0,0,3.0
P0C0L5,False,0,0,3.0
P0C0P5,False,0,0,1.0
P0C0P6,False,0,0,1.0
P0C0P7,False,0,0,1.0
P0C0P8,False,0,0,1.0
P0C0Q1,False,0,0,4.0
P0C0Q2,False,0,0,4.0
P0C157,False,0,0,3.0
P0C158,False,0,0,4.0
P0C171,False,0,0,3.0
P0C172,False,0,0,3.0
P0C174,False,0,0,0.0
P0C175,False,0,0,0.0
P0C176,False,0,0,0.0
P0C195,False,0,0,0.0
P0C1D0,False,0,0,0.0
P0C1M0,False,0,0,1.0
P0C1N1,False,0,0,0.0
P0C1N2,False,0,0,0.0
P0C1N3,False,0,0,0.0
P0C1N4,False,0,0,0.0
P0C1N5,False,0,0,0.0
P0C1N6,False,0,0,0.0
